time,A_1_1,A_1_2,A_2_1,A_2_2
0.0,0.5999999999999999,0.29999999999999993,0.29999999999999993,0.5999999999999999
0.10050251256281408,0.6057923336533297,0.30289616682666487,0.302896166826665,0.60579233365333
0.20100502512562815,0.6111280550503712,0.3055640275251856,0.3055640275251857,0.6111280550503714
0.30150753768844224,0.6160351692730476,0.3080175846365238,0.3080175846365239,0.6160351692730478
0.4020100502512563,0.6205414277074119,0.31027071385370597,0.3102707138537061,0.6205414277074122
0.5025125628140704,0.6246739530182152,0.3123369765091076,0.3123369765091077,0.6246739530182154
0.6030150753768845,0.6284590682867399,0.31422953414336996,0.31422953414337007,0.6284590682867401
0.7035175879396985,0.6319219746782958,0.3159609873391479,0.315960987339148,0.631921974678296
0.8040201005025126,0.6350867899954303,0.31754339499771517,0.3175433949977153,0.6350867899954306
0.9045226130653267,0.6379764185575307,0.31898820927876537,0.3189882092787655,0.637976418557531
1.0050251256281408,0.6406124874434126,0.3203062437217063,0.32030624372170635,0.6406124874434127
1.105527638190955,0.6430153329913647,0.32150766649568235,0.3215076664956824,0.6430153329913648
1.206030150753769,0.6452040010472656,0.3226020005236328,0.32260200052363286,0.6452040010472657
1.306532663316583,0.6471962653344031,0.32359813266720155,0.3235981326672016,0.6471962653344032
1.407035175879397,0.6490086599151756,0.3245043299575878,0.3245043299575879,0.6490086599151758
1.5075376884422111,0.6506565221210204,0.3253282610605102,0.32532826106051027,0.6506565221210205
1.6080402010050252,0.6521540415986128,0.3260770207993064,0.32607702079930645,0.6521540415986129
1.7085427135678393,0.653514320706364,0.326757160353182,0.32675716035318203,0.6535143207063641
1.8090452261306533,0.6547494301750494,0.3273747150875247,0.32737471508752475,0.6547494301750495
1.9095477386934674,0.6558704692079709,0.32793523460398544,0.3279352346039855,0.655870469207971
2.0100502512562817,0.656887628552428,0.328443814276214,0.32844381427621405,0.6568876285524281
2.1105527638190957,0.657810250672894,0.328905125336447,0.32890512533644706,0.6578102506728941
2.21105527638191,0.6586468889544668,0.3293234444772334,0.32932344447723344,0.6586468889544669
2.311557788944724,0.6594053650229018,0.3297026825114509,0.32970268251145096,0.6594053650229019
2.412060301507538,0.6600928236397205,0.3300464118198603,0.33004641181986033,0.6600928236397207
2.512562814070352,0.6607157849541095,0.33035789247705477,0.33035789247705477,0.6607157849541095
2.613065326633166,0.6612801939079307,0.33064009695396535,0.3306400969539653,0.6612801939079306
2.71356783919598,0.6617914667080578,0.3308957333540289,0.3308957333540289,0.6617914667080578
2.814070351758794,0.6622545343431497,0.33112726717157487,0.33112726717157487,0.6622545343431497
2.9145728643216082,0.6626738831724079,0.33133694158620397,0.33133694158620397,0.6626738831724079
3.0150753768844223,0.6630535926544378,0.3315267963272189,0.3315267963272189,0.6630535926544378
3.1155778894472363,0.6633973703129438,0.3316986851564719,0.3316986851564719,0.6633973703129438
3.2160804020100504,0.6637085840566174,0.3318542920283087,0.3318542920283087,0.6637085840566174
3.3165829145728645,0.6639902919843471,0.33199514599217356,0.33199514599217356,0.6639902919843471
3.4170854271356785,0.6642452698152103,0.33212263490760513,0.33212263490760513,0.6642452698152103
3.5175879396984926,0.6644760360867785,0.33223801804338926,0.3322380180433893,0.6644760360867786
3.6180904522613067,0.6646848752660371,0.3323424376330186,0.33234243763301863,0.6646848752660373
3.7185929648241207,0.6648738589154457,0.33243692945772285,0.33243692945772296,0.6648738589154459
3.819095477386935,0.6650448650530573,0.33252243252652863,0.3325224325265287,0.6650448650530574
3.919597989949749,0.6651995958405417,0.33259979792027083,0.3325997979202709,0.6651995958405418
4.020100502512563,0.6653395937270437,0.3326697968635218,0.3326697968635219,0.6653395937270438
4.120603015075377,0.665466256170224,0.332733128085112,0.3327331280851121,0.6654662561702241
4.2211055276381915,0.6655808490488836,0.3327904245244418,0.33279042452444185,0.6655808490488837
4.3216080402010055,0.6656845188744833,0.33284225943724166,0.33284225943724177,0.6656845188744835
4.42211055276382,0.6657783039017875,0.33288915195089375,0.3328891519508938,0.6657783039017876
4.522613065326634,0.6658631442318825,0.33293157211594127,0.3329315721159413,0.6658631442318826
4.623115577889448,0.6659398909940552,0.3329699454970276,0.33296994549702763,0.6659398909940553
