time, Rtensor_laplacian
0.000000000000000000e+00,-7.522586967753754905e+00
1.010101010101010083e-01,-1.701943749819502472e+01
2.020202020202020166e-01,-2.283743709201526784e+01
3.030303030303030387e-01,-2.444178609303604688e+01
4.040404040404040331e-01,-2.521376758431969023e+01
5.050505050505050830e-01,-2.565234896153229016e+01
6.060606060606060774e-01,-2.580080041365546606e+01
7.070707070707070718e-01,-2.570000033118979843e+01
8.080808080808080662e-01,-2.540378532481728513e+01
9.090909090909090606e-01,-2.496570430124695861e+01
1.010101010101010166e+00,-2.443511492753937020e+01
1.111111111111111160e+00,-2.385898308522917688e+01
1.212121212121212155e+00,-2.328407716696041518e+01
1.313131313131313149e+00,-2.275663648144116991e+01
1.414141414141414144e+00,-2.231855001555750917e+01
1.515151515151515138e+00,-2.200065741191180635e+01
1.616161616161616132e+00,-2.181532507975022384e+01
1.717171717171717127e+00,-2.175120672571750546e+01
1.818181818181818121e+00,-2.177228290239838415e+01
1.919191919191919116e+00,-2.182084406742730209e+01
2.020202020202020332e+00,-2.182594689711626046e+01
2.121212121212121104e+00,-2.172991699524592590e+01
2.222222222222222321e+00,-2.153435407024671733e+01
2.323232323232323093e+00,-2.130257560222680269e+01
2.424242424242424310e+00,-2.109328187930850262e+01
2.525252525252525082e+00,-2.092488777869122174e+01
2.626262626262626299e+00,-2.079322449914057458e+01
2.727272727272727071e+00,-2.069044076732233606e+01
2.828282828282828287e+00,-2.061109894306220625e+01
2.929292929292929060e+00,-2.055285081477849118e+01
3.030303030303030276e+00,-2.051633018219693838e+01
3.131313131313131048e+00,-2.050550460253754892e+01
3.232323232323232265e+00,-2.052862247608457125e+01
3.333333333333333481e+00,-2.059950869408694629e+01
3.434343434343434254e+00,-2.073851262811579588e+01
3.535353535353535470e+00,-2.097176224601504657e+01
3.636363636363636243e+00,-2.132693945015876835e+01
3.737373737373737459e+00,-2.182449060961008769e+01
3.838383838383838231e+00,-2.246593797052831931e+01
3.939393939393939448e+00,-2.322486327471885303e+01
4.040404040404040664e+00,-2.404760487238398170e+01
4.141414141414140992e+00,-2.486602975734208698e+01
4.242424242424242209e+00,-2.561615184441991033e+01
4.343434343434343425e+00,-2.625234783313887732e+01
4.444444444444444642e+00,-2.675152489146378088e+01
4.545454545454544970e+00,-2.710886602934320777e+01
4.646464646464646187e+00,-2.733031852108006277e+01
4.747474747474747403e+00,-2.742581670838108110e+01
4.848484848484848619e+00,-2.740498618806461906e+01
4.949494949494949836e+00,-2.727538389168307376e+01
5.050505050505050164e+00,-2.704259610020227811e+01
5.151515151515151381e+00,-2.671154709747561284e+01
5.252525252525252597e+00,-2.628845711754730274e+01
5.353535353535353813e+00,-2.578297174025889049e+01
5.454545454545454142e+00,-2.521023141731790318e+01
5.555555555555555358e+00,-2.459237179008510665e+01
5.656565656565656575e+00,-2.395910139441409115e+01
5.757575757575757791e+00,-2.334668275525264747e+01
5.858585858585858119e+00,-2.279478485367227236e+01
5.959595959595959336e+00,-2.234088881480449018e+01
6.060606060606060552e+00,-2.201278896791532347e+01
6.161616161616161769e+00,-2.182084649894105866e+01
6.262626262626262097e+00,-2.175260255426326594e+01
6.363636363636363313e+00,-2.177159234117929287e+01
6.464646464646464530e+00,-2.182005393823584427e+01
6.565656565656565746e+00,-2.182693542702888578e+01
6.666666666666666963e+00,-2.173361689933106788e+01
6.767676767676767291e+00,-2.153984428186476308e+01
6.868686868686868507e+00,-2.130809041247120206e+01
6.969696969696969724e+00,-2.109788453927502871e+01
7.070707070707070940e+00,-2.092850559899924079e+01
7.171717171717171269e+00,-2.079604872893475687e+01
7.272727272727272485e+00,-2.069264140892960668e+01
7.373737373737373701e+00,-2.061277082116518855e+01
7.474747474747474918e+00,-2.055401582453855980e+01
7.575757575757575246e+00,-2.051693617362559507e+01
7.676767676767676463e+00,-2.050541017838841995e+01
7.777777777777777679e+00,-2.052756606749791501e+01
7.878787878787878896e+00,-2.059708028185781359e+01
7.979797979797979224e+00,-2.073414170546537605e+01
8.080808080808081328e+00,-2.096477115130242197e+01
8.181818181818181657e+00,-2.131669717758623861e+01
8.282828282828281985e+00,-2.181067738635997344e+01
8.383838383838384090e+00,-2.244882686035376551e+01
8.484848484848484418e+00,-2.320544708701210723e+01
8.585858585858586522e+00,-2.402742505925877126e+01
8.686868686868686851e+00,-2.484676647452769771e+01
8.787878787878787179e+00,-2.559917355328817834e+01
8.888888888888889284e+00,-2.623849587871508859e+01
8.989898989898989612e+00,-2.674111138736032345e+01
9.090909090909089940e+00,-2.710184792807306664e+01
9.191919191919192045e+00,-2.732648571334545196e+01
9.292929292929292373e+00,-2.742491609160547483e+01
9.393939393939394478e+00,-2.740680716898522817e+01
9.494949494949494806e+00,-2.727976701559033756e+01
9.595959595959595134e+00,-2.704942167988106050e+01
9.696969696969697239e+00,-2.672069088709302065e+01
9.797979797979797567e+00,-2.629973467293217126e+01
9.898989898989899672e+00,-2.579609286744787511e+01
1.000000000000000000e+01,-2.522475104770012422e+01
