time,x1,x2,x3,x4
7.537688442211055495e+00,2.424319877280609048e-01,5.153006086392866170e-01,8.448657012924140619e-02,1.645945076387925069e-03
7.638190954773869557e+00,2.550628682302634176e-01,5.092119891909306917e-01,8.236871314085772444e-02,1.556694935162061030e-03
7.738693467336683618e+00,2.685114229777914030e-01,5.040077427755705886e-01,8.040978613388685692e-02,1.474079357923832817e-03
7.839195979899497679e+00,2.828124457408937587e-01,4.997108565222171395e-01,7.860746425063615261e-02,1.397606243630442665e-03
7.939698492462311741e+00,2.979995073756342983e-01,4.963494297321303095e-01,7.695992940693159590e-02,1.326825204510747539e-03
8.040201005025126690e+00,3.141041847737171544e-01,4.939572181061571698e-01,7.546589178124361863e-02,1.261323653920362045e-03
8.140703517587940752e+00,3.311551331982461321e-01,4.925742476239582945e-01,7.412461357663015227e-02,1.200723249895579818e-03
8.241206030150754813e+00,3.491769779892325287e-01,4.922475041678697760e-01,7.293593489274947939e-02,1.144676647396548983e-03
8.341708542713568875e+00,3.681889996411057964e-01,4.930317041425326119e-01,7.190030136573863362e-02,1.092864515258262954e-03
8.442211055276382936e+00,3.882035846632074794e-01,4.949901497598355182e-01,7.101879298607811919e-02,1.044992776687430746e-03
8.542713567839196998e+00,4.092244138527179054e-01,4.981956699593706461e-01,7.029315316565548644e-02,1.000790034114605771e-03
8.643216080402011059e+00,4.312443601060022003e-01,5.027316437365804136e-01,6.972581667486833779e-02,9.600051405971632467e-04
8.743718592964825120e+00,4.542430704097008554e-01,5.086930962294585745e-01,6.931993446596128317e-02,9.224048809125812024e-04
8.844221105527639182e+00,4.781842120572126209e-01,5.161878486379671838e-01,6.907939261567465350e-02,8.877717261858723754e-04
8.944723618090453243e+00,5.030123725981693328e-01,5.253376898200160516e-01,6.900882160290960909e-02,8.559016266642291383e-04
9.045226130653267305e+00,5.286496182401103638e-01,5.362795191023683739e-01,6.911359085667738433e-02,8.266018083534280815e-04
9.145728643216081366e+00,5.549917382017780509e-01,5.491663850485773990e-01,6.939978192273212054e-02,7.996885413406946063e-04
9.246231155778895427e+00,5.819042351715487671e-01,5.641683120210809754e-01,6.987413167236365685e-02,7.749848515709517128e-04
9.346733668341709489e+00,6.092181671167896662e-01,5.814727639636377843e-01,7.054393473516966384e-02,7.523181546355708167e-04
9.447236180904523550e+00,6.367260057598855827e-01,6.012845417571666129e-01,7.141689184223573572e-02,7.315178012335701559e-04
9.547738693467337612e+00,6.641777541615515590e-01,6.238248465778228891e-01,7.250088817869124180e-02,7.124125411499246168e-04
9.648241206030151673e+00,6.912776608190603911e-01,6.493291685815992809e-01,7.380368347464254242e-02,6.948279378860928654e-04
9.748743718592965735e+00,7.176819787235411141e-01,6.780435827623256806e-01,7.533249392582982984e-02,6.785838015469134420e-04
9.849246231155779796e+00,7.429983387965257702e-01,7.102189616580525389e-01,7.709344591441265326e-02,6.634917548797859528e-04
9.949748743718593857e+00,7.667874252802395763e-01,7.461025642808730707e-01,7.909088399776746658e-02,6.493531068925968534e-04
1.005025125628140792e+01,7.885677341245489469e-01,7.859264575469467884e-01,8.132652216456656702e-02,6.359572782108037156e-04
1.015075376884422198e+01,8.078242312776550138e-01,8.298923055252209746e-01,8.379843954330319644e-02,6.230810961576414668e-04
1.025125628140703604e+01,8.240216619607430015e-01,8.781522658686057303e-01,8.649994112925039891e-02,6.104893434502105211e-04
1.035175879396985010e+01,8.366230429254613021e-01,9.307861063494996534e-01,8.941833159891583727e-02,5.979369830812822622e-04
1.045226130653266416e+01,8.451134481375220942e-01,9.877752306198348542e-01,9.253368541072126696e-02,5.851734667913632967e-04
1.055276381909547823e+01,8.490285450986316818e-01,1.048975082090460864e+00,9.581773622324558926e-02,5.719494345678502196e-04
1.065326633165829229e+01,8.479864698156347469e-01,1.114088320472386595e+00,9.923304692334383725e-02,5.580258999059793494e-04
1.075376884422110635e+01,8.417206306337537969e-01,1.182642096307282342e+00,1.027326483028928733e-01,5.431856776084561730e-04
1.085427135678392041e+01,8.301100808930940156e-01,1.253973452999856519e+00,1.062603370311465123e-01,5.272463661657781318e-04
1.095477386934673447e+01,8.132034533074987692e-01,1.327227067436640429e+00,1.097517896175086577e-01,5.100737080865158472e-04
1.105527638190954853e+01,7.912323899969613272e-01,1.401368913587174969e+00,1.131365710737808755e-01,4.915937284345285379e-04
1.115577889447236259e+01,7.646111525376092510e-01,1.475217840026832539e+00,1.163409978756525520e-01,4.718018326447604230e-04
1.125628140703517666e+01,7.339207021773356265e-01,1.547494583365793153e+00,1.192916715756019985e-01,4.507671558373919571e-04
1.135678391959799072e+01,6.998777905888801110e-01,1.616884801728533327e+00,1.219193621701586822e-01,4.286309574855629435e-04
1.145728643216080478e+01,6.632920330184872704e-01,1.682109974464080171e+00,1.241628252200257521e-01,4.055986965671796031e-04
1.155778894472361884e+01,6.250159509853002726e-01,1.741998218513739927e+00,1.259721139681992397e-01,3.819264334434322849e-04
