time,R_energy
0.000000000000000000e+00,-4.918358230520778474e-01
1.005025125628140753e-01,-5.670685353228769321e-01
2.010050251256281506e-01,-6.513615851299507931e-01
3.015075376884422398e-01,-7.404382706312480078e-01
4.020100502512563012e-01,-8.280510919628684130e-01
5.025125628140704181e-01,-9.066487422132530893e-01
6.030150753768844796e-01,-9.684260694710336015e-01
7.035175879396985410e-01,-1.006519354376399278e+00
8.040201005025126024e-01,-1.016078963886277275e+00
9.045226130653266639e-01,-9.950214031598179076e-01
1.005025125628140836e+00,-9.443720059806477440e-01
1.105527638190954898e+00,-8.681878821754583919e-01
1.206030150753768959e+00,-7.730782650785930077e-01
1.306532663316583021e+00,-6.673550877778414714e-01
1.407035175879397082e+00,-5.598999022463978514e-01
1.507537688442211143e+00,-4.589263407558290542e-01
1.608040201005025205e+00,-3.708932500312943636e-01
1.708542713567839266e+00,-2.998138212710446115e-01
1.809045226130653328e+00,-2.470927496755702668e-01
1.909547738693467389e+00,-2.118579862516168921e-01
2.010050251256281673e+00,-1.916176826303003233e-01
2.110552763819095734e+00,-1.830213891072643706e-01
2.211055276381909795e+00,-1.825383408667695939e-01
2.311557788944723857e+00,-1.869462392240901771e-01
2.412060301507537918e+00,-1.936062769366221348e-01
2.512562814070351980e+00,-2.005565171915042744e-01
2.613065326633166041e+00,-2.064800636564657343e-01
2.713567839195980103e+00,-2.106044694151796015e-01
2.814070351758794164e+00,-2.125762572721249244e-01
2.914572864321608225e+00,-2.123386984780699649e-01
3.015075376884422287e+00,-2.100274377919064406e-01
3.115577889447236348e+00,-2.058890274446689428e-01
3.216080402010050410e+00,-2.002217930687431313e-01
3.316582914572864471e+00,-1.933357340269389602e-01
3.417085427135678533e+00,-1.855273111121572560e-01
3.517587939698492594e+00,-1.770651499841320586e-01
3.618090452261306655e+00,-1.681833086188701532e-01
3.718592964824120717e+00,-1.590795003036379607e-01
3.819095477386934778e+00,-1.499163572669867106e-01
3.919597989949748840e+00,-1.408243939110825904e-01
4.020100502512563345e+00,-1.319057721753073842e-01
4.120603015075377407e+00,-1.232382964243871615e-01
4.221105527638191468e+00,-1.148792929572969024e-01
4.321608040201005529e+00,-1.068691841315033975e-01
4.422110552763819591e+00,-9.923466794587251782e-02
4.522613065326633652e+00,-9.199147720764570824e-02
4.623115577889447714e+00,-8.514672988890763239e-02
4.723618090452261775e+00,-7.870090274752097881e-02
4.824120603015075837e+00,-7.264946982783068719e-02
4.924623115577889898e+00,-6.698425025657014920e-02
5.025125628140703959e+00,-6.169450859692692662e-02
5.125628140703518021e+00,-5.676784773551973862e-02
5.226130653266332082e+00,-5.219093000032058727e-02
5.326633165829146144e+00,-4.795005764107442697e-02
5.427135678391960205e+00,-4.403163935058154732e-02
5.527638190954774267e+00,-4.042256537770842761e-02
5.628140703517588328e+00,-3.711051007364862125e-02
5.728643216080402389e+00,-3.408417744099843938e-02
5.829145728643216451e+00,-3.133350239704901785e-02
5.929648241206030512e+00,-2.884981797122664754e-02
6.030150753768844574e+00,-2.662599647332089189e-02
6.130653266331658635e+00,-2.465657073147382167e-02
6.231155778894472697e+00,-2.293783974482210483e-02
6.331658291457286758e+00,-2.146796146660995969e-02
6.432160804020100819e+00,-2.024703387676350316e-02
6.532663316582914881e+00,-1.927716397388799449e-02
6.633165829145728942e+00,-1.856252278264024225e-02
6.733668341708543004e+00,-1.810938291726188129e-02
