time,1->1,2->1,3->1,4->1,5->1,6->1,7->1,1->2,2->2,3->2,4->2,5->2,6->2,7->2,1->3,2->3,3->3,4->3,5->3,6->3,7->3,1->4,2->4,3->4,4->4,5->4,6->4,7->4,1->5,2->5,3->5,4->5,5->5,6->5,7->5,1->6,2->6,3->6,4->6,5->6,6->6,7->6,1->7,2->7,3->7,4->7,5->7,6->7,7->7
0.0,-0.9455008402187159,-1.9895000002989605,0.0,-0.9390000001580079,0.809998649986543,0.17999954998737522,0.06999965000697994,0.0,-4.410500790363869,-3.9760000003497,-1.8780000008433717,0.4199993002274027,1.8799952989922986,0.19999900047196206,-5.9760000008513,0.0,-1.838500760298345,-2.817000000376879,0.7199987999140234,0.41999894984101616,2.009989949591784,4.147499998552462,2.6599999998211388,1.4700000008360803,-10.435002204545185,-6.825007000443861,-8.22500699904083,-9.975005252016445,0.0,0.0,0.0,0.0,-1.0000056338554941e-06,-0.3999999999906856,0.0,0.0,0.0,0.0,0.0,0.0,-0.40000099998938055,-0.5999999999825589,0.0,0.0,0.0,0.0,-0.7999999999813712,0.0,-0.2000009999975072
0.10040160642570281,0.4284145640465198,-2.1335421631629714,0.0,-1.0066687561316456,0.8614741069390419,0.1581410824513796,0.05636359445837513,0.0,-3.5204530988153238,-3.0973587690219517,-1.4626310833598666,0.2628009965199851,1.166958275788943,0.12799966730980827,-6.392051133286003,0.0,-1.679495629236527,-3.0124560859157157,0.6431033434672884,0.37164521859978095,2.0679063488238114,3.3826297496375446,2.1616645931032963,1.1934972583560466,-7.770519684591193,-5.209205712120024,-5.87214231373423,-6.6307940338461435,0.0,0.0,0.0,0.0,-0.0017895607218321175,-0.40815838462521237,0.0,0.0,0.0,0.0,0.0,0.0,-0.4092031138797081,-0.5936301760642304,0.0,0.0,0.0,0.0,-0.8155719378455384,0.0,-0.22373132244069005
0.20080321285140562,0.9934417439794174,-2.53906501912482,0.0,-1.1976656142387299,1.1402473631960675,0.1675720393556901,0.05536253810944913,0.0,-3.177297196899076,-2.4761634880299255,-1.169038256865207,0.18559254888472765,0.7728800586193074,0.09026082770091648,-6.818958263155039,0.0,-2.1233420230970523,-3.2130505835947787,0.6375389185464542,0.36141513137799564,2.1395941656177087,3.0367095826822066,1.9338040726513128,1.0663456599946386,-6.397981924699536,-4.615300138510747,-5.194666352625887,-5.302359099790266,0.0,0.0,0.0,0.0,-0.003227677722317246,-0.4165895504532058,0.0,0.0,0.0,0.0,0.0,0.0,-0.4167650267533629,-0.5866371272644777,0.0,0.0,0.0,0.0,-0.8301268994564959,0.0,-0.246717449942091
0.3012048192771084,1.0531610294961524,-3.1833342473142068,0.0,-1.5011756011595878,1.6944350855752077,0.19753414504108946,0.060805582347001064,0.0,-2.8212818961037556,-2.0004778189530725,-0.9442777879620223,0.14055838803983534,0.5292015732294431,0.06572912614188908,-6.955524329832485,0.0,-2.748081308845407,-3.2768878015509983,0.6483227261711022,0.35723183139380055,2.040045142703839,2.8956123362400277,1.8376385514384808,1.0117203778081674,-5.643658911869132,-4.360458490504371,-5.284813750949802,-4.774838577303875,0.0,0.0,0.0,0.0,-0.004444461118580101,-0.42532180487275806,0.0,0.0,0.0,0.0,0.0,0.0,-0.42274247740586857,-0.5791216562134327,0.0,0.0,0.0,0.0,-0.8436198212224966,0.0,-0.2689426260721328
0.40160642570281124,0.6865594981420031,-4.053847242779796,0.0,-1.9112332552140288,2.6256904881449827,0.24739091486480902,0.07077099439811718,0.0,-2.224044541865311,-1.666654538823309,-0.7865697717601705,0.11441274039292182,0.3882050902959122,0.049247875777425065,-6.63852428006706,0.0,-3.355222250700507,-3.1271367069152234,0.6469293740707371,0.34485198074918344,1.7157613565466079,2.8804320229558478,1.8218865053265532,1.0011688033051414,-5.256963328592601,-4.220500202933852,-5.903860350542356,-4.69139661568585,0.0,0.0,0.0,0.0,-0.005563199241553907,-0.4343805159873204,0.0,0.0,0.0,0.0,0.0,0.0,-0.4271930975907612,-0.5711816832218441,0.0,0.0,0.0,0.0,-0.8560104143434666,0.0,-0.29039193036317634
0.5020080321285141,-0.02441120461327273,-5.0834540044064624,0.0,-2.396129950454906,3.98078967833726,0.31726630833617264,0.08372636450815207,0.0,-1.3592652555738383,-1.4797390019971601,-0.6982484513917697,0.10223837176859263,0.322572210165184,0.03895305578094366,-5.86631056709308,0.0,-3.84791675411833,-2.7630823753455047,0.6138662733690126,0.3179264700392537,1.2484489992914405,2.95466912425546,1.862725556578404,1.0214098378202863,-5.1395159180733785,-4.11881871942299,-6.957760908643529,-4.921701282079027,0.0,0.0,0.0,0.0,-0.006700326557473879,-0.443787958652464,0.0,0.0,0.0,0.0,0.0,0.0,-0.4301757343672108,-0.5629113678656816,0.0,0.0,0.0,0.0,-0.8672633665177121,0.0,-0.31105232515399317
0.6024096385542168,-0.9354806458361509,-6.126577685172663,0.0,-2.887229404002767,5.613080373834123,0.4033144946902212,0.09734913408721013,0.0,-0.36338840656013893,-1.4383909094639602,-0.6786427240723647,0.1019440472038724,0.3164781309794584,0.03357257402636371,-4.7968842604717565,0.0,-4.179774744095255,-2.259174507912576,0.542003026460236,0.27674201508176566,0.7879497578855421,3.0922859111104373,1.9432451117129546,1.0629988143051605,-5.248279097758157,-4.046775635924149,-8.325296778854963,-5.3954131051803245,0.0,0.0,0.0,0.0,-0.007964596947240832,-0.45356318366385207,0.0,0.0,0.0,0.0,0.0,0.0,-0.4317499250547363,-0.5544004132509994,0.0,0.0,0.0,0.0,-0.8773485117782864,0.0,-0.33091269546065005
0.7028112449799196,-1.866500676239724,-6.992605917854888,0.0,-3.294729274738728,7.132521301578265,0.4952352155029871,0.10849722986705501,0.0,0.546164161785434,-1.543576594431606,-0.7281767417932627,0.11304280023161084,0.36971161199161884,0.032120861859219474,-3.669984460330511,0.0,-4.318083195897771,-1.7283168389781167,0.4419655708076675,0.22727409287881528,0.44339402016646545,3.2637075582098163,2.0445541124569644,1.1154655832346094,-5.537640038744129,-4.021352948857526,-9.782934187185788,-6.032640606168371,0.0,0.0,0.0,0.0,-0.009456444627353733,-0.46372190373039635,0.0,0.0,0.0,0.0,0.0,0.0,-0.43197551122253763,-0.5457335408576292,0.0,0.0,0.0,0.0,-0.886240970339458,0.0,-0.3499638741022437
0.8032128514056225,-2.668269441175042,-7.5191949835407,0.0,-3.542204856987752,8.070170149920841,0.5777699232378808,0.11416260581320614,0.0,1.1845788920883393,-1.8059872195497206,-0.8518662768519647,0.13606737314653117,0.5020817976930658,0.03396368764008173,-2.6889517803496688,0.0,-4.226237945381683,-1.2662406030372608,0.3363852174587123,0.17812770547465107,0.23430398332635605,3.433592725254897,2.1444096662825984,1.1666095514062391,-5.929318787512017,-4.048203260165195,-11.020261688754474,-6.716525590810818,0.0,0.0,0.0,0.0,-0.011267513387591688,-0.47427639128516663,0.0,0.0,0.0,0.0,0.0,0.0,-0.4309123772389123,-0.5369901220700357,0.0,0.0,0.0,0.0,-0.8939212551919984,0.0,-0.3681986464540432
0.9036144578313253,-3.2710484690889885,-7.6252079187488775,0.0,-3.5915256134666507,8.138187834627608,0.6357971915615934,0.11270586230960333,0.0,1.4651657078701419,-2.245466700578902,-1.05904459646311,0.17172248689689695,0.7594648971931406,0.038744557340208985,-1.9495123662061076,0.0,-3.8691272550295253,-0.9179891717892019,0.24541353349505357,0.13641407825559781,0.1243405587381119,3.5684399513069565,2.2219927905409165,1.2051409362667798,-6.323334636348932,-4.103339434013975,-11.739664486865031,-7.311258264475207,0.0,0.0,0.0,0.0,-0.013480334751236889,-0.4852353842552115,0.0,0.0,0.0,0.0,0.0,0.0,-0.42862029769191734,-0.528243950463636,0.0,0.0,0.0,0.0,-0.9003753472028309,0.0,-0.3856117314834928
