time,R_norm
1.425702811244979884e+01,-4.196846304927839810e+01
1.435742971887550112e+01,-1.094588417539534042e+01
1.445783132530120518e+01,-2.380758611756501608e+00
1.455823293172690747e+01,-4.702448890735633213e-01
1.465863453815260975e+01,-9.621531457870949322e-02
1.475903614457831381e+01,-2.651876299775292670e-02
1.485943775100401609e+01,-1.432965114184554974e-02
1.495983935742971838e+01,-1.278936613042505263e-02
1.506024096385542244e+01,-1.286034674303491825e-02
1.516064257028112472e+01,-1.291471419252154806e-02
1.526104417670682700e+01,-1.288592168726131020e-02
1.536144578313252929e+01,-1.291518116348319700e-02
1.546184738955823335e+01,-1.306611568547202777e-02
1.556224899598393563e+01,-1.333175080314030758e-02
1.566265060240963791e+01,-1.367994254792194095e-02
1.576305220883534197e+01,-1.407648851012511908e-02
1.586345381526104426e+01,-1.449425600743358376e-02
1.596385542168674654e+01,-1.491476935055525282e-02
1.606425702811245060e+01,-1.532328179059396812e-02
1.616465863453815288e+01,-1.570347230321592763e-02
1.626506024096385516e+01,-1.604365827659437471e-02
1.636546184738955745e+01,-1.633427076764577823e-02
1.646586345381525973e+01,-1.656534011477906257e-02
1.656626506024096201e+01,-1.672892280522523742e-02
1.666666666666666785e+01,-1.682091870521687169e-02
1.676706827309237013e+01,-1.683877795893441026e-02
1.686746987951807242e+01,-1.677722974619852078e-02
1.696787148594377470e+01,-1.659358562575561150e-02
1.706827309236947698e+01,-1.624319543293385043e-02
1.716867469879517927e+01,-1.597539979102463592e-02
1.726907630522088510e+01,-1.583267247941134298e-02
1.736947791164658739e+01,-1.552699749823644934e-02
1.746987951807228967e+01,-1.501320927778754255e-02
1.757028112449799195e+01,-1.513752718249333253e-02
1.767068273092369424e+01,-1.540772655265815888e-02
1.777108433734939652e+01,-1.568541713317809019e-02
1.787148594377509880e+01,-1.598575327020128334e-02
1.797188755020080464e+01,-1.635666127344766879e-02
1.807228915662650692e+01,-1.684745661016977605e-02
1.817269076305220921e+01,-1.749178280640968641e-02
1.827309236947791149e+01,-1.829500533376936244e-02
1.837349397590361377e+01,-1.923330997110179325e-02
1.847389558232931606e+01,-2.028319404380560936e-02
1.857429718875501834e+01,-2.143878475531581229e-02
1.867469879518072418e+01,-2.273668483182659378e-02
1.877510040160642646e+01,-2.425222164958861296e-02
1.887550200803212874e+01,-2.616090133699221568e-02
1.897590361445783103e+01,-2.882326646172829465e-02
1.907630522088353331e+01,-3.296879852006851658e-02
1.917670682730923559e+01,-4.014881409303289878e-02
1.927710843373493788e+01,-5.377614703518671796e-02
1.937751004016064371e+01,-8.170294027486339761e-02
1.947791164658634600e+01,-1.426761263836158478e-01
1.957831325301204828e+01,-2.824159335019804651e-01
1.967871485943775056e+01,-6.132991388265589539e-01
1.977911646586345285e+01,-1.408926270810460180e+00
1.987951807228915513e+01,-3.316604701685569978e+00
1.997991967871486096e+01,-7.771997149902124313e+00
2.008032128514056325e+01,-1.760764694016260989e+01
2.018072289156626553e+01,-3.734486604789496056e+01
2.028112449799196781e+01,-7.111353722650952136e+01
2.038152610441767010e+01,-1.156545062924570431e+02
2.048192771084337238e+01,-1.523200875221098158e+02
2.058232931726907466e+01,-1.553861307513801080e+02
2.068273092369478050e+01,-1.203482306777024320e+02
2.078313253012048278e+01,-7.158840372072182845e+01
2.088353413654618507e+01,-3.377921064918236738e+01
2.098393574297188735e+01,-1.314959988255288614e+01
2.108433734939758963e+01,-4.324701628164117295e+00
2.118473895582329192e+01,-1.203982044127706486e+00
2.128514056224899420e+01,-2.764940628606863404e-01
2.138554216867470004e+01,-5.082560937888144781e-02
2.148594377510040232e+01,-1.204419766413169016e-02
2.158634538152610460e+01,-1.203948174527285156e-02
2.168674698795180689e+01,-1.629169553465724396e-02
2.178714859437750917e+01,-1.927839894931487191e-02
2.188755020080321145e+01,-2.117611187236319997e-02
2.198795180722891729e+01,-2.267938635154939653e-02
2.208835341365461957e+01,-2.418983836727488582e-02
2.218875502008032186e+01,-2.585034116376012242e-02
2.228915662650602414e+01,-2.764828049099834692e-02
2.238955823293172642e+01,-2.950529654023781312e-02
2.248995983935742871e+01,-3.132989501767002166e-02
2.259036144578313099e+01,-3.303049933556058415e-02
2.269076305220883683e+01,-3.453069654098561703e-02
2.279116465863453911e+01,-3.577514395717391882e-02
2.289156626506024139e+01,-3.672382393916617804e-02
2.299196787148594368e+01,-3.735582886072609521e-02
2.309236947791164596e+01,-3.766066318316186462e-02
2.319277108433734824e+01,-3.774263122437287316e-02
2.329317269076305053e+01,-3.758921389332930962e-02
2.339357429718875636e+01,-3.707048971944520988e-02
2.349397590361445864e+01,-3.602116207001104103e-02
2.359437751004016093e+01,-3.438792122242087523e-02
2.369477911646586321e+01,-3.288830568779036595e-02
2.379518072289156549e+01,-3.163259969308857000e-02
2.389558232931726778e+01,-3.027355251869907546e-02
2.399598393574297006e+01,-2.881366392338650592e-02
2.409638554216867590e+01,-2.726935776235104789e-02
2.419678714859437818e+01,-2.568098618162716062e-02
2.429718875502008046e+01,-2.407100438235898476e-02
2.439759036144578275e+01,-2.227475964979245410e-02
2.449799196787148503e+01,-2.027458192748520655e-02
2.459839357429718731e+01,-1.812665928062559551e-02
2.469879518072289315e+01,-1.593158307016476205e-02
2.479919678714859543e+01,-1.528405016052203011e-02
2.489959839357429772e+01,-1.522322653892257266e-02
2.500000000000000000e+01,-1.496484609339188490e-02
