time,A_1_1,A_1_2,A_1_3,A_1_4,A_1_5,A_1_6,A_1_7,A_1_8,A_1_9,A_1_10,A_2_1,A_2_2,A_2_3,A_2_4,A_2_5,A_2_6,A_2_7,A_2_8,A_2_9,A_2_10,A_3_1,A_3_2,A_3_3,A_3_4,A_3_5,A_3_6,A_3_7,A_3_8,A_3_9,A_3_10,A_4_1,A_4_2,A_4_3,A_4_4,A_4_5,A_4_6,A_4_7,A_4_8,A_4_9,A_4_10,A_5_1,A_5_2,A_5_3,A_5_4,A_5_5,A_5_6,A_5_7,A_5_8,A_5_9,A_5_10,A_6_1,A_6_2,A_6_3,A_6_4,A_6_5,A_6_6,A_6_7,A_6_8,A_6_9,A_6_10,A_7_1,A_7_2,A_7_3,A_7_4,A_7_5,A_7_6,A_7_7,A_7_8,A_7_9,A_7_10,A_8_1,A_8_2,A_8_3,A_8_4,A_8_5,A_8_6,A_8_7,A_8_8,A_8_9,A_8_10,A_9_1,A_9_2,A_9_3,A_9_4,A_9_5,A_9_6,A_9_7,A_9_8,A_9_9,A_9_10,A_10_1,A_10_2,A_10_3,A_10_4,A_10_5,A_10_6,A_10_7,A_10_8,A_10_9,A_10_10
0.0,5.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.5,0.5,0.0,0.0,0.0,0.05,0.0,0.0,0.2,0.1,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.5,1.1,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,13.999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,13.0,13.0,0.0,8.450000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.10077519379844961,6.1246167509701595,1.0847703336887111,2.1695406673774222,1.084770333688711,0.0,0.0,0.0,0.0,0.0,0.0,0.29675368050188405,1.771164430030466,1.084770333688711,1.084770333688711,0.0,0.0,0.0,0.2778092164960415,0.0,0.0,0.5935073610037682,0.29675368050188417,1.6754722230774448,0.29675368050188417,0.0,0.0,0.0,0.0,0.0,0.0,0.29675368050188417,1.3815240141905953,1.0847703336887111,2.067918110532351,0.0,0.0,0.0,0.0,0.27780921649604184,0.0,0.0,0.0,0.0,0.0,27.697781885490425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.39440303504272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.53391113513702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.512209311942307,18.512209311942307,18.512209311942307,18.512209311942307,0.0,17.135094680458174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.81550590800524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7647082070391813
0.20155038759689922,6.573588725185949,1.7300269687416767,3.4600539374833525,1.7300269687416758,0.0,0.0,0.0,0.0,0.0,0.0,0.606413269824627,2.6317846173023827,1.7300269687416758,1.7300269687416758,0.0,0.0,0.0,0.9114252096238578,0.0,0.0,1.2128265396492541,0.6064132698246272,2.3041903423168772,0.6064132698246272,0.0,0.0,0.0,0.0,0.0,0.0,0.6064132698246272,2.336440238566304,1.7300269687416767,3.2381978871270105,0.0,0.0,0.0,0.0,0.9114252096238586,0.0,0.0,0.0,0.0,0.0,31.020080042298346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.07506692731577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.04894083035174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.220808661389345,19.220808661389345,19.220808661389345,19.220808661389345,0.0,18.471974279886986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.894831190573186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4166682681003526
0.3023255813953488,6.516703341625505,2.1585124470723698,4.3170248941447396,2.1585124470723698,0.0,0.0,0.0,0.0,0.0,0.0,0.8918238267584391,3.3122766741349885,2.1585124470723698,2.1585124470723698,0.0,0.0,0.0,1.8169786444947809,0.0,0.0,1.7836476535168784,0.8918238267584393,2.6924798695789556,0.8918238267584393,0.0,0.0,0.0,0.0,0.0,0.0,0.8918238267584393,3.0503362738308093,2.1585124470723698,4.2041005008934285,0.0,0.0,0.0,0.0,1.8169786444947822,0.0,0.0,0.0,0.0,0.0,30.823205097992464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.808033644987916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.81558932434397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.611615624012995,18.611615624012995,18.611615624012995,18.611615624012995,0.0,17.319611806800232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.082511059887747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0244488020766873
0.40310077519379844,6.269781408622273,2.3430323240245734,4.686064648049145,2.343032324024572,0.0,0.0,0.0,0.0,0.0,0.0,1.0763009493188391,3.737023942816265,2.343032324024572,2.343032324024572,0.0,0.0,0.0,2.609441982792662,0.0,0.0,2.1526018986376787,1.0763009493188396,2.880101829124825,1.0763009493188396,0.0,0.0,0.0,0.0,0.0,0.0,1.0763009493188396,3.4193332733434127,2.3430323240245734,4.813324892135106,0.0,0.0,0.0,0.0,2.609441982792666,0.0,0.0,0.0,0.0,0.0,30.063730706676978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.03454904529118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.04833279281275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.808143456636344,17.808143456636344,17.808143456636344,17.808143456636344,0.0,15.856498668606992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.285859157839148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1612443939570896
0.5038759689922481,6.016581240460126,2.3936192305182646,4.787238461036528,2.3936192305182638,0.0,0.0,0.0,0.0,0.0,0.0,1.1831233934535639,3.9783709965083234,2.3936192305182638,2.3936192305182638,0.0,0.0,0.0,3.148370573977895,0.0,0.0,2.366246786907128,1.1831233934535643,2.973889047783502,1.1831233934535643,0.0,0.0,0.0,0.0,0.0,0.0,1.1831233934535643,3.576742623971829,2.3936192305182646,5.161494389961889,0.0,0.0,0.0,0.0,3.148370573977898,0.0,0.0,0.0,0.0,0.0,29.366140349011186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.339980200886885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.35220085650245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.162365990601156,17.162365990601156,17.162365990601156,17.162365990601156,0.0,14.72734031976716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.615972267543477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9157391842098104
0.6046511627906976,5.81041314427214,2.3907548340867777,4.781509668173555,2.3907548340867772,0.0,0.0,0.0,0.0,0.0,0.0,1.2491229567645021,4.114603858150026,2.3907548340867772,2.3907548340867772,0.0,0.0,0.0,3.483004946749297,0.0,0.0,2.4982459135290043,1.2491229567645021,3.0358279917768853,1.2491229567645021,0.0,0.0,0.0,0.0,0.0,0.0,1.2491229567645021,3.63987779085128,2.3907548340867777,5.363726814914529,0.0,0.0,0.0,0.0,3.4830049467493,0.0,0.0,0.0,0.0,0.0,28.86386361541823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.84475939902803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.85363014695632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.72392917729856,16.72392917729856,16.72392917729856,16.72392917729856,0.0,13.984490356364908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.111681426079158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5320938978736742
0.7054263565891473,5.651856614276512,2.3699876168149685,4.739975233629938,2.369987616814969,0.0,0.0,0.0,0.0,0.0,0.0,1.295627016882984,4.193290415097249,2.369987616814969,2.369987616814969,0.0,0.0,0.0,3.6866747849181665,0.0,0.0,2.591254033765968,1.2956270168829838,3.089762188228826,1.2956270168829838,0.0,0.0,0.0,0.0,0.0,0.0,1.2956270168829838,3.6656146336979525,2.3699876168149685,5.488917431980232,0.0,0.0,0.0,0.0,3.6866747849181642,0.0,0.0,0.0,0.0,0.0,28.535241598584513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.522505246361796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.528397428548953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.445037002301582,16.445037002301582,16.445037002301582,16.445037002301582,0.0,13.521962100353413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.752277260561877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.153955174765829
0.8062015503875969,5.529386110787677,2.34435837622296,4.68871675244592,2.3443583762229596,0.0,0.0,0.0,0.0,0.0,0.0,1.3325141223213564,4.23981673417449,2.3443583762229596,2.3443583762229596,0.0,0.0,0.0,3.810757019404917,0.0,0.0,2.6650282446427127,1.3325141223213566,3.1428578305774395,1.3325141223213566,0.0,0.0,0.0,0.0,0.0,0.0,1.3325141223213566,3.6768724985443164,2.34435837622296,5.572330856495848,0.0,0.0,0.0,0.0,3.810757019404919,0.0,0.0,0.0,0.0,0.0,28.32827105657081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.320124853011805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.32388547617572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.271602767935235,16.271602767935235,16.271602767935235,16.271602767935235,0.0,13.23825283187388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5027958545276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8298352206764925
0.9069767441860465,5.431999599192569,2.3182324362904936,4.636464872580987,2.3182324362904936,0.0,0.0,0.0,0.0,0.0,0.0,1.3641702246232645,4.267733076849055,2.3182324362904936,2.3182324362904936,0.0,0.0,0.0,3.8865275534411277,0.0,0.0,2.728340449246529,1.3641702246232645,3.196475037352749,1.3641702246232645,0.0,0.0,0.0,0.0,0.0,0.0,1.3641702246232645,3.682402660913758,2.3182324362904936,5.631903301472319,0.0,0.0,0.0,0.0,3.8865275534411277,0.0,0.0,0.0,0.0,0.0,28.19974947245327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.19463747461327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.19699426646676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.164536855033102,16.164536855033102,16.164536855033102,16.164536855033102,0.0,13.064612586886174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3322179830807706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5654450215362294
