time,->1,1->1,"2,3->1","3,4->1",->2,2->2,"3,4->2","1,4->2",->3,3->3,"1,4->3","1,2->3",->4,4->4,"1,2->4","3,4->4",->5,8->5,5->5,->6,8->6,6->6,->7,8->7,7->7,->8,2->8,8->8,->9,4->9,9->9,8->10,10->10,->10
0.0,8.0,-5.0,-0.09999999999999999,-0.09999999999999999,8.0,-0.9999999999999999,-0.09999999999999999,-0.49999999999999994,8.0,-1.0,-0.49999999999999994,-0.49999999999999994,8.0,-0.9999999999999999,-0.49999999999999994,-0.09999999999999999,12.0,13.0,-14.0,16.0,13.0,-12.0,14.0,13.0,-13.0,20.0,-0.04999999999999999,-13.0,10.0,-0.04999999999999999,-13.000000000000002,8.450000000000001,-2.0,-13.0
0.10101010101010101,8.0,-6.1264590552320355,-0.297381577798105,-0.297381577798105,8.0,-1.7731814716072376,-0.297381577798105,-1.0863323683297827,8.0,-1.677107405868357,-1.0863323683297827,-1.0863323683297827,8.0,-1.7731814716072376,-1.0863323683297827,-0.297381577798105,12.0,18.517458356060512,-27.71605732511391,16.0,18.517458356060512,-31.417339247558303,14.0,18.517458356060512,-29.554527607863285,20.0,-0.2787594237975536,-18.517458356060512,10.0,-0.2787594237975536,-10.812730863327024,17.144813198421765,-1.765692919984468,-13.0
0.20202020202020202,8.0,-6.574242738895771,-0.6079136328057974,-0.6079136328057975,8.0,-2.635531046977043,-0.6079136328057975,-1.73266208487232,8.0,-2.3066077461051915,-1.73266208487232,-1.7326620848723195,8.0,-2.635531046977044,-1.7326620848723195,-0.6079136328057975,12.0,19.219602432633714,-31.022975597515583,16.0,19.219602432633714,-35.077439118316335,14.0,19.219602432633714,-33.05157960613068,20.0,-0.9153230820193701,-19.219602432633714,10.0,-0.915323082019371,-9.891083482307343,18.469655883424988,-2.4201364239147565,-13.0
0.30303030303030304,8.0,-6.51531973690733,-0.8934727196923039,-0.8934727196923042,8.0,-3.3160921628983955,-0.8934727196923042,-2.1605400718335646,8.0,-2.694354305615479,-2.1605400718335646,-2.1605400718335632,8.0,-3.3160921628983973,-2.1605400718335632,-0.8934727196923042,12.0,18.605990673477695,-30.818598248715496,16.0,18.605990673477695,-34.80320604595792,14.0,18.605990673477695,-32.81086218572698,20.0,-1.8232649405188497,-18.605990673477695,10.0,-1.8232649405188526,-9.076753878799922,17.30914444707695,-3.0271964607745825,-13.0
0.40404040404040403,8.0,-6.2672932608815834,-1.077589521151685,-1.0775895211516855,8.0,-3.7399784133359804,-1.0775895211516855,-2.3439541505743198,8.0,-2.8812720343765257,-2.3439541505743198,-2.343954150574319,8.0,-3.7399784133359817,-2.343954150574319,-1.0775895211516855,12.0,17.801163910378445,-30.056514873845696,16.0,17.801163910378445,-34.027313478466375,14.0,17.801163910378445,-32.04110438908622,20.0,-2.6156359084181706,-17.801163910378445,10.0,-2.6156359084181733,-8.27889459469632,15.844071828208001,-3.160322212083312,-13.0
0.5050505050505051,8.0,-6.013879368321569,-1.1840709003924237,-1.1840709003924241,8.0,-3.9804429099305554,-1.1840709003924241,-2.393790349281325,8.0,-2.9747214749352637,-2.393790349281325,-2.393790349281324,8.0,-3.980442909930557,-2.393790349281324,-1.1840709003924241,12.0,17.156116741539698,-29.35912587648201,16.0,17.156116741539698,-33.33303926381156,14.0,17.156116741539698,-31.345224480800994,20.0,-3.1532920976869563,-17.156116741539698,10.0,-3.1532920976869603,-7.609146614888059,14.716617082466938,-2.9116608015342025,-13.0
0.6060606060606061,8.0,-5.80789011900207,-1.2498749885501106,-1.249874988550111,8.0,-4.1160222567748805,-1.249874988550111,-2.390540499471544,8.0,-3.0366089165160473,-2.390540499471544,-2.390540499471543,8.0,-4.116022256774881,-2.390540499471543,-1.249874988550111,12.0,16.719067000554265,-28.8581879197147,16.0,16.719067000554265,-32.839182842830304,14.0,16.719067000554265,-30.848006980028973,20.0,-3.4866082044316897,-16.719067000554265,10.0,-3.486608204431692,-7.1057348153202105,13.976360068451129,-2.526572103186173,-13.0
0.7070707070707071,8.0,-5.6496020080715645,-1.296289132549986,-1.2962891325499868,8.0,-4.194259152825152,-1.2962891325499868,-2.3695894932173536,8.0,-3.0906271770947593,-2.3695894932173536,-2.3695894932173522,8.0,-4.194259152825155,-2.3695894932173522,-1.2962891325499868,12.0,16.4414891544434,-28.531025009454627,16.0,16.4414891544434,-32.518378065917055,14.0,16.4414891544434,-30.524228628863703,20.0,-3.6892304720307636,-16.4414891544434,10.0,-3.6892304720307707,-6.747418070776767,13.516128280783997,-2.1481825056363992,-13.0
0.8080808080808081,8.0,-5.5273702277462,-1.3331436285978786,-1.3331436285978802,8.0,-4.240477385933279,-1.3331436285978802,-2.3438688454438665,8.0,-3.143852701632718,-2.3438688454438665,-2.3438688454438643,8.0,-4.240477385933284,-2.3438688454438643,-1.3331436285978802,12.0,16.269095631809414,-28.32526765580722,16.0,16.269095631809414,-32.31719092747517,14.0,16.269095631809414,-30.320919349770772,20.0,-3.81253868295126,-16.269095631809414,10.0,-3.8125386829512715,-6.498977679642304,13.234173633848009,-1.824372731436622,-13.0
0.9090909090909091,8.0,-5.430161921950256,-1.3647951609487103,-1.364795160948712,8.0,-4.268180609555238,-1.364795160948712,-2.3176911822013313,8.0,-3.1976040514624042,-2.3176911822013313,-2.317691182201329,8.0,-4.268180609555243,-2.317691182201329,-1.364795160948712,12.0,16.162800637592195,-28.197660721433145,16.0,16.162800637592195,-32.19259896869468,14.0,16.162800637592195,-30.194932577662424,20.0,-3.8877503552641386,-16.162800637592195,10.0,-3.8877503552641515,-6.329301580842263,13.061806222527535,-1.5604892687317005,-13.0
1.0101010101010102,8.0,-5.349936024553271,-1.3932314341011054,-1.3932314341011067,8.0,-4.284857771711933,-1.3932314341011067,-2.2923714952968752,8.0,-3.2515231737656163,-2.2923714952968752,-2.2923714952968726,8.0,-4.284857771711938,-2.2923714952968726,-1.3932314341011067,12.0,16.097554401919812,-28.119027511455368,16.0,16.097554401919812,-32.11588785447749,14.0,16.097554401919812,-30.117334470401776,20.0,-3.933500746412189,-16.097554401919812,10.0,-3.933500746412201,-6.214780291187444,12.956562886138395,-1.348463743601326,-13.0
1.1111111111111112,8.0,-5.281317782643634,-1.419414937331258,-1.419414937331259,8.0,-4.294838067333622,-1.419414937331259,-2.2682404658583892,8.0,-3.304932374813558,-2.2682404658583892,-2.2682404658583875,8.0,-4.294838067333625,-2.2682404658583875,-1.419414937331259,12.0,16.057801304648187,-28.070899562880538,16.0,16.057801304648187,-32.068972625385896,14.0,16.057801304648187,-30.069859830231035,20.0,-3.9610505592516834,-16.057801304648187,10.0,-3.961050559251693,-6.138397288016638,12.89264913697805,-1.177968377937146,-13.0
1.2121212121212122,8.0,-5.220834899954511,-1.4438464292655184,-1.4438464292655193,8.0,-4.3007055926811,-1.4438464292655193,-2.2453273852699054,8.0,-3.357231501088199,-2.2453273852699054,-2.245327385269904,8.0,-4.300705592681103,-2.245327385269904,-1.4438464292655193,12.0,16.033913493400608,-28.041776696189537,16.0,16.033913493400608,-32.04061081625795,14.0,16.033913493400608,-30.041147265635466,20.0,-3.9773072824389617,-16.033913493400608,10.0,-3.9773072824389697,-6.088135126402787,12.854319095692706,-1.039845949537493,-13.0
1.3131313131313131,8.0,-5.166271375329695,-1.4668070435063365,-1.4668070435063372,8.0,-4.304036362564346,-1.4668070435063372,-2.223581985829433,8.0,-3.407980137585112,-2.223581985829433,-2.223581985829432,8.0,-4.304036362564347,-2.223581985829432,-1.4668070435063372,12.0,16.019904862282576,-28.024500404524343,16.0,16.019904862282576,-32.0238110829544,14.0,16.019904862282576,-30.024127965021403,20.0,-3.9865553633439528,-16.019904862282576,10.0,-3.9865553633439577,-6.055598592000498,12.831867589829248,-0.9267968886272644,-13.0
1.4141414141414141,8.0,-5.116213989940992,-1.4884676364650224,-1.4884676364650231,8.0,-4.305804499919421,-1.4884676364650231,-2.202941722043863,8.0,-3.456886248534688,-2.202941722043863,-2.202941722043862,8.0,-4.3058044999194225,-2.202941722043862,-1.4884676364650231,12.0,16.012034886772152,-28.014598824554064,16.0,16.012034886772152,-32.01420793203251,14.0,16.012034886772152,-30.01438707102347,20.0,-3.9914705217862956,-16.012034886772152,10.0,-3.9914705217863005,-6.034974368720716,12.819263060760427,-0.8332259006766924,-13.0
1.5151515151515151,8.0,-5.069754039480474,-1.5089412267699327,-1.5089412267699331,8.0,-4.306617120064551,-1.5089412267699331,-2.1833489540943027,8.0,-3.503773808309468,-2.1833489540943027,-2.1833489540943023,8.0,-4.306617120064552,-2.1833489540943023,-1.5089412267699331,12.0,16.00795628221723,-28.009264315802778,16.0,16.00795628221723,-32.00905401607647,14.0,16.00795628221723,-30.00915094828286,20.0,-3.9937308391352633,-16.00795628221723,10.0,-3.9937308391352655,-6.022270419505508,12.812733216668903,-0.7548993826805167,-13.0
1.6161616161616161,8.0,-5.026298540434476,-1.528309299705166,-1.5283092997051664,8.0,-4.306853653289226,-1.5283092997051664,-2.1647532231392534,8.0,-3.548551733439949,-2.1647532231392534,-2.164753223139253,8.0,-4.3068536532892265,-2.164753223139253,-1.5283092997051664,12.0,16.00619541522647,-28.00673762227951,16.0,16.00619541522647,-32.00664273092328,14.0,16.00619541522647,-30.006685932762288,20.0,-3.9943889207977494,-16.00619541522647,10.0,-3.994388920797752,-6.014771195852617,12.809914583520843,-0.688618601999228,-13.0
