time, Rtensor_laplacian
0.000000000000000000e+00,-9.958825113115017391e-01
1.005025125628140753e-01,-1.012514666566142418e+00
2.010050251256281506e-01,-1.030620248120004412e+00
3.015075376884422398e-01,-1.050060317566261725e+00
4.020100502512563012e-01,-1.070630505012510669e+00
5.025125628140704181e-01,-1.092052085886810353e+00
6.030150753768844796e-01,-1.113966188458000994e+00
7.035175879396985410e-01,-1.135931585294606583e+00
8.040201005025126024e-01,-1.157429892824922701e+00
9.045226130653266639e-01,-1.177879882656390764e+00
1.005025125628140836e+00,-1.196662341159855147e+00
1.105527638190954898e+00,-1.213155945449316153e+00
1.206030150753768959e+00,-1.226782390244086862e+00
1.306532663316583021e+00,-1.237054578269480842e+00
1.407035175879397082e+00,-1.243622361683869748e+00
1.507537688442211143e+00,-1.246307239911205622e+00
1.608040201005025205e+00,-1.245119686331684683e+00
1.708542713567839266e+00,-1.240256589675813981e+00
1.809045226130653328e+00,-1.232079424457598771e+00
1.909547738693467389e+00,-1.221078166233823703e+00
2.010050251256281673e+00,-1.207827827009936961e+00
2.110552763819095734e+00,-1.192944676389876779e+00
2.211055276381909795e+00,-1.177047416479776842e+00
2.311557788944723857e+00,-1.160727214640589589e+00
2.412060301507537918e+00,-1.144526804022865107e+00
2.512562814070351980e+00,-1.128929037685167502e+00
2.613065326633166041e+00,-1.114352609578987297e+00
2.713567839195980103e+00,-1.101152960592461261e+00
2.814070351758794164e+00,-1.089627437355957351e+00
2.914572864321608225e+00,-1.080021252960784883e+00
3.015075376884422287e+00,-1.072535033827341167e+00
3.115577889447236348e+00,-1.067331057418485329e+00
3.216080402010050410e+00,-1.064539005358294155e+00
3.316582914572864471e+00,-1.064259623295291890e+00
3.417085427135678533e+00,-1.066566295903044637e+00
3.517587939698492594e+00,-1.071504644411029661e+00
3.618090452261306655e+00,-1.079088584596228362e+00
3.718592964824120717e+00,-1.089294149879483031e+00
3.819095477386934778e+00,-1.102049556217704618e+00
3.919597989949748840e+00,-1.117222767577705778e+00
4.020100502512563345e+00,-1.134605883900255074e+00
4.120603015075377407e+00,-1.153898206013907357e+00
4.221105527638191468e+00,-1.174689216321941343e+00
4.321608040201005529e+00,-1.196445887134840902e+00
4.422110552763819591e+00,-1.218506599574767923e+00
4.522613065326633652e+00,-1.240089271905615798e+00
4.623115577889447714e+00,-1.260318351553187943e+00
4.723618090452261775e+00,-1.278273384677203861e+00
4.824120603015075837e+00,-1.293060151218589970e+00
4.924623115577889898e+00,-1.303895141428172977e+00
5.025125628140703959e+00,-1.310190891914273514e+00
5.125628140703518021e+00,-1.311624720903852293e+00
5.226130653266332082e+00,-1.308175026699613719e+00
5.326633165829146144e+00,-1.300117850549916687e+00
5.427135678391960205e+00,-1.287985484322542007e+00
5.527638190954774267e+00,-1.272499110943822398e+00
5.628140703517588328e+00,-1.254486570339939044e+00
5.728643216080402389e+00,-1.234812953394489599e+00
5.829145728643216451e+00,-1.214312956430879886e+00
5.929648241206030512e+00,-1.193751064793584504e+00
6.030150753768844574e+00,-1.173796627961743777e+00
6.130653266331658635e+00,-1.155014575636712948e+00
6.231155778894472697e+00,-1.137867717772469645e+00
6.331658291457286758e+00,-1.122724717804752137e+00
6.432160804020100819e+00,-1.109872437631714615e+00
6.532663316582914881e+00,-1.099527329184352364e+00
6.633165829145728942e+00,-1.091847411122153222e+00
6.733668341708543004e+00,-1.086940929491594821e+00
6.834170854271357065e+00,-1.084872288101350835e+00
6.934673366834171127e+00,-1.085665328750793357e+00
7.035175879396985188e+00,-1.089302844424457906e+00
7.135678391959799249e+00,-1.095723049268001237e+00
7.236180904522613311e+00,-1.104812891773968131e+00
7.336683417085427372e+00,-1.116398624241627502e+00
7.437185929648241434e+00,-1.130234648280226128e+00
7.537688442211055495e+00,-1.145991559322194098e+00
7.638190954773869557e+00,-1.163245733742921395e+00
7.738693467336683618e+00,-1.181473104814771080e+00
7.839195979899497679e+00,-1.200050504507382820e+00
7.939698492462311741e+00,-1.218268449548446597e+00
8.040201005025126690e+00,-1.235358351580914338e+00
8.140703517587940752e+00,-1.250535393629466752e+00
8.241206030150754813e+00,-1.263054610184646709e+00
8.341708542713568875e+00,-1.272274089646741935e+00
8.442211055276382936e+00,-1.277714912401463287e+00
8.542713567839196998e+00,-1.279106590525694420e+00
