time,A_1_1,A_1_2,A_1_3,A_1_4,A_1_5,A_2_1,A_2_2,A_2_3,A_2_4,A_2_5,A_3_1,A_3_2,A_3_3,A_3_4,A_3_5,A_4_1,A_4_2,A_4_3,A_4_4,A_4_5,A_5_1,A_5_2,A_5_3,A_5_4,A_5_5
0.0,0.0,1.2999999999999998,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.19999999999999998,0.0,0.2,0.0,0.4,0.0,0.5999999999999999,0.6,0.3,0.0,0.7999999999999999,0.3999999999999999,0.0,0.8,0.4
0.10050251256281408,0.0,1.3689663713334443,0.0,0.0,0.0,1.4945615745165428,0.0,0.0,0.0,0.0,0.20071138004920575,0.0,0.20408336051911075,0.0,0.4081667210382215,0.0,0.6244351628841961,0.5936234307071235,0.29681171535356177,0.0,0.8021114766740979,0.42895985601440445,0.0,0.8155870665154344,0.4077935332577172
0.20100502512562815,0.0,1.4404413392491664,0.0,0.0,0.0,1.4985935246077138,0.0,0.0,0.0,0.0,0.20290578400183673,0.0,0.20830339856010946,0.0,0.4166067971202189,0.0,0.6491474778625387,0.5866224989243011,0.29331124946215054,0.0,0.8086438771729796,0.4593184534950668,0.0,0.8301550824121928,0.4150775412060964
0.30150753768844224,0.0,1.5130622565524776,0.0,0.0,0.0,1.5124623916223219,0.0,0.0,0.0,0.0,0.2066793324021079,0.0,0.21267431032876802,0.0,0.42534862065753604,0.0,0.6735284083010147,0.5790982943287488,0.2895491471643744,0.0,0.8198773283338473,0.49061463286244716,0.0,0.8436588377320282,0.4218294188660141
0.4020100502512563,0.0,1.5851308046698391,0.0,0.0,0.0,1.5365009166272008,0.0,0.0,0.0,0.0,0.21213283960199777,0.0,0.21720881463336658,0.0,0.43441762926673316,0.0,0.6968605690300708,0.5711490262394336,0.2855745131197168,0.0,0.8360526282252468,0.5222393731072617,0.0,0.8560579337392058,0.4280289668696029
0.5025125628140704,0.0,1.6546080864427326,0.0,0.0,0.0,1.5709563327393306,0.0,0.0,0.0,0.0,0.219365668127838,0.0,0.2219180766027425,0.0,0.443836153205485,0.0,0.7183246961982066,0.5628691204033555,0.28143456020167773,0.0,0.8573414545290566,0.5534281206126882,0.0,0.8673169699007313,0.43365848495036563
0.6030150753768845,0.0,1.7191464542823969,0.0,0.0,0.0,1.615914858609736,0.0,0.0,0.0,0.0,0.2284654898378228,0.0,0.2268116430153608,0.0,0.4536232860307216,0.0,0.7370212192987583,0.5543485297122692,0.2771742648561346,0.0,0.8838035091491998,0.5832671990393722,0.0,0.8774057130254843,0.43870285651274216
0.7035175879396985,0.0,1.77617083277415,0.0,0.0,0.0,1.6712000786507057,0.0,0.0,0.0,0.0,0.23949310112057876,0.0,0.23189738454461445,0.0,0.4637947690892289,0.0,0.7520101183825174,0.5456722026172833,0.27283610130864167,0.0,0.9153296548818352,0.6107201278404686,0.0,0.8862992377235672,0.4431496188617836
0.8040201005025126,0.0,1.8230209417790986,0.0,0.0,0.0,1.7362491500941277,0.0,0.0,0.0,0.0,0.252462182167954,0.0,0.2371814444666792,0.0,0.4743628889333584,0.0,0.76237185610118,0.5369197136269183,0.26845985681345913,0.0,0.95157378671456,0.634679334473597,0.0,0.8939780339038654,0.4469890169519327
0.9045226130653267,0.0,1.8571590635804387,0.0,0.0,0.0,1.8099780138321448,0.0,0.0,0.0,0.0,0.26731488490112504,0.0,0.24266819142412688,0.0,0.48533638284825376,0.0,0.7672892199371316,0.5281650369083607,0.26408251845418035,0.0,0.9918804257420354,0.654046284915246,0.0,0.9004280817091144,0.4502140408545572
1.0050251256281408,0.0,1.8764304717099152,0.0,0.0,0.0,1.8906587682855798,0.0,0.0,0.0,0.0,0.283896033131276,0.0,0.2483601751046649,0.0,0.4967203502093298,0.0,0.7661430539030363,0.5194764415500537,0.25973822077502684,0.0,1.0352217604154283,0.6678363309296992,0.0,0.9056408955529376,0.4528204477764688
1.105527638190955,0.0,1.8793483132038151,0.0,0.0,0.0,1.9758428010756313,0.0,0.0,0.0,0.0,0.3019307497628485,0.0,0.25425808467801486,0.0,0.5085161693560297,0.0,0.7586097871108752,0.5109164971223654,0.2554582485611827,0.0,1.0801634785875438,0.6752979552460837,0.0,0.9096135369468894,0.4548067684734447
1.206030150753769,0.0,1.8653522060955237,0.0,0.0,0.0,2.0623700558752214,0.0,0.0,0.0,0.0,0.3210122223343495,0.0,0.26036071005965244,0.0,0.5207214201193049,0.0,0.7447413048197005,0.5025421698983142,0.2512710849491571,0.0,1.124881902397496,0.6760265363634854,0.0,0.9123485975447423,0.45617429877237115
1.306532663316583,0.0,1.834979219982213,0.0,0.0,0.0,2.1464993141423623,0.0,0.0,0.0,0.0,0.3406066930139904,0.0,0.266664906821867,0.0,0.533329813643734,0.0,0.7250057054196758,0.4944049943002651,0.24720249715013254,0.0,1.1672508570631874,0.6700473120901402,0.0,0.9138541532526906,0.4569270766263453
1.407035175879397,0.0,1.7898925342422443,0.0,0.0,0.0,2.2241719484409193,0.0,0.0,0.0,0.0,0.36008051690363396,0.0,0.2731655659613334,0.0,0.5463311319226668,0.0,0.7002720623036737,0.4865513046891848,0.2432756523445924,0.0,1.2050030218462129,0.6578435623579769,0.0,0.9141436900787113,0.45707184503935566
1.5075376884422111,0.0,1.73274223429185,0.0,0.0,0.0,2.291385348166763,0.0,0.0,0.0,0.0,0.37874914836216733,0.0,0.27985559007272454,0.0,0.5597111801454491,0.0,0.6717346435128833,0.47902251377050326,0.23951125688525163,0.0,1.2359494338483683,0.640316731245771,0.0,0.9132360022601046,0.4566180011300523
1.6080402010050252,0.0,1.6668760519994403,0.0,0.0,0.0,2.3446131644434227,0.0,0.0,0.0,0.0,0.3959413475165246,0.0,0.28672587776035896,0.0,0.5734517555207179,0.0,0.6407881617487425,0.47185542491007076,0.23592771245503538,0.0,1.2582190565948743,0.6186824894094116,0.0,0.9111550629400221,0.45557753147001107
1.7085427135678393,0.0,1.5959609444828369,0.0,0.0,0.0,2.3811868683376547,0.0,0.0,0.0,0.0,0.41106663757930684,0.0,0.2937653182318412,0.0,0.5875306364636824,0.0,0.6088799762456261,0.4650825673847028,0.2325412836923514,0.0,1.2704688218488547,0.5943249165518905,0.0,0.907929867410016,0.453964933705008
1.8090452261306533,0.0,1.5235988636678248,0.0,0.0,0.0,2.399556916618495,0.0,0.0,0.0,0.0,0.42367218710501875,0.0,0.3009607981122168,0.0,0.6019215962244336,0.0,0.5773707176555498,0.45873254463890994,0.22936627231945497,0.0,1.272018661636012,0.5686416474720251,0.0,0.9035942487409818,0.4517971243704909
1.9095477386934674,0.0,1.453012770310985,0.0,0.0,0.0,2.3993859334624252,0.0,0.0,0.0,0.0,0.433478466500086,0.0,0.3082972224421162,0.0,0.6165944448842324,0.0,0.5474293621217422,0.4528303871396172,0.2264151935698086,0.0,1.2628870779585541,0.5429116147305422,0.0,0.8981866655020689,0.44909333275103447
2.0100502512562817,0.0,1.3868485442544358,0.0,0.0,0.0,2.3814724817506012,0.0,0.0,0.0,0.0,0.4403892308202437,0.0,0.3157575516863646,0.0,0.6315151033727292,0.0,0.5199758904028603,0.4473979026319331,0.22369895131596654,0.0,1.2437298092339366,0.5182059162491179,0.0,0.8917499612595086,0.4458749806297543
2.1105527638190957,0.0,1.327100854037629,0.0,0.0,0.0,2.3475447985159934,0.0,0.0,0.0,0.0,0.44447816186629086,0.0,0.32332285636532176,0.0,0.6466457127306435,0.0,0.4956706117743695,0.44245401770614473,0.22122700885307237,0.0,1.2157070004288781,0.4953474459011965,0.0,0.8843310956641004,0.4421655478320502
2.21105527638191,0.0,1.275140537939236,0.0,0.0,0.0,2.2999843046522375,0.0,0.0,0.0,0.0,0.4459590847248015,0.0,0.3309723905697287,0.0,0.6619447811394574,0.0,0.4749389383574205,0.4380151058003156,0.2190075529001578,0.0,1.180314817743832,0.47491217549473536,0.0,0.8759808471995101,0.43799042359975504
2.311557788944724,0.0,1.2318069472634152,0.0,0.0,0.0,2.2415389638478715,0.0,0.0,0.0,0.0,0.44514842811472016,0.0,0.3386836852723769,0.0,0.6773673705447538,0.0,0.4580166241820293,0.4340952975694626,0.2170476487847313,0.0,1.1392162349446118,0.4572584739138153,0.0,0.8667534880606811,0.43337674403034054
2.412060301507538,0.0,1.1975289596944383,0.0,0.0,0.0,2.1750700969382684,0.0,0.0,0.0,0.0,0.442427354338213,0.0,0.346432661872086,0.0,0.692865323744172,0.0,0.44500184356925254,0.4307067705322688,0.2153533852661344,0.0,1.0940953378210403,0.4425701751052076,0.0,0.8567064321557136,0.4283532160778568
2.512562814070352,0.0,1.1724467560583505,0.0,0.0,0.0,2.103356869387117,0.0,0.0,0.0,0.0,0.4382087434773862,0.0,0.3541937659373313,0.0,0.7083875318746626,0.0,0.4359043730013488,0.42786001556862063,0.21393000778431032,0.0,1.04654782062525,0.43090196997327096,0.0,0.8458998578605337,0.42294992893026684
2.613065326633166,0.0,1.1565175876719354,0.0,0.0,0.0,2.0289645342918794,0.0,0.0,0.0,0.0,0.4329115710192151,0.0,0.36194012059580843,0.0,0.7238802411916169,0.0,0.4306865658448727,0.4255640784985905,0.21278203924929526,0.0,0.998009880474083,0.4222199411895559,0.0,0.8343963078745357,0.41719815393726783
2.71356783919598,0.0,1.1495982962415519,0.0,0.0,0.0,1.9541706747920005,0.0,0.0,0.0,0.0,0.42694318915276613,0.0,0.369643698504767,0.0,0.739287397009534,0.0,0.4292943059587711,0.4238267755166677,0.21191338775833385,0.0,0.9497211046569815,0.41643387346292815,0.0,0.8222602692645977,0.41113013463229886
2.814070351758794,0.0,1.1515033871796012,0.0,0.0,0.0,1.8809382037803877,0.0,0.0,0.0,0.0,0.42068883954409614,0.0,0.37727551087328387,0.0,0.7545510217465677,0.0,0.4316781608552407,0.42265488168553667,0.21132744084276833,0.0,0.9027140519517453,0.41342051205697583,0.0,0.8095577374756775,0.40477886873783875
2.9145728643216082,0.0,1.162040894155343,0.0,0.0,0.0,1.8109216190585353,0.0,0.0,0.0,0.0,0.41450695232317264,0.0,0.38480581144548204,0.0,0.7696116228909641,0.0,0.4378059809071332,0.4220542920348684,0.2110271460174342,0.0,0.8578222910561579,0.4130384706320333,0.0,0.796355769030689,0.3981778845153445
3.0150753768844223,0.0,1.181029476684188,0.0,0.0,0.0,1.745495533027495,0.0,0.0,0.0,0.0,0.40872894516067093,0.0,0.39220431311723947,0.0,0.7844086262344789,0.0,0.4476684090230867,0.4220301551589538,0.2110150775794769,0.0,0.8157002310079543,0.41513612315128806,0.0,0.7827220278864458,0.3913610139432229
3.1155778894472363,0.0,1.2082998041936168,0.0,0.0,0.0,1.6857957470359892,0.0,0.0,0.0,0.0,0.403662140399982,0.0,0.3994404143865352,0.0,0.7988808287730704,0.0,0.46127843067301694,0.4225869793869881,0.21129348969349404,0.0,0.7768490562232373,0.41955380837543965,0.0,0.768724331259114,0.384362165629557
3.2160804020100504,0.0,1.243682679265993,0.0,0.0,0.0,1.63276629508163,0.0,0.0,0.0,0.0,0.3995947982992309,0.0,0.4064834326856305,0.0,0.812966865371261,0.0,0.47866571729530544,0.4237287118195843,0.21186435590979216,0.0,0.7416449471526719,0.4261215527548643,0.0,0.7544302008827009,0.3772151004413504
3.3165829145728645,0.0,1.2869853275518874,0.0,0.0,0.0,1.5872077271009521,0.0,0.0,0.0,0.0,0.39680243543589727,0.0,0.41330284145222757,0.0,0.8266056829044551,0.0,0.4998660040743761,0.4254587906750144,0.2127293953375072,0.0,0.7103669328170399,0.43465322215570507,0.0,0.739906425938296,0.369953212969148
3.4170854271356785,0.0,1.3379564774964718,0.0,0.0,0.0,1.5498236993696402,0.0,0.0,0.0,0.0,0.39555482731611075,0.0,0.4198685078809812,0.0,0.8397370157619624,0.0,0.524905325036372,0.42778017149976727,0.21389008574988363,0.0,0.6832227946608456,0.4449377895643228,0.0,0.725218643622503,0.3626093218112515
3.5175879396984926,0.0,1.3962403092241462,0.0,0.0,0.0,1.5212636306555178,0.0,0.0,0.0,0.0,0.3961231144325753,0.0,0.4261509280734956,0.0,0.8523018561469912,0.0,0.553778614253302,0.4306953279759998,0.2153476639879999,0.0,0.660371946759381,0.456728269310726,0.0,0.7104309436431835,0.35521547182159174
3.6180904522613067,0.0,1.4613192091656444,0.0,0.0,0.0,1.5021598879758002,0.0,0.0,0.0,0.0,0.39878648919393445,0.0,0.43212145683914727,0.0,0.8642429136782945,0.0,0.586422029911489,0.4342062280798504,0.2171031140399252,0.0,0.6419446929372742,0.46972885693084254,0.0,0.6956055017884823,0.3478027508942412
3.7185929648241207,0.0,1.5324457458414331,0.0,0.0,0.0,1.493157458981298,0.0,0.0,0.0,0.0,0.403837709822411,0.0,0.43775252933744563,0.0,0.8755050586748913,0.0,0.6226784722849286,0.4383142865534645,0.21915714327673225,0.0,0.6280571832593431,0.4835809788903079,0.0,0.680802247668332,0.340401123834166
3.819095477386935,0.0,1.60856566216364,0.0,0.0,0.0,1.4949333979905706,0.0,0.0,0.0,0.0,0.41158640052572676,0.0,0.44301787219234123,0.0,0.8860357443846825,0.0,0.6622562978100102,0.44302029472699417,0.22151014736349708,0.0,0.6188212679621841,0.49784934636408107,0.0,0.6660785707443153,0.33303928537215766
3.919597989949749,0.0,1.688236160367166,0.0,0.0,0.0,1.5082018067246632,0.0,0.0,0.0,0.0,0.42235856071448097,0.0,0.4478927020159721,0.0,0.8957854040319442,0.0,0.7046823251150097,0.44832432890606416,0.22416216445303208,0.0,0.6143479985843608,0.5120097233135028,0.0,0.6514890679582235,0.32574453397911174
4.020100502512563,0.0,1.769547806507361,0.0,0.0,0.0,1.533698177676726,0.0,0.0,0.0,0.0,0.4364900194322916,0.0,0.4523539096714563,0.0,0.9047078193429126,0.0,0.7492521710984041,0.4542256387007378,0.2271128193503689,0.0,0.6147429798741253,0.5254410253247112,0.0,0.6370853353092027,0.3185426676546014
4.120603015075377,0.0,1.8500636914620026,0.0,0.0,0.0,1.5721347736871505,0.0,0.0,0.0,0.0,0.4543107895549323,0.0,0.4563802289955763,0.0,0.9127604579911526,0.0,0.794983740596502,0.4607225168524166,0.2303612584262083,0.0,0.6200912158275949,0.5374253682149466,0.0,0.6229158047397086,0.3114579023698543
4.2211055276381915,0.0,1.9267985072850837,0.0,0.0,0.0,1.624115774277663,0.0,0.0,0.0,0.0,0.476116250757686,0.0,0.4599523889868743,0.0,0.9199047779737486,0.0,0.8405845110589155,0.46781215250580804,0.23390607625290402,0.0,0.6304282898903232,0.5471614043537418,0.0,0.6090256267424472,0.3045128133712236
4.3216080402010055,0.0,1.9962619770313172,0.0,0.0,0.0,1.6900037983389447,0.0,0.0,0.0,0.0,0.5021217871924385,0.0,0.4630532490649028,0.0,0.9261064981298056,0.0,0.88444553224436,0.4754904696853789,0.23774523484268945,0.0,0.6456962169571431,0.5537954610038897,0.0,0.5954565979753687,0.2977282989876843
4.42211055276382,0.0,2.0546018717090915,0.0,0.0,0.0,1.7697293005297439,0.0,0.0,0.0,0.0,0.5323975350607365,0.0,0.4656679168798491,0.0,0.9313358337596982,0.0,0.9246816501342381,0.4837519537008606,0.2418759768504303,0.0,0.6656824035932731,0.5564765529384039,0.0,0.5822471325857789,0.29112356629288944
4.522613065326634,0.0,2.097871052081647,0.0,0.0,0.0,1.8625496873859901,0.0,0.0,0.0,0.0,0.5667847532862434,0.0,0.4677838488109982,0.0,0.9355676976219964,0.0,0.9592349470244866,0.4925894678651069,0.24629473393255344,0.0,0.6899458632544371,0.5544366796115673,0.0,0.569432274797609,0.2847161373988045
