time,x1,x2,x3,x4,x5,x6,x7,x8,x9
5.929648241206030512e+00,2.518011728262609772e+00,4.686147124457527902e+00,2.284737001621040875e+00,1.147047793728607656e+00,1.484610639336988491e+01,1.888445800719413725e+01,1.686734007621256026e+01,3.041026757594556873e+00,2.157395016841346269e+00
6.030150753768844574e+00,2.165518345246979504e+00,4.547341041530609473e+00,2.791530165452239309e+00,1.135109292926201219e+00,1.515241887545866639e+01,1.919509018220125895e+01,1.717615730230274451e+01,3.360139203993431689e+00,2.160578348992621134e+00
6.130653266331658635e+00,1.864239612039128691e+00,4.266533838937819567e+00,3.335787128745921759e+00,1.183856165313186048e+00,1.546698598098982558e+01,1.950929675691397946e+01,1.749063807692662920e+01,3.664450199276775955e+00,2.163920721987912188e+00
6.231155778894472697e+00,1.616501746064322509e+00,3.889944026361434659e+00,3.850902162993527611e+00,1.301610037851232304e+00,1.575603595615815600e+01,1.979363838640781026e+01,1.777715638671354625e+01,3.924697409121539859e+00,2.168045912925838259e+00
6.331658291457286758e+00,1.423400412158886130e+00,3.467478598165185222e+00,4.267160273034854789e+00,1.499848568668304738e+00,1.599575943463272942e+01,2.002607777480513462e+01,1.801286486581226853e+01,4.127058890240896005e+00,2.173980142767487855e+00
6.432160804020100819e+00,1.285121481429823298e+00,3.041546594590538888e+00,4.532219341283070690e+00,1.790058562348855187e+00,1.617804966154825763e+01,2.020061647787701276e+01,1.819083192825150164e+01,4.273025597191771219e+00,2.183660458168344753e+00
6.532663316582914881e+00,1.201581745529343159e+00,2.640836473114562377e+00,4.621383922964100499e+00,2.177024695633624329e+00,1.630769561428840220e+01,2.032350825932993743e+01,1.831668084524913809e+01,4.372855209929150888e+00,2.200813500309953596e+00
6.633165829145728942e+00,1.173763942349722367e+00,2.281066135744391321e+00,4.537167989794329337e+00,2.649114615485171242e+00,1.639569226530367985e+01,2.040632063429812959e+01,1.840174574003218666e+01,4.438896806096907177e+00,2.232180880494341935e+00
6.733668341708543004e+00,1.205186560162514242e+00,1.969636701223449471e+00,4.304512173018496313e+00,3.170222945263159620e+00,1.645375214469395075e+01,2.046072089385109649e+01,1.845772686477981139e+01,4.481909304623023615e+00,2.288478937690523463e+00
6.834170854271357065e+00,1.302815029935950664e+00,1.710034897868187187e+00,3.964405720510959963e+00,3.681258090127443872e+00,1.649164092118070357e+01,2.049617019739640966e+01,1.849422520842028206e+01,4.509987980461445112e+00,2.383688907587940609e+00
6.934673366834171127e+00,1.476761456145997631e+00,1.504044156271258537e+00,3.564655227603374943e+00,4.114654404284238787e+00,1.651656114596710978e+01,2.051953156794451871e+01,1.851825444226355799e+01,4.528758059563772420e+00,2.531410609332216843e+00
7.035175879396985188e+00,1.737886375622169188e+00,1.352376675323260002e+00,3.149000020499424402e+00,4.414245856946336311e+00,1.653346471185659183e+01,2.053547464447710169e+01,1.853460751175242649e+01,4.541948354658249976e+00,2.738811075771256043e+00
7.135678391959799249e+00,2.092267020029435098e+00,1.255215037018245550e+00,2.749485247029599844e+00,4.548336817291295908e+00,1.654562505810752526e+01,2.054706749481008288e+01,1.854644146734376520e+01,4.551984762660149286e+00,3.000755568723032507e+00
7.236180904522613311e+00,2.532587816450911244e+00,1.213356463116934680e+00,2.385255731018357306e+00,4.512071395122918993e+00,1.655519931790900756e+01,2.055633259558068104e+01,1.855583659131148622e+01,4.560500173878739183e+00,3.297481406165423845e+00
7.336683417085427372e+00,3.029794351394998753e+00,1.229628695241600234e+00,2.066089383994904605e+00,4.323798384655534122e+00,1.656370801228334244e+01,2.056471422081287059e+01,1.856426936597517496e+01,4.568758527694460447e+00,3.598561573237629485e+00
7.437185929648241434e+00,3.531881667181802076e+00,1.309912123395526429e+00,1.796779895663128901e+00,4.019311751882777450e+00,1.657245295360547388e+01,2.057348823841807928e+01,1.857302571235348410e+01,4.578052637718092122e+00,3.872899886120695356e+00
7.537688442211055495e+00,3.974680690727711685e+00,1.463126239226467451e+00,1.579848708911753885e+00,3.643640196304500645e+00,1.658295940836281446e+01,2.058420711575539741e+01,1.858364437846183748e+01,4.590198414279885064e+00,4.099426016699615261e+00
7.638190954773869557e+00,4.300184900129925047e+00,1.699398344411333417e+00,1.416537769184592399e+00,3.240746013973824446e+00,1.659759796257101172e+01,2.059934311091163650e+01,1.859855006717340586e+01,4.608324011938792708e+00,4.271654667273572237e+00
7.738693467336683618e+00,4.471285294788892806e+00,2.025466197818732716e+00,1.307354185997886331e+00,2.845093775907055367e+00,1.662061219790135169e+01,2.062336274582962403e+01,1.862210629341711154e+01,4.638207565503082108e+00,4.394661812746577745e+00
7.839195979899497679e+00,4.476698636836967893e+00,2.437084351286749939e+00,1.253058194664937730e+00,2.478812980143838107e+00,1.665975614806378502e+01,2.066442973111997361e+01,1.866228858424326731e+01,4.690270248585582280e+00,4.478876312465964737e+00
7.939698492462311741e+00,4.328743901924026360e+00,2.910811442563795204e+00,1.255997665751417580e+00,2.154013708089104639e+00,1.672836626055712728e+01,2.073650703733021317e+01,1.873277416732463863e+01,4.781617059649875934e+00,4.535178356803468702e+00
8.040201005025126690e+00,4.058219592605767367e+00,3.401014758902881407e+00,1.321193196026784866e+00,1.876887298295806250e+00,1.684669793728819798e+01,2.086056042275908240e+01,1.885420911999067428e+01,4.936176322161980323e+00,4.572594076838430333e+00
8.140703517587940752e+00,3.707024685388254692e+00,3.847521195831771212e+00,1.456540251462260516e+00,1.650744398502641541e+00,1.704026314020752864e+01,2.106247894778645957e+01,1.905232187410054223e+01,5.180317463716683335e+00,4.597798477922085070e+00
8.241206030150754813e+00,3.318540029185634399e+00,4.191958494603479579e+00,1.671414695954569041e+00,1.477360704117994139e+00,1.733328082919883428e+01,2.136592656966038817e+01,1.935104486755745512e+01,5.533286125630989538e+00,4.615416216345886724e+00
8.341708542713568875e+00,2.928828190257374064e+00,4.393227970094818247e+00,1.972819346858005529e+00,1.357598404474027243e+00,1.773801472105929022e+01,2.178132952473628237e+01,1.976165012975796387e+01,5.995719226162705695e+00,4.628544274815137527e+00
8.442211055276382936e+00,2.562512922475309374e+00,4.434566570623562853e+00,2.358683902101027741e+00,1.292281729062875639e+00,1.824411083835601133e+01,2.229559184952864115e+01,2.027227990503438448e+01,6.542125163725589054e+00,4.639270762670347992e+00
8.542713567839196998e+00,2.233898210097683190e+00,4.322846766385814554e+00,2.810005336806103760e+00,1.283439721895173413e+00,1.881423449861526365e+01,2.286890214635906560e+01,2.084422196630776725e+01,7.123094214372241773e+00,4.649128834896951723e+00
8.643216080402011059e+00,1.950606731894956480e+00,4.084162224494739313e+00,3.286719898102572479e+00,1.335418158894543739e+00,1.939161023498161285e+01,2.344360798296836634e+01,2.142019693084858289e+01,7.679355482328332094e+00,4.659507663531740285e+00
8.743718592964825120e+00,1.716778876566080747e+00,3.757147420482331857e+00,3.732825436219053827e+00,1.455242742756652330e+00,1.991869409598963259e+01,2.396339618968462304e+01,2.194331336386874298e+01,8.161842774318447624e+00,4.672106355532349653e+00
8.844221105527639182e+00,1.534729327630434792e+00,3.384045368429444700e+00,4.090619235678154553e+00,1.651566467568364782e+00,2.035654862553004207e+01,2.439179486167442334e+01,2.237598655651417445e+01,8.545709817011577059e+00,4.689582696537758721e+00
8.944723618090453243e+00,1.405689461464707080e+00,3.001833480050585923e+00,4.316225839330480873e+00,1.931412567803888924e+00,2.069276391763009570e+01,2.471872809329546428e+01,2.270709665230803864e+01,8.830802935014585131e+00,4.716603086432080261e+00
9.045226130653267305e+00,1.330614378575017742e+00,2.637141256229428077e+00,4.388312445824711361e+00,2.294244825073795457e+00,2.093601005618829447e+01,2.495422786006335869e+01,2.294607245734834322e+01,9.032343956809173235e+00,4.761439284553212303e+00
9.145728643216081366e+00,1.311335825393993515e+00,2.306266942985984336e+00,4.308891842739009270e+00,2.724559342260338912e+00,2.110507650735020846e+01,2.511747244438243953e+01,2.311192465687334163e+01,9.170538140274143046e+00,4.837817470314559110e+00
9.246231155778895427e+00,1.351675195530569917e+00,2.018248054473500641e+00,4.099688279262831081e+00,3.187078821066235523e+00,2.122005281566423562e+01,2.522836738678474688e+01,2.322464527560527259e+01,9.264106298407613238e+00,4.965722866691157478e+00
9.346733668341709489e+00,1.457925446995452123e+00,1.778079804578366785e+00,3.796078302539848792e+00,3.629884066824040634e+00,2.129795311485649023e+01,2.530354180191705282e+01,2.330103774725644072e+01,9.327841420648958604e+00,5.168938408961371245e+00
9.447236180904523550e+00,1.638068304400889463e+00,1.588619860325035216e+00,3.438802535449671183e+00,3.996628244246210215e+00,2.135159160457779137e+01,2.535542729223707781e+01,2.335370568195393304e+01,9.372464977420735366e+00,5.467916948956045076e+00
9.547738693467337612e+00,1.898998834439344030e+00,1.451473589332943348e+00,3.065204943969275675e+00,4.241653596594683329e+00,2.139000843132441076e+01,2.539275807128488083e+01,2.339152039625605539e+01,9.405385915777133121e+00,5.869647943166134141e+00
9.648241206030151673e+00,2.241255385899409980e+00,1.367770202505359078e+00,2.703467112670646433e+00,4.339893812589519229e+00,2.141939559446279873e+01,2.542150898948850823e+01,2.342055374891903341e+01,9.431669425459622502e+00,6.359208715481456053e+00
9.748743718592965735e+00,2.652090674774594259e+00,1.339235289266516915e+00,2.371650902583394505e+00,4.289076586179235484e+00,2.144407041750628551e+01,2.544586023423449106e+01,2.344504677467783083e+01,9.454960620582825825e+00,6.898450552540555947e+00
9.849246231155779796e+00,3.100299392304174173e+00,1.369287182914406875e+00,2.080151784728139663e+00,4.106914062077238192e+00,2.146736896949442297e+01,2.546908187535958490e+01,2.346829722516164196e+01,9.478329473039456943e+00,7.435059027873635706e+00
9.949748743718593857e+00,3.537812784933777710e+00,1.463604889508202334e+00,1.834825103159080095e+00,3.825618765752937467e+00,2.149250951197307558e+01,2.549437804268323404e+01,2.349351990142825741e+01,9.505146212890627666e+00,7.919364015929379441e+00
1.005025125628140792e+01,3.910061565365199332e+00,1.629559586555592743e+00,1.639072425838486780e+00,3.484207236923936080e+00,2.152360707988212951e+01,2.552594774754098239e+01,2.352486789038874093e+01,9.540222351361084208e+00,8.319676182992365554e+00
1.015075376884422198e+01,4.170389405715230424e+00,1.873832641223286632e+00,1.494872762413657075e+00,3.119967669373159058e+00,2.156714087605576680e+01,2.557045087162795838e+01,2.356891808142002276e+01,9.591556552322970219e+00,8.627349484763682241e+00
1.025125628140703604e+01,4.290745735570038022e+00,2.197705147539642745e+00,1.403556546107093128e+00,2.762228987142979708e+00,2.163420931446874462e+01,2.563933285286183761e+01,2.363695418994877429e+01,9.672977305129192516e+00,8.851274514032782648e+00
1.035175879396985010e+01,4.265121930734373734e+00,2.590603394626199485e+00,1.366810467395483952e+00,2.430574485284181740e+00,2.174361044497970852e+01,2.575194236893852207e+01,2.374806910178834585e+01,9.807399627637629180e+00,9.008497988757426356e+00
1.045226130653266416e+01,4.107579701815450512e+00,3.024765965182676375e+00,1.387747116499735256e+00,2.136671578027674823e+00,2.192472417672214746e+01,2.593834124185531209e+01,2.393200982460824733e+01,1.002891376446762450e+01,9.116920326642366845e+00
1.055276381909547823e+01,3.847316778110610791e+00,3.455667983649973962e+00,1.471533065214609470e+00,1.887223093238935778e+00,2.221740777304577463e+01,2.623887809932341852e+01,2.422890177509614063e+01,1.038010972661985853e+01,9.191702331760879474e+00
1.065326633165829229e+01,3.521509982188165466e+00,3.830745999563945681e+00,1.624991988278439159e+00,1.686171439711264819e+00,2.266521432013832182e+01,2.669683049405692898e+01,2.468215600556376188e+01,1.090141776637418758e+01,9.244342711127902845e+00
