time,->1,1->1,2->1,3->1,->2,2->2,3->2,4->2,->3,3->3,4->3,1->3,->4,4->4,1->4,2->4,->5,8->5,5->5,->6,8->6,6->6,->7,8->7,7->7,2->8,4->9
0.0,8.0,-7.0,-0.9999999999999999,-1.0,8.0,-0.9999999999999999,-1.0,-1.0,8.0,-1.0,-1.0,-7.0,8.0,-1.0,-7.0,-0.9999999999999999,12.0,0.3,-14.0,16.0,0.3,-12.0,14.0,0.3,-13.0,0.009999999999999997,0.01
0.10050251256281408,8.0,-6.37371560444845,-1.6186160969268133,-0.9417442333535995,8.0,-1.6186160969268133,-0.9417442333535995,-0.9114516464513933,8.0,-0.9417442333535995,-0.9114516464513933,-6.37371560444845,8.0,-0.9114516464513933,-6.37371560444845,-1.6186160969268133,12.0,0.30068504540694724,-12.749975135903334,16.0,0.30068504540694724,-15.239112898642366,14.0,0.30068504540694724,-13.968381230721162,0.042406415594860525,0.007571830812055745
0.20100502512562815,8.0,-5.746220569939137,-2.4600166931658416,-0.9533605828256819,8.0,-2.4600166931658416,-0.9533605828256819,-0.827698750926495,8.0,-0.9533605828256819,-0.827698750926495,-5.746220569939137,8.0,-0.827698750926495,-5.746220569939137,-2.4600166931658416,12.0,0.303307713277885,-12.42882800152487,16.0,0.303307713277885,-16.08409223719057,14.0,0.303307713277885,-14.221338630558344,0.1488723906314375,0.005670441827637265
0.30150753768844224,8.0,-5.030830042641136,-3.4236254332169054,-1.0365096055710599,8.0,-3.4236254332169054,-1.0365096055710599,-0.7396946765609977,8.0,-1.0365096055710599,-0.7396946765609977,-5.030830042641136,8.0,-0.7396946765609977,-5.030830042641136,-3.4236254332169054,12.0,0.3113600126325272,-12.34246497200619,16.0,0.3113600126325272,-16.263819379156967,14.0,0.3113600126325272,-14.287032677428154,0.4012903645392575,0.004047226215796775
0.4020100502512563,8.0,-4.263246093016555,-4.316023212977608,-1.2101476143506342,8.0,-4.316023212977608,-1.2101476143506342,-0.653770422682994,8.0,-1.2101476143506342,-0.653770422682994,-4.263246093016555,8.0,-0.653770422682994,-4.263246093016555,-4.316023212977608,12.0,0.3305104794892956,-12.327712836910749,16.0,0.3305104794892956,-16.31092331686577,14.0,0.3305104794892956,-14.31369461236971,0.8039912372698961,0.0027943178572140902
0.5025125628140704,8.0,-3.52378283050066,-4.9564352005492935,-1.5021707320180957,8.0,-4.9564352005492935,-1.5021707320180957,-0.5814515648818369,8.0,-1.5021707320180957,-0.5814515648818369,-3.52378283050066,8.0,-0.5814515648818369,-3.52378283050066,-4.9564352005492935,12.0,0.3661261711271096,-12.343852824490849,16.0,0.3661261711271096,-16.343662845067744,14.0,0.3661261711271096,-14.342151286908702,1.217610257361912,0.001965805885879107
0.6030150753768845,8.0,-2.871757138084245,-5.263813482451357,-1.9405860614837966,8.0,-5.263813482451357,-1.9405860614837966,-0.5321182843972362,8.0,-1.9405860614837966,-0.5321182843972362,-2.871757138084245,8.0,-0.5321182843972362,-2.871757138084245,-5.263813482451357,12.0,0.41966544207455997,-12.381624229151985,16.0,0.41966544207455997,-16.387995183619495,14.0,0.41966544207455997,-14.384652378216328,1.458483352596635,0.0015066922230133808
0.7035175879396985,8.0,-2.3259434230136495,-5.249724586278315,-2.536563511880127,8.0,-5.249724586278315,-2.536563511880127,-0.5116217657717547,8.0,-2.536563511880127,-0.5116217657717547,-2.3259434230136495,8.0,-0.5116217657717547,-2.3259434230136495,-5.249724586278315,12.0,0.486640629267593,-12.436925478188332,16.0,0.486640629267593,-16.44719432048789,14.0,0.486640629267593,-14.442497459641572,1.4468035292254764,0.001339204921871998
0.8040201005025126,8.0,-1.8802756413921744,-4.974191384935709,-3.2607263880952257,8.0,-4.974191384935709,-3.2607263880952257,-0.5251095822569444,8.0,-3.2607263880952257,-0.5251095822569444,-1.8802756413921744,8.0,-0.5251095822569444,-1.8802756413921744,-4.974191384935709,12.0,0.5574389755096149,-12.503023415397163,16.0,0.5574389755096149,-16.51548265523759,14.0,0.5574389755096149,-14.509981350754908,1.2307432794862991,0.0014479375474305365
0.9045226130653267,8.0,-1.5226311529836192,-4.519638920222197,-4.03097025600686,8.0,-4.519638920222197,-4.03097025600686,-0.5805387145731118,8.0,-4.03097025600686,-0.5805387145731118,-1.5226311529836192,8.0,-0.5805387145731118,-1.5226311529836192,-4.519638920222197,12.0,0.6213297780411737,-12.570262261281233,16.0,0.6213297780411737,-16.5830115067016,14.0,0.6213297780411737,-14.577485214454091,0.9232327875500953,0.0019565617587482746
1.0050251256281408,8.0,-1.2427410363863984,-3.9760100041010236,-4.7341689592003835,8.0,-3.9760100041010236,-4.7341689592003835,-0.6915555629232842,8.0,-4.7341689592003835,-0.6915555629232842,-1.2427410363863984,8.0,-0.6915555629232842,-1.2427410363863984,-3.9760100041010236,12.0,0.6714371786130938,-12.629537492012279,16.0,0.6714371786130938,-16.640865943220383,14.0,0.6714371786130938,-14.636031835230428,0.6285537262896781,0.0033073582322377787
