time,->1,2->1,->2,1->2,3->2,->3,2->3,4->3,->4,3->4
0.0,1.0,-0.4,-0.4,1.2,-0.21,-0.5,0.55,-0.12,-0.6,0.3
0.10025062656641603,1.0,-0.42594605159291493,-0.4,1.2727889614669814,-0.20893097713406114,-0.5,0.585675820940258,-0.11643464420408334,-0.6,0.2984728244772302
0.20050125313283207,1.0,-0.45694303162241373,-0.4,1.3461536790254356,-0.20875664072935793,-0.5,0.6282966684808189,-0.1129649779503969,-0.6,0.29822377247051135
0.3007518796992481,1.0,-0.49378846119661024,-0.4,1.418923901331434,-0.20962977384186565,-0.5,0.6789591341453391,-0.10960396547010116,-0.6,0.2994711054883795
0.40100250626566414,1.0,-0.5373839501684221,-0.4,1.4896213950567774,-0.21174462240747813,-0.5,0.7389029314815804,-0.10636542953793042,-0.6,0.30249231772496876
0.5012531328320802,1.0,-0.5887156075930466,-0.4,1.5564311035872123,-0.21535067282820605,-0.5,0.8094839604404392,-0.1032645317270205,-0.6,0.3076438183260087
0.6015037593984962,1.0,-0.6488089228700042,-0.4,1.6171935143483873,-0.22077094624542432,-0.5,0.892112268946256,-0.10031841645120708,-0.6,0.3153870660648919
0.7017543859649122,1.0,-0.7186453034546889,-0.4,1.6694329211849115,-0.22842660531136816,-0.5,0.9881372922501972,-0.09754708952405951,-0.6,0.3263237218733831
0.8020050125313283,1.0,-0.7990255950167399,-0.4,1.7104415383033895,-0.23886966022556813,-0.5,1.0986601931480173,-0.09497461613488763,-0.6,0.3412423717508116
0.9022556390977443,1.0,-0.8903671139949995,-0.4,1.7374397539970379,-0.2528260207701914,-0.5,1.2242547817431242,-0.09263076897785726,-0.6,0.361180029671702
1.0025062656641603,1.0,-0.9924283973893092,-0.4,1.747827706832124,-0.2712510029694303,-0.5,1.3645890464103,-0.09055331638637872,-0.6,0.3875014328134719
1.1027568922305764,1.0,-1.1039749767521614,-0.4,1.7395252180400158,-0.2953981385538791,-0.5,1.517965593034222,-0.08879121428463761,-0.6,0.4219973407912559
1.2030075187969924,1.0,-1.222427189812624,-0.4,1.7113694550356668,-0.32689934937464615,-0.5,1.680837385992358,-0.08740910012490544,-0.6,0.4669990705352088
1.3032581453634084,1.0,-1.3435686879996844,-0.4,1.6634991436298976,-0.3678474850430354,-0.5,1.8474069459995661,-0.0864936504864824,-0.6,0.5254964072043363
1.4035087719298245,1.0,-1.4614245587501753,-0.4,1.5976212629957738,-0.4208594157540014,-0.5,2.0094587682814913,-0.08616261686607266,-0.6,0.6012277367914306
1.5037593984962405,1.0,-1.5684234025596737,-0.4,1.517051465706406,-0.4890764576789125,-0.5,2.1565821785195514,-0.08657771031192002,-0.6,0.6986806538270179
1.6040100250626566,1.0,-1.6559248394060586,-0.4,1.4264624263049588,-0.5760293781766481,-0.5,2.276896654183331,-0.08796300671624956,-0.6,0.8228991116809259
1.7042606516290726,1.0,-1.7151266467309612,-0.4,1.3313610654458685,-0.685266225249578,-0.5,2.3582991392550716,-0.09063122560926949,-0.6,0.97895175035654
1.8045112781954886,1.0,-1.7382852291127628,-0.4,1.2374106602757942,-0.8196366303564963,-0.5,2.390142190030049,-0.09502113333370356,-0.6,1.1709094719378519
1.9047619047619047,1.0,-1.7201026212232937,-0.4,1.1497683053625678,-0.9801918724112589,-0.5,2.3651411041820287,-0.10175031781732435,-0.6,1.4002741034446557
2.0050125313283207,1.0,-1.6590412870985922,-0.4,1.0725915326699325,-1.16484017234463,-0.5,2.2811817697605643,-0.11168835817000727,-0.6,1.6640573890637573
2.1052631578947367,1.0,-1.5582126715358982,-0.4,1.008794537607499,-1.3671752994142117,-0.5,2.14254242336186,-0.12605506185025386,-0.6,1.9531075705917311
2.2055137844611528,1.0,-1.425414570198567,-0.4,0.9600477846062769,-1.5761151356292449,-0.5,1.9599450340230296,-0.14654515651483596,-0.6,2.2515930508989213
2.305764411027569,1.0,-1.272028095238391,-0.4,0.9269548599786306,-1.7768738069902623,-0.5,1.7490386309527879,-0.1754715623617417,-0.6,2.538391152843232
2.406015037593985,1.0,-1.1109185643628838,-0.4,0.9093208640170273,-1.9532167604335426,-0.5,1.5275130259989653,-0.21590005006825108,-0.6,2.790309657762204
2.506265664160401,1.0,-0.9540126244598204,-0.4,0.9064372329095293,-2.0902198032288135,-0.5,1.3117673586322531,-0.27171476517057547,-0.6,2.986028290326877
2.606516290726817,1.0,-0.8104207043042158,-0.4,0.9173320104400725,-2.1764804208426387,-0.5,1.1143284684182968,-0.34750786056461624,-0.6,3.109257744060913
2.706766917293233,1.0,-0.6856517383253914,-0.4,0.9409592900538063,-2.2051742468874234,-0.5,0.9427711401974131,-0.4481403714006141,-0.6,3.1502489241248908
2.807017543859649,1.0,-0.5818829602947129,-0.4,0.976321749793789,-2.174129628798356,-0.5,0.8000890704052303,-0.5778167019272096,-0.6,3.1058994697119373
2.907268170426065,1.0,-0.49884579040220434,-0.4,1.0225333668853498,-2.085548453557565,-0.5,0.685912961803031,-0.7386242003569851,-0.6,2.9793549336536644
3.007518796992481,1.0,-0.4348420602506153,-0.4,1.0788355985918059,-1.945847627058763,-0.5,0.597907832844596,-0.9287815454967728,-0.6,2.7797823243696618
3.107769423558897,1.0,-0.3875852754002502,-0.4,1.1445808477089097,-1.7655420599162326,-0.5,0.532929753675344,-1.141267040642632,-0.6,2.5222029427374753
3.208020050125313,1.0,-0.3547690300201432,-0.4,1.21919406279374,-1.5586173259382048,-0.5,0.4878074162776969,-1.3637639374643324,-0.6,2.2265961799117213
3.308270676691729,1.0,-0.33439351591647704,-0.4,1.3021189742855033,-1.3408977065079404,-0.5,0.4597910843851559,-1.580528152690921,-0.6,1.9155681521542005
3.408521303258145,1.0,-0.3249264162056152,-0.4,1.392751161494113,-1.1275680105747683,-0.5,0.4467738222827209,-1.7757730904888487,-0.6,1.6108114436782406
3.508771929824561,1.0,-0.32537048755680664,-0.4,1.4903566298526358,-0.9307312619928741,-0.5,0.44738442039060916,-1.9371593457518856,-0.6,1.329616088561249
3.6090225563909772,1.0,-0.335289658584416,-0.4,1.5939721668176507,-0.7579864091553792,-0.5,0.461023280553572,-2.0578924372257315,-0.6,1.0828377273648275
3.7092731829573933,1.0,-0.35482548949664694,-0.4,1.7022825147962053,-0.6124009004776848,-0.5,0.4878850480578895,-2.1368538170972076,-0.6,0.8748584292538355
3.8095238095238093,1.0,-0.38472128433255803,-0.4,1.8134696283017486,-0.49351841456998935,-0.5,0.5289917659572674,-2.177266295690353,-0.6,0.7050263065285562
3.9097744360902253,1.0,-0.4263602922671029,-0.4,1.925031840764198,-0.39873293859497916,-0.5,0.5862454018672666,-2.1848437109147025,-0.6,0.5696184837071131
4.010025062656641,1.0,-0.4818133880187332,-0.4,2.0335776037748743,-0.32450441244714134,-0.5,0.6624934085257581,-2.166168657100413,-0.6,0.4635777320673448
4.110275689223057,1.0,-0.5538761151531161,-0.4,2.1346129594449454,-0.2671948668455132,-0.5,0.7615796583355346,-2.1276083191872672,-0.6,0.38170695263644744
