time,x1,x2,x3,x4,x5,x6,x7,x8
1.276381909547738758e+01,7.311377523538618028e-01,7.744731417447963118e-01,7.744731417447963118e-01,1.415977198905405743e+00,9.541012692242447635e-01,9.541012692242447635e-01,3.911225657177080373e-01,3.193159173765796055e+00
1.286432160804020164e+01,6.527293261848633454e-01,7.335558454832731279e-01,7.335558454832731279e-01,1.249229899096951923e+00,9.280123391718299031e-01,9.280123391718299031e-01,4.116619267072817445e-01,2.779679718059142601e+00
1.296482412060301570e+01,5.852283398484311450e-01,6.982355059081026827e-01,6.982355059081026827e-01,1.100164202019436877e+00,8.976318804041653054e-01,8.976318804041653054e-01,4.417477389178883218e-01,2.421586312827061604e+00
1.306532663316582976e+01,5.268032946765275337e-01,6.674248077343555297e-01,6.674248077343555297e-01,9.689051475052073981e-01,8.649422940648093805e-01,8.649422940648093805e-01,4.820400977305110413e-01,2.111859092435126595e+00
1.316582914572864382e+01,4.760351086304194790e-01,6.402624445114499796e-01,6.402624445114499796e-01,8.544531992410219212e-01,8.314307597187753363e-01,8.314307597187753363e-01,5.336798254669380404e-01,1.844294681482163245e+00
1.326633165829145788e+01,4.318039252415094009e-01,6.160763441143112251e-01,6.160763441143112251e-01,7.552629825095903415e-01,7.981487217200273765e-01,7.981487217200273765e-01,5.982845440644399826e-01,1.613447087659342749e+00
1.336683417085427195e+01,3.932121119898834838e-01,5.943456147336952933e-01,5.943456147336952933e-01,6.696046207566020980e-01,7.657981687328765386e-01,7.657981687328765386e-01,6.779785481391570334e-01,1.414559679788382152e+00
1.346733668341708601e+01,3.595316857612426142e-01,5.746671203822560914e-01,5.746671203822560914e-01,5.957704266439580731e-01,7.348176265602975876e-01,7.348176265602975876e-01,7.754503580006216756e-01,1.243496266633462799e+00
1.356783919597990007e+01,3.301681552429480693e-01,5.567282812690411697e-01,5.567282812690411697e-01,5.321813041785035114e-01,7.054558652112158379e-01,7.054558652112158379e-01,8.940354284086858838e-01,1.096675716975547665e+00
1.366834170854271413e+01,3.046355585523025100e-01,5.402858390645189912e-01,5.402858390645189912e-01,4.774323599000058205e-01,6.778301466596867719e-01,6.778301466596867719e-01,1.037823704541514847e+00,9.710125644083253960e-01
1.376884422110552819e+01,2.825393097667063258e-01,5.251497306428737355e-01,5.251497306428737355e-01,4.303043073856769873e-01,6.519698171782114526e-01,6.519698171782114526e-01,1.211792964325851818e+00,8.638650630376000228e-01
1.386934673366834225e+01,2.635648503796489961e-01,5.111710526438871804e-01,5.111710526438871804e-01,3.897570098021129748e-01,6.278478968777700953e-01,6.278478968777700953e-01,1.421969631202019579e+00,7.729916860658138100e-01
1.396984924623115631e+01,2.474709969432931922e-01,4.982332438838639188e-01,4.982332438838639188e-01,3.549149742948775610e-01,6.054033672232100871e-01,6.054033672232100871e-01,1.675618745819912991e+00,6.965171236202079008e-01
1.407035175879397038e+01,2.340875922733526571e-01,4.862457805369104213e-01,4.862457805369104213e-01,3.250504628195498569e-01,5.845566075491503977e-01,5.845566075491503977e-01,1.981463991554606174e+00,6.329092904442686907e-01
1.417085427135678444e+01,2.233177287735287342e-01,4.751398705294976876e-01,4.751398705294976876e-01,2.995673094460009622e-01,5.652199396742072501e-01,5.652199396742072501e-01,2.349936496103586681e+00,5.809698568834800181e-01
1.427135678391959850e+01,2.151455443291130365e-01,4.648658143652710240e-01,4.648658143652710240e-01,2.779871979189844633e-01,5.473047761881705275e-01,5.473047761881705275e-01,2.793446521967322571e+00,5.398426618807534716e-01
1.437185929648241256e+01,2.096515499407328731e-01,4.553918682794353967e-01,4.553918682794353967e-01,2.599394740520513114e-01,5.307265056338197340e-01,5.307265056338197340e-01,3.326663747774012858e+00,5.090474540512095469e-01
1.447236180904522662e+01,2.070390630019360023e-01,4.467046536099448795e-01,4.467046536099448795e-01,2.451552837142059460e-01,5.154079208357529307e-01,5.154079208357529307e-01,3.966774723763861754e+00,4.885523561919773994e-01
1.457286432160804068e+01,2.076777517111693949e-01,4.388113746792818293e-01,4.388113746792818293e-01,2.334670993395516481e-01,5.012818587865108810e-01,5.012818587865108810e-01,4.733656072349899269e+00,4.789085132605044315e-01
1.467336683417085474e+01,2.121747785124597219e-01,4.317444824615125354e-01,4.317444824615125354e-01,2.248151088115519780e-01,4.882935624917493778e-01,4.882935624917493778e-01,5.649843086658837166e+00,4.814900562447776977e-01
1.477386934673366881e+01,2.214917281957723971e-01,4.255699652962949275e-01,4.255699652962949275e-01,2.192629627095827871e-01,4.764032617928910529e-01,4.764032617928910529e-01,6.740063165918451560e+00,4.989195846242712173e-01
1.487437185929648287e+01,2.371394449630909451e-01,4.204014639009503451e-01,4.204014639009503451e-01,2.170270044609269311e-01,4.655895197963029197e-01,4.655895197963029197e-01,8.029888099430532833e+00,5.358321265194337935e-01
1.497487437185929693e+01,2.615085979199999189e-01,4.164242406742287295e-01,4.164242406742287295e-01,2.185259060931829533e-01,4.558540557760678569e-01,4.558540557760678569e-01,9.542627367100257274e+00,6.002792817584009510e-01
1.507537688442211099e+01,2.984387750382417326e-01,4.139364911716993944e-01,4.139364911716993944e-01,2.244621725711887505e-01,4.472291079581681150e-01,4.472291079581681150e-01,1.129273239759042369e+01,7.063713307070709213e-01
1.517587939698492505e+01,3.542051220417020696e-01,4.134222313584860475e-01,4.134222313584860475e-01,2.359544297715372718e-01,4.397890160229463441e-01,4.397890160229463441e-01,1.327227865441716226e+01,8.793457360833479841e-01
1.527638190954773911e+01,4.392037386297715229e-01,4.156830551888062164e-01,4.156830551888062164e-01,2.547507104007330492e-01,4.336688016344901753e-01,4.336688016344901753e-01,1.542394699696117932e+01,1.165300367179207708e+00
1.537688442211055317e+01,5.706421323118829880e-01,4.220804707604062234e-01,4.220804707604062234e-01,2.835671141973947762e-01,4.290943535624530680e-01,4.290943535624530680e-01,1.758938620502619088e+01,1.649055147389268505e+00
1.547738693467336724e+01,7.759620189475688878e-01,4.349799921517950585e-01,4.349799921517950585e-01,3.266016362488305402e-01,4.264315836991127151e-01,4.264315836991127151e-01,1.942201777944044849e+01,2.481573261170729960e+00
1.557788944723618130e+01,1.093793578744806094e+00,4.585214336625086373e-01,4.585214336625086373e-01,3.902189374653425302e-01,4.262648135387656079e-01,4.262648135387656079e-01,2.029046723234049310e+01,3.897265672776596634e+00
1.567839195979899536e+01,1.561230805960430512e+00,4.997321637771146574e-01,4.997321637771146574e-01,4.835314599203667796e-01,4.295125774328065749e-01,4.295125774328065749e-01,1.935435473863859812e+01,6.126860274050447863e+00
1.577889447236180942e+01,2.171066282002166226e+00,5.693540343105857326e-01,5.693540343105857326e-01,6.178592001181930637e-01,4.375646366106814567e-01,4.375646366106814567e-01,1.618832054439704038e+01,9.051661353403696708e+00
1.587939698492462348e+01,2.820455384503328222e+00,6.802564681715350670e-01,6.802564681715350670e-01,8.032686108734743424e-01,4.523485298920550401e-01,4.523485298920550401e-01,1.166945172961103161e+01,1.186290930299924540e+01
1.597989949748743754e+01,3.335758429731589647e+00,8.402829206028269438e-01,8.402829206028269438e-01,1.042097268055655501e+00,4.761285779697505549e-01,4.761285779697505549e-01,7.484493232453203859e+00,1.358310008856095585e+01
1.608040201005025338e+01,3.576726423396014543e+00,1.039040510542540430e+00,1.039040510542540430e+00,1.323761469874509711e+00,5.108571026579239449e-01,5.108571026579239449e-01,4.557242361588775381e+00,1.396081739585733494e+01
1.618090452261306567e+01,3.509344270758604889e+00,1.237811969473132656e+00,1.237811969473132656e+00,1.624891802252722339e+00,5.571913176435423498e-01,5.571913176435423498e-01,2.794853829484714058e+00,1.338208563755082814e+01
1.628140703517588150e+01,3.206836438487356666e+00,1.382454269075553466e+00,1.382454269075553466e+00,1.914072586468211323e+00,6.137900881472682091e-01,6.137900881472682091e-01,1.789376008648766003e+00,1.231535170338693419e+01
1.638190954773869379e+01,2.793876049724165256e+00,1.439183445806523354e+00,1.439183445806523354e+00,2.158812683707690638e+00,6.775611784812508587e-01,6.775611784812508587e-01,1.215199838182467351e+00,1.107399303685977543e+01
1.648241206030150963e+01,2.375638957530731954e+00,1.414012686200276203e+00,1.414012686200276203e+00,2.332647218520738086e+00,7.445072579783142963e-01,7.445072579783142963e-01,8.789606222249523038e-01,9.825486508792449669e+00
1.658291457286432191e+01,2.006548440591336302e+00,1.336921810223132612e+00,1.336921810223132612e+00,2.420403092802307476e+00,8.102281739650242232e-01,8.102281739650242232e-01,6.758427997698266410e-01,8.648766792434452455e+00
1.668341708542713775e+01,1.700837766331214640e+00,1.238045726218577780e+00,1.238045726218577780e+00,2.420339784763555713e+00,8.700993245789168107e-01,8.700993245789168107e-01,5.499198769022294320e-01,7.576066634160982360e+00
1.678391959798995003e+01,1.453389047293685232e+00,1.137221899585971086e+00,1.137221899585971086e+00,2.342847304269809694e+00,9.197444302644353087e-01,9.197444302644353087e-01,4.709062296802985492e-01,6.616307093281451834e+00
1.688442211055276587e+01,1.253438312395005250e+00,1.044385793812538044e+00,1.044385793812538044e+00,2.206400129913803632e+00,9.558561022632222626e-01,9.558561022632222626e-01,4.219856413415605800e-01,5.767179261497673792e+00
1.698492462311557816e+01,1.090496432462293885e+00,9.631088880198517277e-01,9.631088880198517277e-01,2.032379895306191120e+00,9.768777469525978807e-01,9.768777469525978807e-01,3.935952922188022951e-01,5.021261702472551214e+00
1.708542713567839400e+01,9.560778474525203352e-01,8.936377984494530136e-01,8.936377984494530136e-01,1.840595825824383303e+00,9.831429874010173542e-01,9.831429874010173542e-01,3.802241958752918816e-01,4.369113511921468351e+00
1.718592964824120628e+01,8.437803030272715832e-01,8.347762245861810593e-01,8.347762245861810593e-01,1.646628350044644584e+00,9.764691558047305930e-01,9.764691558047305930e-01,3.787293213918750956e-01,3.800834597704324747e+00
1.728643216080402212e+01,7.488891516835030071e-01,7.848827924552193025e-01,7.848827924552193025e-01,1.461073595086541665e+00,9.594879676570811089e-01,9.594879676570811089e-01,3.874294840331363177e-01,3.306838792289029438e+00
1.738693467336683440e+01,6.679383724461718241e-01,7.423386139410300677e-01,7.423386139410300677e-01,1.290077868164020147e+00,9.350156459759076943e-01,9.350156459759076943e-01,4.056098198971566093e-01,2.878216309313049504e+00
1.748743718592965024e+01,5.983529377198237853e-01,7.057314948538059296e-01,7.057314948538059296e-01,1.136427753423047804e+00,9.056242910991684214e-01,9.056242910991684214e-01,4.332508381658052854e-01,2.506879943366288277e+00
1.758793969849246253e+01,5.381871268186191326e-01,6.739016894859448659e-01,6.739016894859448659e-01,1.000675526505517610e+00,8.734324994385918028e-01,8.734324994385918028e-01,4.708860023140055695e-01,2.185597369299081993e+00
1.768844221105527836e+01,4.859419696395275157e-01,6.459271404435518171e-01,6.459271404435518171e-01,8.820529154574175967e-01,8.400581838653041755e-01,8.400581838653041755e-01,5.195370727252485166e-01,1.907964718611246058e+00
1.778894472361809065e+01,4.404405261018293771e-01,6.210873200964818208e-01,6.210873200964818208e-01,7.791166616004964185e-01,8.066632545333188853e-01,8.066632545333188853e-01,5.807000668227367823e-01,1.668351644577514392e+00
1.788944723618090649e+01,4.007432044020303175e-01,5.988237604605336495e-01,5.988237604605336495e-01,6.901611706571539884e-01,7.740360053247428151e-01,7.740360053247428151e-01,6.563673873343670584e-01,1.461834600268024253e+00
1.798994974874371877e+01,3.660901266446053293e-01,5.787046282419804344e-01,5.787046282419804344e-01,6.134602139880119820e-01,7.426788454440641507e-01,7.426788454440641507e-01,7.490787595603729532e-01,1.284127618341684540e+00
1.809045226130653461e+01,3.358616233576719456e-01,5.603955825724612483e-01,5.603955825724612483e-01,5.473953581837749383e-01,7.128858991349099616e-01,7.128858991349099616e-01,8.619977061813788310e-01,1.131515753902210708e+00
1.819095477386934689e+01,3.095510157073506630e-01,5.436368752970509588e-01,5.436368752970509588e-01,4.905145504312909965e-01,6.848054860784887898e-01,6.848054860784887898e-01,9.990128022719481082e-01,1.000794016286403743e+00
1.829145728643216273e+01,2.867458854249241296e-01,5.282258861295398011e-01,5.282258861295398011e-01,4.415505844675246538e-01,6.584874614555393801e-01,6.584874614555393801e-01,1.164864387889069652e+00,8.892134481762354881e-01
1.839195979899497502e+01,2.671155278856738313e-01,5.140040455646752715e-01,5.140040455646752715e-01,3.994181837845630634e-01,6.339177923636831746e-01,6.339177923636831746e-01,1.365298297627246304e+00,7.944354095486603207e-01
1.849246231155779085e+01,2.504032858354480195e-01,5.008472127705358989e-01,5.008472127705358989e-01,3.632009172942901598e-01,6.110431127744242463e-01,6.110431127744242463e-01,1.607248361716219431e+00,7.144950684212405534e-01
1.859296482412060314e+01,2.364231997982667588e-01,4.886587469125128758e-01,4.886587469125128758e-01,3.321345577742880195e-01,5.897878084020813372e-01,5.897878084020813372e-01,1.899048873166249818e+00,6.477754521755654249e-01
1.869346733668341898e+01,2.250610788093177772e-01,4.773647032284535352e-01,4.773647032284535352e-01,3.055905058841985600e-01,5.700657263236599270e-01,5.700657263236599270e-01,2.250676464366060170e+00,5.929942567177336477e-01
1.879396984924623126e+01,2.162807916817803822e-01,4.669107719715666072e-01,4.669107719715666072e-01,2.830613086818914437e-01,5.517881234573630556e-01,5.517881234573630556e-01,2.674016965362312703e+00,5.492072086828247990e-01
1.889447236180904710e+01,2.101374528653066065e-01,4.572607482174090299e-01,4.572607482174090299e-01,2.641494831318949021e-01,5.348690806291103161e-01,5.348690806291103161e-01,3.183145637295551111e+00,5.158344614173340226e-01
1.899497487437185939e+01,2.068006051368328768e-01,4.483965216140253229e-01,4.483965216140253229e-01,2.485604511590037424e-01,5.192292587786785374e-01,5.192292587786785374e-01,3.794594619355567300e+00,4.927216203307279718e-01
1.909547738693467522e+01,2.065926411519325434e-01,4.403197797239136180e-01,4.403197797239136180e-01,2.361005815254937079e-01,5.047987079559536072e-01,5.047987079559536072e-01,4.527555649557853279e+00,4.802556840039164943e-01
1.919597989949748751e+01,2.100515581205184279e-01,4.330559515742953836e-01,4.330559515742953836e-01,2.266816426593279421e-01,4.915192665469528266e-01,4.915192665469528266e-01,5.403916371812453434e+00,4.795728057730650473e-01
1.929648241206030335e+01,2.180338553445999028e-01,4.266614028327415098e-01,4.266614028327415098e-01,2.203338707289612119e-01,4.793470477977793132e-01,4.793470477977793132e-01,6.447934135568140768e+00,4.929264759366472903e-01
1.939698492462311563e+01,2.318852554517513986e-01,4.212357584829646284e-01,4.212357584829646284e-01,2.172312719813498105e-01,4.682555414844145614e-01,4.682555414844145614e-01,7.685170758501925548e+00,5.243454668603211299e-01
1.949748743718593147e+01,2.537291302289863548e-01,4.169428019979588007e-01,4.169428019979588007e-01,2.177352486927702502e-01,4.582399845978591402e-01,4.582399845978591402e-01,9.139947120981091189e+00,5.808360047083519495e-01
1.959798994974874375e+01,2.869613839550529955e-01,4.140463215821466036e-01,4.140463215821466036e-01,2.224666366968395259e-01,4.493239584145984344e-01,4.493239584145984344e-01,1.082986218076456808e+01,6.746303525322532302e-01
1.969849246231155959e+01,3.371081624540390176e-01,4.129729611950530010e-01,4.129729611950530010e-01,2.324228602411943234e-01,4.415696985056665747e-01,4.415696985056665747e-01,1.275448234997180386e+01,8.274840736054472901e-01
1.979899497487437188e+01,4.133014292325120631e-01,4.144251809607096271e-01,4.144251809607096271e-01,2.491671925838459534e-01,4.350945632576067590e-01,4.350945632576067590e-01,1.487257900793333398e+01,1.078949840723466114e+00
1.989949748743718771e+01,5.306952081332027005e-01,4.195883631237281031e-01,4.195883631237281031e-01,2.751309457824376858e-01,4.300977202251082265e-01,4.300977202251082265e-01,1.705795143891752019e+01,1.501845902903161667e+00
2.000000000000000000e+01,7.138188261296253279e-01,4.305118764473701565e-01,4.305118764473701565e-01,3.140794763986620719e-01,4.269036403432815985e-01,4.269036403432815985e-01,1.902141300846601624e+01,2.227681782266435651e+00
