time,x1,x2,x3,x4,x5
4.545454545454544970e+00,9.963348343451372546e-01,1.002945862379733599e+00,3.407864191933401177e+00,5.051363370846164713e+00,9.600263168550206672e+00
4.646464646464646187e+00,1.162542738687532884e+00,8.905255310754625064e-01,3.606405077110804047e+00,5.066182959289776910e+00,9.512252089282766221e+00
4.747474747474747403e+00,1.363602968417944039e+00,7.951058744382539789e-01,3.764698780363477937e+00,5.052742128529780885e+00,9.299200977123778245e+00
4.848484848484848619e+00,1.606541831755301741e+00,7.146883769292869948e-01,3.875530258699410258e+00,5.014531868015810190e+00,8.981859170692937155e+00
4.949494949494949836e+00,1.899812870963307310e+00,6.476296420543172783e-01,3.933078995951653223e+00,4.951465672555155351e+00,8.578669586928667101e+00
5.050505050505050164e+00,2.253544748683726784e+00,5.926277981245711146e-01,3.933379823384691942e+00,4.860393810421850702e+00,8.104978773317457197e+00
5.151515151515151381e+00,2.679814940312187144e+00,5.487259396162266212e-01,3.874547244675626168e+00,4.735813105969318038e+00,7.572953890006083988e+00
5.252525252525252597e+00,3.192936973810263090e+00,5.153394009113092533e-01,3.756744504553211961e+00,4.570742979069494005e+00,6.992049022886090981e+00
5.353535353535353813e+00,3.809734295445437180e+00,4.923187956458602854e-01,3.581959765655815531e+00,4.357799225759579009e+00,6.369902885001164528e+00
5.454545454545454142e+00,4.549746299725169862e+00,4.800700766836514255e-01,3.353719221151393093e+00,4.090521569599669505e+00,5.713564680915251159e+00
5.555555555555555358e+00,5.435260047693046381e+00,4.797702478069479914e-01,3.076907500698661924e+00,3.764994118237056320e+00,5.030929770586157979e+00
5.656565656565656575e+00,6.490962166377322262e+00,4.937504881340892271e-01,2.757869101584783600e+00,3.381719439381612791e+00,4.332219130033067245e+00
5.757575757575757791e+00,7.742812061765085296e+00,5.261838233469875448e-01,2.404911097319446078e+00,2.947536395308719470e+00,3.631251312892881611e+00
5.858585858585858119e+00,9.215354197678154335e+00,5.843458845369146060e-01,2.029172371495865157e+00,2.477096158809502846e+00,2.946137454378997766e+00
5.959595959595959336e+00,1.092592137398102992e+01,6.809829489248627743e-01,1.645526766051993217e+00,1.993104830108958447e+00,2.298922700172459699e+00
6.060606060606060552e+00,1.287264294680474208e+01,8.388561423183409360e-01,1.272774332134254172e+00,1.524411444872432408e+00,1.713686521064547996e+00
6.161616161616161769e+00,1.501026114186414162e+01,1.099515112702462716e+00,9.321138684026306631e-01,1.101420485838903396e+00,1.212880436391063244e+00
6.262626262626262097e+00,1.720318842768399037e+01,1.539690768790785036e+00,6.433123966732838817e-01,7.494686837552619885e-01,8.124081144818061651e-01
6.363636363636363313e+00,1.914320573341985821e+01,2.297903859064512222e+00,4.194359557492405854e-01,4.823867336268486961e-01,5.170466731313582143e-01
6.464646464646464530e+00,2.024552181384085969e+01,3.598043444402638791e+00,2.627662975052795780e-01,2.993442575194525945e-01,3.185917189796074189e-01
6.565656565656565746e+00,1.966933463467139021e+01,5.691404855448162436e+00,1.647474196417945402e-01,1.869917781254909483e-01,1.984453519108186625e-01
6.666666666666666963e+00,1.683931359065838862e+01,8.552405038644064206e+00,1.104293873243779311e-01,1.259722686353327015e-01,1.339434815366147558e-01
6.767676767676767291e+00,1.240370512522132351e+01,1.147107015828951226e+01,8.463193589648726478e-02,9.816123382063755842e-02,1.051663229681062683e-01
6.868686868686868507e+00,8.052684276893540272e+00,1.341057505706236874e+01,7.612960117445595476e-02,9.096074007249684013e-02,9.880044296699931616e-02
6.969696969696969724e+00,4.908609469153758731e+00,1.397763546176314975e+01,7.845834569652354595e-02,9.775838725224925141e-02,1.082709185886355507e-01
7.070707070707070940e+00,2.991367530592212276e+00,1.350444009909191578e+01,8.870703678192920494e-02,1.163878778377049061e-01,1.320369043241935159e-01
7.171717171717171269e+00,1.896771217362714479e+00,1.247838202528594032e+01,1.061121184702566861e-01,1.475973231853233147e-01,1.720655409564829097e-01
7.272727272727272485e+00,1.274784052047507110e+00,1.124212713549177423e+01,1.311711263683169870e-01,1.942141059854739782e-01,2.331431381604520681e-01
7.373737373737373701e+00,9.129874497078770412e-01,9.982395444403737272e+00,1.652128911030546210e-01,2.608592144201536955e-01,3.228436331547621663e-01
7.474747474747474918e+00,6.958387627125133257e-01,8.788235807458963933e+00,2.102125973574872631e-01,3.539109468734107367e-01,4.518253792284098180e-01
7.575757575757575246e+00,5.618977559014487477e-01,7.696735208578066256e+00,2.686994186380348704e-01,4.814517793980253035e-01,6.341435872306475652e-01
7.676767676767676463e+00,4.780850051909803500e-01,6.719002414794021050e+00,3.436604513744949130e-01,6.529289887190822261e-01,8.872131193756734868e-01
7.777777777777777679e+00,4.261446706749325575e-01,5.853619437404001147e+00,4.383706612256071944e-01,8.782185505021694594e-01,1.230933235331187481e+00
7.878787878787878896e+00,3.957497722081795843e-01,5.093435472969924049e+00,5.560946480410714488e-01,1.165790500962941900e+00,1.685394502566978536e+00
7.979797979797979224e+00,3.809693360820359809e-01,4.428990147120781096e+00,6.996362840756803481e-01,1.519876440494806191e+00,2.266723453145966793e+00
8.080808080808081328e+00,3.784210282294018790e-01,3.850235598205935528e+00,8.707743954031883504e-01,1.937073760809279399e+00,2.981227084823788065e+00
8.181818181818181657e+00,3.862825529213783082e-01,3.347389264661765562e+00,1.069711594494652696e+00,2.403622527737823145e+00,3.819154960565566803e+00
8.282828282828281985e+00,4.037531670079493873e-01,2.911335532038549889e+00,1.294731679095884269e+00,2.895151500553574397e+00,4.750644063781011894e+00
8.383838383838384090e+00,4.307598414261767927e-01,2.533790584680210234e+00,1.542231437795978488e+00,3.380187897977867006e+00,5.726663879649030342e+00
8.484848484848484418e+00,4.678023802151767829e-01,2.207342890286866144e+00,1.807130885576221813e+00,3.826869438380675170e+00,6.686090901563638056e+00
8.585858585858586522e+00,5.158819243235747143e-01,1.925429607290306100e+00,2.083459339257037968e+00,4.210196970084635559e+00,7.566955914310550924e+00
8.686868686868686851e+00,5.764832586943920978e-01,1.682281759287042489e+00,2.364827989751811188e+00,4.516653029654397855e+00,8.317601121425363786e+00
8.787878787878787179e+00,6.515952033022666123e-01,1.472856301348479446e+00,2.644610286154339462e+00,4.744640738184571660e+00,8.903798538931292583e+00
8.888888888888889284e+00,7.437610591075567434e-01,1.292765118786266543e+00,2.915863224637512463e+00,4.901522693610222525e+00,9.310374176960134918e+00
8.989898989898989612e+00,8.561555155490193636e-01,1.138206508487498825e+00,3.171174157435783236e+00,4.999283753267548924e+00,9.538462344114773117e+00
9.090909090909089940e+00,9.926870781708435620e-01,1.005902206682050881e+00,3.402633868694153740e+00,5.050603698406251674e+00,9.600645783450289628e+00
9.191919191919192045e+00,1.158126689849451108e+00,8.930416971639557611e-01,3.602051045886298652e+00,5.066183812107865947e+00,9.515935133874876328e+00
9.292929292929292373e+00,1.358264108290774264e+00,7.972349336493479433e-01,3.761408102510237050e+00,5.053371737464408930e+00,9.305665179712347523e+00
9.393939393939394478e+00,1.600093864670060873e+00,7.164745056159483871e-01,3.873463520049151843e+00,5.015749241416099125e+00,8.990624001626281725e+00
9.494949494949494806e+00,1.892032082139162741e+00,6.491086265208738659e-01,3.932356834888837138e+00,4.953311415124727723e+00,8.589322888186735838e+00
9.595959595959595134e+00,2.244163658263263361e+00,5.938271826208749715e-01,3.934074344281647484e+00,4.862975161934149249e+00,8.117186911725545073e+00
9.696969696969697239e+00,2.668515434119379304e+00,5.496646967621721114e-01,3.876679627134401063e+00,4.739284768425432226e+00,7.586456654857832049e+00
9.797979797979797567e+00,3.179343344619029121e+00,5.160269106177851617e-01,3.760288378503422013e+00,4.575283719856900078e+00,7.006642826631504839e+00
9.898989898989899672e+00,3.793407104181331757e+00,4.927527545768133899e-01,3.586847972307126486e+00,4.363583077062137328e+00,6.385414751163605018e+00
1.000000000000000000e+01,4.530178898089041617e+00,4.802326492971958349e-01,3.359850171852067913e+00,4.097682250290019645e+00,5.729819550395517602e+00
