time,->1,2->1,->2,1->2,->3,4->3,"1,2,3->3",->4,5->4,"1,2,4->4",->5,3->5,"1,2,5->5"
1.6161616161616161,2.0,-0.553826732974189,-1.5,4.519080980505887,3.0,-0.2183789249309824,-6.145746145909614,4.0,-0.240510025362626,-7.287414949465384,4.5,-0.18416701197191038,-8.025940941314877
1.7171717171717171,2.0,-0.7767940378904931,-1.5,5.176487724806393,3.0,-0.14838739777330895,-6.817555399634372,4.0,-0.16084193288090762,-7.955671229644247,4.5,-0.1271595162401342,-8.623411132904009
1.8181818181818181,2.0,-1.1609713706195952,-1.5,5.754862549530513,3.0,-0.09539585547622732,-7.38407885685442,4.0,-0.10224059038108213,-8.498156194956483,4.5,-0.08288980612895847,-9.107906231204359
1.9191919191919191,2.0,-1.8192948532507014,-1.5,6.076498415886258,3.0,-0.05917080040847675,-7.653828870840934,4.0,-0.0629711908448468,-8.721730453255145,4.5,-0.051925840050255134,-9.281905079495283
2.0202020202020203,2.0,-2.8764992805288756,-1.5,5.888369893701473,3.0,-0.03699700569287646,-7.3598092980020455,4.0,-0.03926347776617578,-8.35535037294245,4.5,-0.032588807691229814,-8.867207155086074
2.121212121212121,2.0,-4.3134178933737655,-1.5,5.023479695050515,3.0,-0.02499369161685445,-6.327737025326162,4.0,-0.02657850229944729,-7.220966503044107,4.5,-0.021901986081348253,-7.67883663395955
2.2222222222222223,2.0,-5.76658438005384,-1.5,3.6870796379743442,3.0,-0.019556091780315636,-4.7768920076355625,4.0,-0.02095723216741815,-5.54398405853758,4.5,-0.016850217738652622,-5.9411953243227185
2.323232323232323,2.0,-6.7201183729005045,-1.5,2.38807954740813,3.0,-0.01819520806123049,-3.255528702624352,4.0,-0.0197715404932068,-3.893332319073656,4.5,-0.01521447881635023,-4.230629149226105
2.4242424242424243,2.0,-6.9881966614851345,-1.5,1.4546990314918804,3.0,-0.019614383994350656,-2.1312000141611325,4.0,-0.021735285667310505,-2.6585919045545867,4.5,-0.015723426891847633,-2.946065221061053
2.525252525252525,2.0,-6.742176916246714,-1.5,0.8870356749096661,3.0,-0.02339762239701833,-1.420055792083312,4.0,-0.026560278097481183,-1.8657424611013078,4.5,-0.017808422061773493,-2.117934796291297
2.6262626262626263,2.0,-6.224936381312211,-1.5,0.5631631095780342,3.0,-0.02970604326595952,-0.996754084086669,4.0,-0.034654581948434335,-1.3885216683548343,4.5,-0.021324564551076033,-1.6198265623048842
2.727272727272727,2.0,-5.605675618113239,-1.5,0.3790652653790678,3.0,-0.03911418077350815,-0.747295004213476,4.0,-0.046988659600402716,-1.1081917916485489,4.5,-0.026376149062124946,-1.33129330181453
2.8282828282828283,2.0,-4.976219283723479,-1.5,0.27190171150946396,3.0,-0.0525547533525835,-0.5995312428887375,4.0,-0.06509141843923756,-0.948117559600343,4.5,-0.03323239431454785,-1.1742861085751994
2.929292929292929,2.0,-4.3802364294986145,-1.5,0.20753449186381076,3.0,-0.0713119295984124,-0.5125977645886031,4.0,-0.09111038692652854,-0.8643482626934932,4.5,-0.04229121209399432,-1.1043188018716872
3.0303030303030303,2.0,-3.8358347661326424,-1.5,0.16781036423658646,3.0,-0.09700997819620033,-0.4639816551266627,4.0,-0.12787345251995486,-0.8325950310824379,4.5,-0.05406091625211468,-1.0974829925241705
3.131313131313131,2.0,-3.3483553589112858,-1.5,0.14295056652371707,3.0,-0.13154326557530402,-0.44125597097451696,4.0,-0.17887862341458716,-0.8395078852351786,4.5,-0.06914080546167721,-1.1416016943154934
3.2323232323232323,2.0,-2.9169887224933726,-1.5,0.12755496867787583,3.0,-0.17688533253757208,-0.4374956012070804,4.0,-0.24811349321655826,-0.8775314486805981,4.5,-0.08818664564055576,-1.2308956882746782
3.3333333333333335,2.0,-2.5381158491031868,-1.5,0.11856722438486961,3.0,-0.23471707706610967,-0.44879913678709493,4.0,-0.3395883781683428,-0.941801806660636,4.5,-0.111850307391073,-1.3625976945419256
3.4343434343434343,2.0,-2.2069915931728543,-1.5,0.11423174433012324,3.0,-0.3058559158357075,-0.4729185279277406,4.0,-0.45649588855304046,-1.0281183463603685,4.5,-0.14068898778732017,-1.534486579332877
3.5353535353535355,2.0,-1.918591412004269,-1.5,0.11354796248134119,3.0,-0.38957629072238026,-0.5084728219814838,4.0,-0.6000337446948207,-1.131600411132963,4.5,-0.17505203601186406,-1.7429151833938947
3.6363636363636362,2.0,-1.6680303693190053,-1.5,0.1159781466768782,3.0,-0.4830726211351265,-0.5544970259629113,4.0,-0.7681609035516798,-1.2460379751978559,4.5,-0.21497124251048813,-1.9813949601170866
3.7373737373737375,2.0,-1.4507601034981135,-1.5,0.12128819421297192,3.0,-0.5814247280915005,-0.6102150442232451,4.0,-0.9548046353155416,-1.364100502788955,4.5,-0.2600938240543517,-2.2400999134907535
3.8383838383838382,2.0,-1.2626492154482374,-1.5,0.1294607879936259,3.0,-0.6783184985467704,-0.6749754392122327,4.0,-1.1500787487817115,-1.4784047761131074,4.5,-0.30969077879072016,-2.5066129240876567
3.9393939393939394,2.0,-1.1000024560856965,-1.5,0.14064969118346915,3.0,-0.7673985575253414,-0.7482851259727294,4.0,-1.3417259689660215,-1.5830409631959932,4.5,-0.36274040889619497,-2.767801880037947
4.040404040404041,2.0,-0.959548393460329,-1.5,0.15515877381930906,3.0,-0.8437129708040821,-0.8298616008907364,4.0,-1.5173779622400976,-1.6748529550990972,4.5,-0.41804565261212884,-3.012144001576819
4.141414141414141,2.0,-0.8384117556735468,-1.5,0.17343702574872047,3.0,-0.9046184378547436,-0.9196364348058691,4.0,-1.6667751635664745,-1.753894023461404,4.5,-0.4743274473371841,-3.231580161869917
4.242424242424242,2.0,-0.7340793800297086,-1.5,0.1960849135209369,3.0,-0.9498480701588079,-1.0176870191181255,4.0,-1.783164862749825,-1.822972374591232,4.5,-0.5302592977316918,-3.422294981966126
4.343434343434343,2.0,-0.6443647151808927,-1.5,0.22386971600633618,3.0,-0.9809073160491117,-1.1241226267999507,4.0,-1.863600477591569,-1.88666072819881,4.5,-0.5844506605154831,-3.584417994032499
4.444444444444445,2.0,-0.5673736148273336,-1.5,0.25774878297686127,3.0,-1.00020502514947,-1.2389762397908461,4.0,-1.908376704275616,-1.9502645541842565,4.5,-0.6354164917886929,-3.7210765281083393
4.545454545454545,2.0,-0.5014729311898668,-1.5,0.2989004503035412,3.0,-1.010272674169233,-1.362150443639355,4.0,-1.9200526337100414,-2.0190701474749844,4.5,-0.6815728383866803,-3.837301605225113
4.646464646464646,2.0,-0.44526276553773125,-1.5,0.3487628216062599,3.0,-1.0132365918579553,-1.4934469491595073,4.0,-1.9024504178565533,-2.0979549780626985,4.5,-0.7212810154221608,-3.939114868858928
4.747474747474747,2.0,-0.397552937219127,-1.5,0.4090808905253832,3.0,-1.0105484257059563,-1.6326877142854685,4.0,-1.8598401954247556,-2.1912908516698635,4.5,-0.7529397560726956,-4.032909954765503
4.848484848484849,2.0,-0.3573441884646435,-1.5,0.4819625495265905,3.0,-1.002906373603162,-1.7799175323088041,4.0,-1.7963718341385875,-2.303027609749034,4.5,-0.7751060517398821,-4.125104835592238
4.94949494949495,2.0,-0.32381482102715864,-1.5,0.5699438612889922,3.0,-0.9902931345110311,-1.935665031736074,4.0,-1.7157339173857336,-2.436864087416456,4.5,-0.7866157991903306,-4.221992681898244
5.05050505050505,2.0,-0.29631389906228556,-1.5,0.676063424605118,3.0,-0.9720787620843702,-2.101232368055263,4.0,-1.6209957546634914,-2.5964481576980463,4.5,-0.7866759646769385,-4.3297226572542655
5.151515151515151,2.0,-0.2743629698081133,-1.5,0.8039444820936561,3.0,-0.9471626211938636,-2.2789838474576984,4.0,-1.5145907780012169,-2.785574905019933,4.5,-0.7749094489351253,-4.454362923715153
5.252525252525253,2.0,-0.2576697004556546,-1.5,0.9578810921430789,3.0,-0.9141485958138988,-2.4726084286750747,4.0,-1.3984098045772182,-3.0083647162209006,4.5,-0.7513489009106424,-4.602016274128707
5.353535353535354,2.0,-0.24615939782293014,-1.5,1.1429202886336312,3.0,-0.8715598451519159,-2.687334939256774,4.0,-1.273980577000233,-3.2694019151009948,4.5,-0.7163919531311631,-4.778965622859818
5.454545454545454,2.0,-0.2400350383418257,-1.5,1.3649238899175509,3.0,-0.818104313919934,-2.9300734584546038,4.0,-1.1427129361830504,-3.573802066293793,4.5,-0.6707438442302787,-4.991820459843349
5.555555555555555,2.0,-0.239885123903474,-1.5,1.6305780143079138,3.0,-0.7529988236474113,-3.209431211334099,4.0,-1.0061859541172316,-3.9271540112322394,4.5,-0.6153815001397325,-5.247614048873035
5.656565656565657,2.0,-0.2468752440670446,-1.5,1.9472886499131965,3.0,-0.6763438878763226,-3.5354952349251185,4.0,-0.8664438260066135,-4.335250341256915,4.5,-0.5515738203169568,-5.553758908311437
5.757575757575758,2.0,-0.2630919116734938,-1.5,2.3228436185295256,3.0,-0.5895072790617439,-3.9191801599862366,4.0,-0.7262502625785764,-4.803473265272572,4.5,-0.48098221946388925,-5.917694054169592
5.858585858585858,2.0,-0.2921729422684573,-1.5,2.7646062593034464,3.0,-0.4954192317619006,-4.370800194901282,4.0,-0.5892274908757996,-5.335619844721434,4.5,-0.4058344742991731,-6.345926221296341
5.959595959595959,2.0,-0.3404914744624314,-1.5,3.2777764121943087,3.0,-0.3986209660217917,-4.89732866421177,4.0,-0.459784540034492,-5.931771890098274,4.5,-0.3291053532103987,-6.8419306623457095
6.0606060606060606,2.0,-0.41942807115917047,-1.5,3.8617928840414226,3.0,-0.3048822889744865,-5.497517390124915,4.0,-0.3427373042129096,-6.584418161418154,4.5,-0.2545548664268508,-7.4019574506796975
6.161616161616162,2.0,-0.5497575563512314,-1.5,4.503078342559243,3.0,-0.2202840971677807,-6.153446258477824,4.0,-0.24257608727821267,-7.271141431691092,4.5,-0.18642277368052615,-8.006955841223137
6.262626262626262,2.0,-0.7698453843953925,-1.5,5.160956528305197,3.0,-0.14989373675105241,-6.815918109014354,4.0,-0.16248162289636126,-7.940647809933282,4.5,-0.12866247933465677,-8.60749335477046
6.363636363636363,2.0,-1.148951929532256,-1.5,5.742961720025957,3.0,-0.09647734672536974,-7.380268630793153,4.0,-0.10340933462627165,-8.48793154067467,4.5,-0.08388719114984812,-9.097797387329098
6.4646464646464645,2.0,-1.7990217222013194,-1.5,6.073656544152258,3.0,-0.05986885150389052,-7.65640733791883,4.0,-0.06371834379592149,-8.722205212750891,4.5,-0.05255325950105592,-9.283032101735307
6.565656565656566,2.0,-2.845702427724081,-1.5,5.900800390401417,3.0,-0.03739835562509819,-7.377135519323885,4.0,-0.03968907038216374,-8.37320360604383,4.5,-0.03294948392835891,-8.886076986268248
6.666666666666667,2.0,-4.276202519322032,-1.5,5.051794077197516,3.0,-0.02519445372706654,-6.361467303839751,4.0,-0.026788696307322953,-7.256840661084424,4.5,-0.022085877464875586,-7.716035549982057
6.767676767676767,2.0,-5.735535079144756,-1.5,3.721111537566397,3.0,-0.019632246764127514,-4.816700418728915,4.0,-0.021033264593621256,-5.586700233645919,4.5,-0.016926387179297453,-5.9853844356842
6.8686868686868685,2.0,-6.705287528531184,-1.5,2.415805283068062,3.0,-0.01819214801449937,-3.288528568696789,4.0,-0.019760088593399866,-3.9291811298569614,4.5,-0.015225920234891192,-4.267828469931517
6.96969696969697,2.0,-6.988817730881575,-1.5,1.4725828407461277,3.0,-0.01955167745044985,-2.1532344955533382,4.0,-0.02165418371772711,-2.682910655233607,4.5,-0.01569166913930471,-2.9714197349005183
7.070707070707071,2.0,-6.752220049545958,-1.5,0.8974102591776637,3.0,-0.02327757556754098,-1.4333901692670201,4.0,-0.026407380864838705,-1.8806765051180516,4.5,-0.01774140735638584,-2.1335443895393866
7.171717171717171,2.0,-6.23919101264297,-1.5,0.5690313652088144,3.0,-0.029519464637064664,-1.0046116371668004,4.0,-0.03441310819129658,-1.397370918838148,4.5,-0.021222423694051338,-1.629022653512812
7.2727272727272725,2.0,-5.621063567745887,-1.5,0.38243521561425214,3.0,-0.0388428211970948,-0.7519402859509098,4.0,-0.046628627632090414,-1.1133350336594456,4.5,-0.026234225273663397,-1.3364962460077419
7.373737373737374,2.0,-4.991197722201869,-1.5,0.2738962349123631,3.0,-0.05217184288403074,-0.6022870150020496,4.0,-0.06456872663095244,-0.9509676668686367,4.5,-0.03304257822061093,-1.1769331486603551
7.474747474747475,2.0,-4.394117903729482,-1.5,0.208751628813754,3.0,-0.07078218937468216,-0.5141964207079176,4.0,-0.09036507584568197,-0.8656937996069916,4.5,-0.04204251947149745,-1.1052001435915415
7.575757575757575,2.0,-3.848367604289033,-1.5,0.16856932677043462,3.0,-0.09629035587960506,-0.46482615968831587,4.0,-0.12682871744612953,-0.8328688719425918,4.5,-0.05373988372760698,-1.0970121552085477
7.6767676767676765,2.0,-3.3595012073970105,-1.5,0.1434255015572941,3.0,-0.13058579774381646,-0.4415699056657227,4.0,-0.1774426238751347,-0.838949581780414,4.5,-0.06873209027489899,-1.1399816646378966
7.777777777777778,2.0,-2.9268097187020006,-1.5,0.12784340120247975,3.0,-0.1756437101004339,-0.43740426914162733,4.0,-0.2461866470662375,-0.8762825097716226,4.5,-0.08767413224512144,-1.2282196318906518
7.878787878787879,2.0,-2.546717736484962,-1.5,0.11872493166245388,3.0,-0.2331581001925884,-0.4483737602324996,4.0,-0.33707890051339573,-0.9399656558490703,4.5,-0.11121892960821429,-1.358917359217826
7.979797979797979,2.0,-2.2144950735603905,-1.5,0.1142908008246108,3.0,-0.30397528809896124,-0.47220116151706404,4.0,-0.45334469062919336,-1.025800743756788,4.5,-0.13992725681513607,-1.5298655483935923
8.080808080808081,2.0,-1.9251177991029678,-1.5,0.11352630846882056,3.0,-0.3874147521618559,-0.5074908404453624,4.0,-0.5962454169647576,-1.1289344244241206,4.5,-0.17415487908063768,-1.7374712058858528
8.181818181818182,2.0,-1.6736946323308828,-1.5,0.11588476587641348,3.0,-0.48072450554756463,-0.5532711265724753,4.0,-0.7638309921131134,-1.2431901744551335,4.5,-0.21394231889893056,-1.9753251048804363
8.282828282828282,2.0,-1.455667766019275,-1.5,0.1211259501023848,3.0,-0.5790303001107149,-0.6087626072877619,4.0,-0.9501288127562024,-1.361255003199429,4.5,-0.25894633581917686,-2.233678617165652
8.383838383838384,2.0,-1.2668952923401051,-1.5,0.12922795242785304,3.0,-0.6760375795955734,-0.6733106277473664,4.0,-1.1453327759298062,-1.4757295044796053,4.5,-0.30844628755919573,-2.5001588978208495
8.484848484848484,2.0,-1.103671445143433,-1.5,0.14034071406455303,3.0,-0.7653738876761351,-0.7464175274940033,4.0,-1.3372181803127277,-1.5806505478033834,4.5,-0.3614261771152444,-2.761623676059288
8.585858585858587,2.0,-0.962714803645153,-1.5,0.1547645772970724,3.0,-0.8420393940169272,-0.8277953401866297,4.0,-1.5133911828621103,-1.6727859130415021,4.5,-0.4166918678514076,-3.006485764919049
8.686868686868687,2.0,-0.8411408796435212,-1.5,0.17294497760831762,3.0,-0.9033306059308797,-0.9173709513058621,4.0,-1.6635202242850728,-1.7521131788394528,4.5,-0.47296559795036225,-3.2265880167231504
8.787878787878787,2.0,-0.7364281506742397,-1.5,0.19547856099067998,3.0,-0.9489281476369144,-1.0152194506745464,4.0,-1.7807597077862587,-1.8213842656084656,4.5,-0.5289220572308679,-3.418011912354455
8.88888888888889,2.0,-0.6463825593931333,-1.5,0.22312831773226702,3.0,-0.9803045387220446,-1.1214507397575726,4.0,-1.8620748353920271,-1.8851420067452083,4.5,-0.5831726449275025,-3.5808010197288116
8.98989898989899,2.0,-0.5691032542437494,-1.5,0.2568466546647058,3.0,-0.9998567506535099,-1.2361005751468057,4.0,-1.9076924688229546,-1.9486843723944027,4.5,-0.6342348314871566,-3.7180231057099165
9.09090909090909,2.0,-0.5029511033410254,-1.5,0.29780612345125307,3.0,-1.0101207396812504,-1.3590747423171246,4.0,-1.920129156690058,-2.0173042956842377,4.5,-0.6805267737388307,-3.8346750481350456
9.191919191919192,2.0,-0.4465208485819779,-1.5,0.34743800695483534,3.0,-1.0132367624215732,-1.4901763336066316,4.0,-1.9031870267749753,-2.0958912359462643,4.5,-0.7204102091772597,-3.936763013070251
9.292929292929292,2.0,-0.39861746682467397,-1.5,0.4074792324872323,3.0,-1.0106743474928819,-1.6292247254355576,4.0,-1.8611330359424696,-2.188828746340972,4.5,-0.7522816205020475,-4.030676646677643
9.393939393939394,2.0,-0.3582372528079742,-1.5,0.48002815940101823,3.0,-1.00314984828322,-1.7762564294655698,4.0,-1.7981248003252563,-2.300075060094886,4.5,-0.7746927040098304,-4.122835701210763
9.494949494949495,2.0,-0.32455431326043693,-1.5,0.5676096246417488,3.0,-0.9906622830249456,-1.931784996130562,4.0,-1.7178645776373473,-2.43333275047779,4.5,-0.7864713669777674,-4.219536979733177
9.595959595959595,2.0,-0.2969135913104375,-1.5,0.673249097478979,3.0,-0.9725950323868299,-2.0970904037693665,4.0,-1.6234373823451091,-2.592248557957294,4.5,-0.7868148688563296,-4.326932662806657
9.696969696969697,2.0,-0.27483234838108606,-1.5,0.8005546302358137,3.0,-0.9478569536850865,-2.2745079899540817,4.0,-1.5172913309715665,-2.780611788758888,4.5,-0.7753359254268802,-4.451091639385609
9.797979797979798,2.0,-0.2580134553088926,-1.5,0.9538030033857087,3.0,-0.91505674397138,-2.4676918413628557,4.0,-1.401328565326301,-3.0025330961197967,4.5,-0.7520576757006845,-4.598114186525125
9.8989898989899,2.0,-0.2463763772884067,-1.5,1.1380221312543994,3.0,-0.8727166154124275,-2.6818314215938965,4.0,-1.277082950232721,-3.2625843908498378,4.5,-0.7173695944614253,-4.774277039839207
10.0,2.0,-0.24011632464859792,-1.5,1.3590536694267124,3.0,-0.819536450058004,-2.923795127201843,4.0,-1.1459639100791035,-3.565868352282868,4.5,-0.6719700343704136,-4.986180223613223
