time,->1,1->1,2->1,3->1,->2,2->2,3->2,4->2,->3,3->3,4->3,1->3,->4,4->4,1->4,2->4,->5,8->5,5->5,->6,8->6,6->6,->7,8->7,7->7,->8,2->8,8->8,->9,4->9,9->9,8->10,10->10,->10
0.0,8.0,-3.0,-1.0,-3.0,8.0,-1.0,-3.0,-5.0,8.0,-3.0,-5.0,-3.0,8.0,-5.0,-3.0,-1.0,8.0,17.0,-30.0,12.0,17.0,-30.0,10.0,17.0,-30.000000000000004,20.0,-0.08,-17.0,10.0,-1.25,-8.0,14.450000000000001,-1.9999999999999998,-11.0
0.10101010101010101,8.0,-3.393102673481723,-0.9636092414181611,-2.3120418990199254,8.0,-0.9636092414181611,-2.3120418990199254,-4.553522053421638,8.0,-2.3120418990199254,-4.553522053421638,-3.393102673481723,8.0,-4.553522053421638,-3.393102673481723,-0.9636092414181611,8.0,19.477255975969314,-27.208742560896003,12.0,19.477255975969314,-31.02069898971205,10.0,19.477255975969314,-29.100029380348136,20.0,-0.0742834216117187,-19.477255975969314,10.0,-1.0367281545498606,-8.496506485177886,18.96817501767162,-2.965087356129779,-11.0
0.20202020202020202,8.0,-3.8703053883809333,-1.0226225921947334,-1.8786419241962047,8.0,-1.0226225921947334,-1.8786419241962047,-4.132707111220276,8.0,-1.8786419241962047,-4.132707111220276,-3.8703053883809333,8.0,-4.132707111220276,-3.8703053883809333,-1.0226225921947334,8.0,19.86018893494838,-27.76150335605309,12.0,19.86018893494838,-31.772078060883672,10.0,19.86018893494838,-29.765827034677475,20.0,-0.08366055728536609,-19.86018893494838,10.0,-0.8539634033565318,-8.830885074333697,19.721355226592305,-4.740150802537652,-11.0
0.30303030303030304,8.0,-4.321997111123802,-1.1636622272215456,-1.5763495108168453,8.0,-1.1636622272215456,-1.5763495108168453,-3.6966013361912435,8.0,-1.5763495108168453,-3.6966013361912435,-4.321997111123802,8.0,-3.6966013361912435,-4.321997111123802,-1.1636622272215456,8.0,19.895989758135467,-27.88553665010542,12.0,19.895989758135467,-31.889069917859924,10.0,19.895989758135467,-29.887443609358755,20.0,-0.10832878232497663,-19.895989758135467,10.0,-0.6832430719365443,-9.077839410555898,19.792520422791572,-6.4979404690549485,-11.0
0.40404040404040403,8.0,-4.6669225672043995,-1.3942727783553064,-1.3622580545605958,8.0,-1.3942727783553064,-1.3622580545605958,-3.257088289027189,8.0,-1.3622580545605958,-3.257088289027189,-4.6669225672043995,8.0,-3.257088289027189,-4.6669225672043995,-1.3942727783553064,8.0,19.867339355800897,-27.878754538366202,12.0,19.867339355800897,-31.87804913450387,10.0,19.867339355800897,-29.8784135473871,20.0,-0.15551972643701004,-19.867339355800897,10.0,-0.530431206125903,-9.276714378961712,19.735558653927765,-7.662947873260012,-11.0
0.5050505050505051,8.0,-4.853712944955665,-1.727071735056181,-1.2185152772620216,8.0,-1.727071735056181,-1.2185152772620216,-2.8359536919795296,8.0,-1.2185152772620216,-2.8359536919795296,-4.853712944955665,8.0,-2.8359536919795296,-4.853712944955665,-1.727071735056181,8.0,19.803411159887393,-27.82814805082201,12.0,19.803411159887393,-31.8255837284596,10.0,19.803411159887393,-29.82680037576451,20.0,-0.2386221422423974,-19.803411159887393,10.0,-0.4021316671526163,-9.441413144004393,19.60875467837763,-8.219970255039792,-11.0
0.6060606060606061,8.0,-4.861551024957023,-2.1676181881870393,-1.1370782902522285,8.0,-2.1676181881870393,-1.1370782902522285,-2.449425615298937,8.0,-1.1370782902522285,-2.449425615298937,-4.861551024957023,8.0,-2.449425615298937,-4.861551024957023,-2.1676181881870393,8.0,19.693674027435776,-27.735770049665625,12.0,19.693674027435776,-31.731201216874815,10.0,19.693674027435776,-29.73335616509306,20.0,-0.3758854887807411,-19.693674027435776,10.0,-0.2999842922441288,-9.575873954145829,19.392039834944924,-8.375699136227091,-11.0
0.7070707070707071,8.0,-4.696581016218042,-2.7006914475137265,-1.1156991109244478,8.0,-2.7006914475137265,-1.1156991109244478,-2.1062331428805625,8.0,-1.1156991109244478,-2.1062331428805625,-4.696581016218042,8.0,-2.1062331428805625,-4.696581016218042,-2.7006914475137265,8.0,19.521617425659308,-27.586909556020682,12.0,19.521617425659308,-31.57961598355302,10.0,19.521617425659308,-29.583049383641384,20.0,-0.583498743573903,-19.521617425659308,10.0,-0.22181090260842662,-9.682458887896471,19.05467734569026,-8.282012984306427,-11.0
0.8080808080808081,8.0,-4.387969073851364,-3.2804324982131035,-1.157263509138635,8.0,-3.2804324982131035,-1.157263509138635,-1.8107830247958265,8.0,-1.157263509138635,-1.8107830247958265,-4.387969073851364,8.0,-1.8107830247958265,-4.387969073851364,-3.2804324982131035,8.0,19.279728983076115,-27.370262852985604,12.0,19.279728983076115,-31.359755651367756,10.0,19.279728983076115,-29.36469054186691,20.0,-0.860898990026613,-19.279728983076115,10.0,-0.16394675814443616,-9.764324921959268,18.58539748304326,-8.011232606997876,-11.0
0.9090909090909091,8.0,-3.982007642264184,-3.8347812032019926,-1.2696953699988525,8.0,-3.8347812032019926,-1.2696953699988525,-1.5659675398098534,8.0,-1.2696953699988525,-1.5659675398098534,-3.982007642264184,8.0,-1.5659675398098534,-3.982007642264184,-3.8347812032019926,8.0,18.984521964172867,-27.09328299823236,12.0,18.984521964172867,-31.080003839677566,10.0,18.984521964172867,-29.08622062790984,20.0,-1.1764437501145057,-18.984521964172867,10.0,-0.12261271678690625,-9.82524851222516,18.0206037104081,-7.608333743736406,-11.0
1.0101010101010102,8.0,-3.530966989657526,-4.286559655069301,-1.465001680479531,8.0,-4.286559655069301,-1.465001680479531,-1.3738603267650684,8.0,-1.465001680479531,-1.3738603267650684,-3.530966989657526,8.0,-1.3738603267650684,-3.530966989657526,-4.286559655069301,8.0,18.681728627795074,-26.79131151075662,12.0,18.681728627795074,-30.777031105381376,10.0,18.681728627795074,-28.783687021917235,20.0,-1.4699674941174274,-18.681728627795074,10.0,-0.09437460987295104,-9.869055009706466,17.450349226128903,-7.1308734124596915,-11.0
1.1111111111111112,8.0,-3.079874786220246,-4.57772229428008,-1.756020004571739,8.0,-4.57772229428008,-1.756020004571739,-1.235454686665902,8.0,-1.756020004571739,-1.235454686665902,-3.079874786220246,8.0,-1.235454686665902,-3.079874786220246,-4.57772229428008,8.0,18.43257743939349,-26.52046395994987,12.0,18.43257743939349,-30.5079327121343,10.0,18.43257743939349,-28.513736479801672,20.0,-1.6764433122839102,-18.43257743939349,10.0,-0.07631741414023711,-9.899250745166434,16.987995552961895,-6.655016991465833,-11.0
1.2121212121212122,8.0,-2.6587389307652125,-4.681325317115145,-2.14936804708807,8.0,-4.681325317115145,-2.14936804708807,-1.1510964386967957,8.0,-2.14936804708807,-1.1510964386967957,-2.6587389307652125,8.0,-1.1510964386967957,-2.6587389307652125,-4.681325317115145,8.0,18.28950860081451,-26.33679715111843,12.0,18.28950860081451,-30.328753970938347,10.0,18.28950860081451,-28.33243472916461,20.0,-1.753184537973057,-18.28950860081451,10.0,-0.0662511505590223,-9.918781349501266,16.7253062429634,-6.257623670937264,-11.0
1.3131313131313131,8.0,-2.2831588111379033,-4.600362316526025,-2.6347852510392493,8.0,-4.600362316526025,-2.6347852510392493,-1.12193673872683,8.0,-2.6347852510392493,-1.12193673872683,-2.2831588111379033,8.0,-1.12193673872683,-2.2831588111379033,-4.600362316526025,8.0,18.277720004453656,-26.27590218615943,12.0,18.277720004453656,-30.274024562374176,10.0,18.277720004453656,-28.27482000171395,20.0,-1.6930666754650154,-18.277720004453656,10.0,-0.06293710228524976,-9.929814340650841,16.703752428060266,-5.997607035755832,-11.0
