time,R_energy_linear
0.000000000000000000e+00,-7.709897161758887814e+05
1.010101010101010083e-01,-3.960574943655154202e+05
2.020202020202020166e-01,-4.751404108293113532e+05
3.030303030303030387e-01,-5.087754514581302064e+05
4.040404040404040331e-01,-5.224320141738282982e+05
5.050505050505050830e-01,-5.270009780188394943e+05
6.060606060606060774e-01,-5.268523457937088097e+05
7.070707070707070718e-01,-5.232109405523433234e+05
8.080808080808080662e-01,-5.159177051931392052e+05
9.090909090909090606e-01,-5.047501363338317024e+05
1.010101010101010166e+00,-4.904347922812520992e+05
1.111111111111111160e+00,-4.749578140680888901e+05
1.212121212121212155e+00,-4.609956586767133558e+05
1.313131313131313149e+00,-4.510262694215231459e+05
1.414141414141414144e+00,-4.467248403855370125e+05
1.515151515151515138e+00,-4.486634113420017529e+05
1.616161616161616132e+00,-4.561665616007256322e+05
1.717171717171717127e+00,-4.674707194000305026e+05
1.818181818181818121e+00,-4.803353766770765651e+05
1.919191919191919116e+00,-4.928091102995201363e+05
2.020202020202020332e+00,-5.036734434253970976e+05
2.121212121212121104e+00,-5.124282713212625240e+05
2.222222222222222321e+00,-5.190463695420598378e+05
2.323232323232323093e+00,-5.237468436032386962e+05
2.424242424242424310e+00,-5.268582088028098224e+05
2.525252525252525082e+00,-5.287349186783208279e+05
2.626262626262626299e+00,-5.296992147052313667e+05
2.727272727272727071e+00,-5.300015621125375619e+05
2.828282828282828287e+00,-5.297822668005416635e+05
2.929292929292929060e+00,-5.290173133848747239e+05
3.030303030303030276e+00,-5.274618921254682355e+05
3.131313131313131048e+00,-5.246258267903863452e+05
3.232323232323232265e+00,-5.198234760233130073e+05
3.333333333333333481e+00,-5.123900216218549758e+05
3.434343434343434254e+00,-5.021085439786018687e+05
3.535353535353535470e+00,-4.896477030587238260e+05
3.636363636363636243e+00,-4.766253865574452793e+05
3.737373737373737459e+00,-4.651620112597150728e+05
3.838383838383838231e+00,-4.572350785975136096e+05
3.939393939393939448e+00,-4.541772204196393723e+05
4.040404040404040664e+00,-4.563784051729346975e+05
4.141414141414140992e+00,-4.631866817042080802e+05
4.242424242424242209e+00,-4.731045215754321543e+05
4.343434343434343425e+00,-4.843044845254957327e+05
4.444444444444444642e+00,-4.952033250578074367e+05
4.545454545454544970e+00,-5.047822936052318546e+05
4.646464646464646187e+00,-5.125831809530946775e+05
4.747474747474747403e+00,-5.185405820651111426e+05
4.848484848484848619e+00,-5.228133299228576361e+05
4.949494949494949836e+00,-5.256666279875078471e+05
5.050505050505050164e+00,-5.273927082535112277e+05
5.151515151515151381e+00,-5.282534026084347861e+05
5.252525252525252597e+00,-5.284373933711089194e+05
5.353535353535353813e+00,-5.280162121706224279e+05
5.454545454545454142e+00,-5.268964211728714872e+05
5.555555555555555358e+00,-5.247855666747847572e+05
5.656565656565656575e+00,-5.212065795044950792e+05
5.757575757575757791e+00,-5.156064495798693970e+05
5.858585858585858119e+00,-5.076184289765791618e+05
5.959595959595959336e+00,-4.974240685169756180e+05
6.060606060606060552e+00,-4.859855599569529295e+05
6.161616161616161769e+00,-4.749159603512225440e+05
6.262626262626262097e+00,-4.660288248382091406e+05
6.363636363636363313e+00,-4.608292603549474734e+05
6.464646464646464530e+00,-4.601397034416311653e+05
6.565656565656565746e+00,-4.639066170861776918e+05
6.666666666666666963e+00,-4.712291056103841984e+05
6.767676767676767291e+00,-4.806607474843176315e+05
6.868686868686868507e+00,-4.906835147122636554e+05
6.969696969696969724e+00,-5.001052385938034859e+05
7.070707070707070940e+00,-5.082140571034760796e+05
7.171717171717171269e+00,-5.147210903057447867e+05
7.272727272727272485e+00,-5.196244578442259808e+05
7.373737373737373701e+00,-5.230858614413854666e+05
7.474747474747474918e+00,-5.253382944926997880e+05
7.575757575757575246e+00,-5.266201376707958989e+05
7.676767676767676463e+00,-5.271243703053897480e+05
7.777777777777777679e+00,-5.269556505417588633e+05
7.878787878787878896e+00,-5.260880404750369489e+05
7.979797979797979224e+00,-5.243317128553548828e+05
8.080808080808081328e+00,-5.213343652840917348e+05
8.181818181818181657e+00,-5.166525231658606790e+05
8.282828282828281985e+00,-5.099346729095255141e+05
8.383838383838384090e+00,-5.012024435524676228e+05
8.484848484848484418e+00,-4.910915144788367907e+05
8.585858585858586522e+00,-4.808495798979411484e+05
8.686868686868686851e+00,-4.720465381429864792e+05
8.787878787878787179e+00,-4.661365634258511127e+05
8.888888888888889284e+00,-4.640785498232989339e+05
8.989898989898989612e+00,-4.661025141525855870e+05
9.090909090909089940e+00,-4.716653083685024758e+05
9.191919191919192045e+00,-4.796374137368232477e+05
9.292929292929292373e+00,-4.886726904345166986e+05
9.393939393939394478e+00,-4.975851088830676163e+05
9.494949494949494806e+00,-5.055637459820215590e+05
9.595959595959595134e+00,-5.121910452471476165e+05
9.696969696969697239e+00,-5.173518916058111354e+05
9.797979797979797567e+00,-5.211228473134005908e+05
9.898989898989899672e+00,-5.236793487629783922e+05
1.000000000000000000e+01,-5.252259807867251802e+05
