time,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+01,3.000000000000000000e+01,3.000000000000000355e+01,1.700000000000000000e+01,8.000000000000000000e+00,1.999999999999999778e+00
1.010101010101010083e-01,3.393102673481723119e+00,9.636092414181610666e-01,2.312041899019925406e+00,4.553522053421637850e+00,2.720874256089600252e+01,3.102069898971204864e+01,2.910002938034813624e+01,1.947725597596931379e+01,8.496506485177885537e+00,2.965087356129779028e+00
2.020202020202020166e-01,3.870305388380933298e+00,1.022622592194733393e+00,1.878641924196204682e+00,4.132707111220275564e+00,2.776150335605309039e+01,3.177207806088367192e+01,2.976582703467747493e+01,1.986018893494837911e+01,8.830885074333696849e+00,4.740150802537652197e+00
3.030303030303030387e-01,4.321997111123802249e+00,1.163662227221545553e+00,1.576349510816845267e+00,3.696601336191243536e+00,2.788553665010541849e+01,3.188906991785992417e+01,2.988744360935875477e+01,1.989598975813546744e+01,9.077839410555897715e+00,6.497940469054948487e+00
4.040404040404040331e-01,4.666922567204399463e+00,1.394272778355306386e+00,1.362258054560595788e+00,3.257088289027188832e+00,2.787875453836620210e+01,3.187804913450386834e+01,2.987841354738710109e+01,1.986733935580089749e+01,9.276714378961711915e+00,7.662947873260011811e+00
5.050505050505050830e-01,4.853712944955664632e+00,1.727071735056181057e+00,1.218515277262021579e+00,2.835953691979529623e+00,2.782814805082200849e+01,3.182558372845959838e+01,2.982680037576450971e+01,1.980341115988739276e+01,9.441413144004393132e+00,8.219970255039791951e+00
6.060606060606060774e-01,4.861551024957022626e+00,2.167618188187039330e+00,1.137078290252228507e+00,2.449425615298936876e+00,2.773577004966562498e+01,3.173120121687481543e+01,2.973335616509305979e+01,1.969367402743577600e+01,9.575873954145828648e+00,8.375699136227090946e+00
7.070707070707070718e-01,4.696581016218042137e+00,2.700691447513726473e+00,1.115699110924447846e+00,2.106233142880562514e+00,2.758690955602068229e+01,3.157961598355301902e+01,2.958304938364138437e+01,1.952161742565930780e+01,9.682458887896471467e+00,8.282012984306426517e+00
8.080808080808080662e-01,4.387969073851364143e+00,3.280432498213103454e+00,1.157263509138634960e+00,1.810783024795826535e+00,2.737026285298560424e+01,3.135975565136775600e+01,2.936469054186690997e+01,1.927972898307611516e+01,9.764324921959268266e+00,8.011232606997875649e+00
9.090909090909090606e-01,3.982007642264183911e+00,3.834781203201992561e+00,1.269695369998852463e+00,1.565967539809853371e+00,2.709328299823236108e+01,3.108000383967756619e+01,2.908622062790983875e+01,1.898452196417286686e+01,9.825248512225160269e+00,7.608333743736405808e+00
1.010101010101010166e+00,3.530966989657525978e+00,4.286559655069300590e+00,1.465001680479530943e+00,1.373860326765068418e+00,2.679131151075662132e+01,3.077703110538137565e+01,2.878368702191723472e+01,1.868172862779507426e+01,9.869055009706466208e+00,7.130873412459691529e+00
1.111111111111111160e+00,3.079874786220246019e+00,4.577722294280079929e+00,1.756020004571738902e+00,1.235454686665901969e+00,2.652046395994986838e+01,3.050793271213429847e+01,2.851373647980167192e+01,1.843257743939349069e+01,9.899250745166433774e+00,6.655016991465832810e+00
