time,1->1,2->1,3->1,4->1,5->1,6->1,7->1,8->1,9->1,10->1,1->2,2->2,3->2,4->2,5->2,6->2,7->2,8->2,9->2,10->2,1->3,2->3,3->3,4->3,5->3,6->3,7->3,8->3,9->3,10->3,1->4,2->4,3->4,4->4,5->4,6->4,7->4,8->4,9->4,10->4,1->5,2->5,3->5,4->5,5->5,6->5,7->5,8->5,9->5,10->5,1->6,2->6,3->6,4->6,5->6,6->6,7->6,8->6,9->6,10->6,1->7,2->7,3->7,4->7,5->7,6->7,7->7,8->7,9->7,10->7,1->8,2->8,3->8,4->8,5->8,6->8,7->8,8->8,9->8,10->8,1->9,2->9,3->9,4->9,5->9,6->9,7->9,8->9,9->9,10->9,1->10,2->10,3->10,4->10,5->10,6->10,7->10,8->10,9->10,10->10
0.0,-2.0000009977039213,-3.000000000419334,-3.000000000419334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.000001000146412,-1.000000000139778,-1.000000000139778,0.0,0.0,0.0,0.0,0.0,0.0,-2.9999999995311555,0.0,-6.000001000927568,-2.9999999995311555,0.0,0.0,0.0,0.0,0.0,0.0,-5.00000000069889,-4.999999998922533,0.0,-6.00000100003939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.00000104850187,0.0,0.0,30.00000003794412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.00000103017919,0.0,30.00000003083869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.00000102512968,30.00000003794412,0.0,0.0,0.0,-1.7000008654122212,0.0,0.0,0.0,0.0,0.0,-14.050001020393665,0.0,0.0,0.0,0.0,0.0,-4.000000402015758,0.0,0.0,0.0,0.0,-7.250001000436157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4000001036815775,0.0,-0.5500009980785592
0.10077519379844961,-2.060924672697695,-3.392041802108281,-3.392041802108281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7949076158142443,-0.9635708197452963,-0.9635708188848735,0.0,0.0,0.0,0.0,0.0,0.0,-2.3132692508198716,0.0,-4.57307703172205,-2.3132692508198716,0.0,0.0,0.0,0.0,0.0,0.0,-4.554495727226993,-4.554495726338814,0.0,-5.4646050742235275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.95242791261876,0.0,0.0,27.22605176774806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.574960398155326,0.0,31.03731801168408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.734246070527547,29.11696084773041,0.0,0.0,0.0,-1.8789328777302217,0.0,0.0,0.0,0.0,0.0,-19.045777644777218,0.0,0.0,0.0,0.0,0.0,-3.8693061736871925,0.0,0.0,0.0,0.0,-8.028321432984598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.790930627469493,0.0,2.0723539968514615
0.20155038759689922,-2.6386072162765117,-3.8680714045113973,-3.8680714053995757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05932202584713053,-1.0221593420567388,-1.0221593420567388,0.0,0.0,0.0,0.0,0.0,0.0,-1.8803040582326958,0.0,-3.7633788063651252,-1.8803040582326958,0.0,0.0,0.0,0.0,0.0,0.0,-4.1346982841972135,-4.134698283309035,0.0,-5.159628316597775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.68665565255901,0.0,0.0,27.787755169317307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.708350552328568,0.0,31.79860262036982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.695574526034108,29.792214606416678,0.0,0.0,0.0,-2.0329589718315333,0.0,0.0,0.0,0.0,0.0,-19.829952819572227,0.0,0.0,0.0,0.0,0.0,-3.6507639831206973,0.0,0.0,0.0,0.0,-8.5139407683954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.469443625675922,0.0,-0.744033243904596
0.3023255813953488,-3.378781785023932,-4.319137515196303,-4.319137516084481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3974298041775626,-1.1623823286122104,-1.1623823286122104,0.0,0.0,0.0,0.0,0.0,0.0,-1.5781234239398145,0.0,-3.1750664799545802,-1.5781234239398145,0.0,0.0,0.0,0.0,0.0,0.0,-3.6996811161316145,-3.699681115243436,0.0,-4.880883077262865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.905151564311392,0.0,0.0,27.918520618508413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.9128694694637,0.0,31.922379573112725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.909309635922643,29.920599655341995,0.0,0.0,0.0,-2.3168487453765345,0.0,0.0,0.0,0.0,0.0,-19.931338942322935,0.0,0.0,0.0,0.0,0.0,-3.3579456806265284,0.0,0.0,0.0,0.0,-8.837002714923159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.040270433251067,0.0,-4.220817825029144
0.40310077519379844,-4.084358101064112,-4.664387359021305,-4.664387359021305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5916180985110486,-1.3916748664577483,-1.3916748664577483,0.0,0.0,0.0,0.0,0.0,0.0,-1.3639075151505864,0.0,-2.653327043855569,-1.3639075151505864,0.0,0.0,0.0,0.0,0.0,0.0,-3.261123654674236,-3.261123654674236,0.0,-4.5783105386831835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.92906380696958,0.0,0.0,27.92298680284744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.9287833115689,0.0,31.922846557203012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.928978672266737,29.92294423653785,0.0,0.0,0.0,-2.7717873998245324,0.0,0.0,0.0,0.0,0.0,-19.930660507261333,0.0,0.0,0.0,0.0,0.0,-3.02470304935909,0.0,0.0,0.0,0.0,-9.081811134015183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.40200720029361,0.0,-6.632095063352494
0.5038759689922481,-4.6475122881251,-4.852556534262753,-4.852556534262753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49434667470649174,-1.7225789767927324,-1.7225789767927324,0.0,0.0,0.0,0.0,0.0,0.0,-1.2198192413936937,0.0,-2.132871147697557,-1.2198192413936937,0.0,0.0,0.0,0.0,0.0,0.0,-2.840675130677539,-2.840675130677539,0.0,-4.256486775489066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.90804166613592,0.0,0.0,27.892830534503865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.904953030292837,0.0,31.89128621861048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.90642372163732,29.892021563282523,0.0,0.0,0.0,-3.4240781037198076,0.0,0.0,0.0,0.0,0.0,-19.903605685378523,0.0,0.0,0.0,0.0,0.0,-2.681505803847628,0.0,0.0,0.0,0.0,-9.282825008449791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.544562133180563,0.0,-7.890432239143763
0.6046511627906976,-5.023915491952913,-4.862673148808838,-4.862673147809637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08613032775883767,-2.1607660247724425,-2.1607660247724425,0.0,0.0,0.0,0.0,0.0,0.0,-1.137802169814961,0.0,-1.5928129400988311,-1.137802169814961,0.0,0.0,0.0,0.0,0.0,0.0,-2.454534452578372,-2.454534452578372,0.0,-3.9325090788189243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.86174843227851,0.0,0.0,27.83565997188653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.856106757599534,0.0,31.832839136658464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.858768801793723,29.83417015756107,0.0,0.0,0.0,-4.280386128541203,0.0,0.0,0.0,0.0,0.0,-19.85259147707641,0.0,0.0,0.0,0.0,0.0,-2.350019811414583,0.0,0.0,0.0,0.0,-9.449629425617445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8979279140391,0.0,-8.439408487825872
0.7054263565891473,-5.208078189600229,-4.7005233470009955,-4.700523346112817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6099507956491834,-2.691472600346856,-2.691472600346856,0.0,0.0,0.0,0.0,0.0,0.0,-1.115557895864372,0.0,-1.0430868400135296,-1.115557895864372,0.0,0.0,0.0,0.0,0.0,0.0,-2.1114467023686245,-2.1114467023686245,0.0,-3.6148903510557773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.783649042989467,0.0,0.0,27.743173532712717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.774639326132004,0.0,31.7386686763399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.77888140498486,29.740789714960414,0.0,0.0,0.0,-5.302928377082239,0.0,0.0,0.0,0.0,0.0,-19.767600246245465,0.0,0.0,0.0,0.0,0.0,-2.0440775720942383,0.0,0.0,0.0,0.0,-9.584774247395345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.78087128331729,0.0,-8.6242669476988
0.8062015503875969,-5.215027923721749,-4.394760636294848,-4.394760635406669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5109624982301284,-3.2696304845813984,-3.26963048369322,0.0,0.0,0.0,0.0,0.0,0.0,-1.1558751680240675,0.0,-0.5223373338303361,-1.1558751680240675,0.0,0.0,0.0,0.0,0.0,0.0,-1.8158253625166765,-1.8158253625166765,0.0,-3.2960428439920975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.664348710265685,0.0,0.0,27.60823340919316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.651394784448783,0.0,31.60175644811858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.6574804865557,29.604799298033058,0.0,0.0,0.0,-6.392821468859111,0.0,0.0,0.0,0.0,0.0,-19.63876335420167,0.0,0.0,0.0,0.0,0.0,-1.7727917075438526,0.0,0.0,0.0,0.0,-9.690872280532226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.351509614764836,0.0,-8.611806608271877
0.9069767441860465,-5.07280916739461,-3.9911447027307645,-3.991144701842586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4850558757449903,-3.8239790391969564,-3.823979038308778,0.0,0.0,0.0,0.0,0.0,0.0,-1.2665397270961165,0.0,-0.09478222651182477,-1.2665397270961165,0.0,0.0,0.0,0.0,0.0,0.0,-1.5705570701740612,-1.5705570701740612,0.0,-2.95623888124652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.502548564317664,0.0,0.0,27.435164638989207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.486229999488913,0.0,31.427005358741766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.49387307804585,29.4308268971033,0.0,0.0,0.0,-7.406200076554015,0.0,0.0,0.0,0.0,0.0,-19.466705175830157,0.0,0.0,0.0,0.0,0.0,-1.5429411712730712,0.0,0.0,0.0,0.0,-9.771656903412307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.707236803663704,0.0,-8.464416915376916
