time, Rtensor_laplacian
0.000000000000000000e+00,-2.646857207805025425e+01
1.007751937984496110e-01,-2.700197996311637283e+01
2.015503875968992220e-01,-2.762356888288167411e+01
3.023255813953488191e-01,-2.787583304864049083e+01
4.031007751937984440e-01,-2.799297154174887581e+01
5.038759689922480689e-01,-2.802191953055568163e+01
6.046511627906976383e-01,-2.798693114050602304e+01
7.054263565891473187e-01,-2.789830876854004060e+01
8.062015503875968880e-01,-2.775739454575276000e+01
9.069767441860464574e-01,-2.757116014359509037e+01
1.007751937984496138e+00,-2.736394486128644488e+01
1.108527131782945707e+00,-2.717565153433069725e+01
1.209302325581395277e+00,-2.704726248657029686e+01
1.310077519379844846e+00,-2.700493683054421012e+01
1.410852713178294637e+00,-2.705174886178772908e+01
1.511627906976744207e+00,-2.716920446548617818e+01
1.612403100775193776e+00,-2.732681400942734484e+01
1.713178294573643345e+00,-2.749479590748271463e+01
1.813953488372092915e+00,-2.765289077585495647e+01
1.914728682170542706e+00,-2.779144116844718937e+01
2.015503875968992276e+00,-2.790704180510521937e+01
2.116279069767441623e+00,-2.799804420891778634e+01
2.217054263565891414e+00,-2.806345285305609849e+01
2.317829457364341206e+00,-2.810461719590668750e+01
2.418604651162790553e+00,-2.812632772375600254e+01
2.519379844961240345e+00,-2.813522487673314032e+01
2.620155038759689692e+00,-2.813661490821716171e+01
2.720930232558139483e+00,-2.813212490165111745e+01
2.821705426356589275e+00,-2.811961185049996459e+01
2.922480620155038622e+00,-2.809467923661719624e+01
3.023255813953488413e+00,-2.805193354106885550e+01
3.124031007751937761e+00,-2.798500075608318483e+01
3.224806201550387552e+00,-2.788687319395004849e+01
3.325581395348837344e+00,-2.775333724027850124e+01
3.426356589147286691e+00,-2.758958884849242210e+01
3.527131782945736482e+00,-2.741505775754307450e+01
3.627906976744185830e+00,-2.726038038230539939e+01
3.728682170542635621e+00,-2.715672995806899337e+01
3.829457364341085412e+00,-2.712407246901792135e+01
3.930232558139534760e+00,-2.716467045885853793e+01
4.031007751937984551e+00,-2.726407414409408503e+01
4.131782945736434343e+00,-2.739840329383724438e+01
4.232558139534883246e+00,-2.754384005664410751e+01
4.333333333333333037e+00,-2.768320772757375181e+01
4.434108527131782829e+00,-2.780706089611992837e+01
4.534883720930232620e+00,-2.791099064412505015e+01
4.635658914728682412e+00,-2.799279965429228056e+01
4.736434108527131315e+00,-2.805181410752787485e+01
4.837209302325581106e+00,-2.808970429348528342e+01
4.937984496124030898e+00,-2.811063270288713767e+01
5.038759689922480689e+00,-2.811965742790977885e+01
5.139534883720930480e+00,-2.812036988444213392e+01
5.240310077519379384e+00,-2.811340840769957339e+01
5.341085271317829175e+00,-2.809658703735474461e+01
5.441860465116278966e+00,-2.806595873386079631e+01
5.542635658914728758e+00,-2.801662033026630638e+01
5.643410852713178549e+00,-2.794310272456480604e+01
5.744186046511627453e+00,-2.784081236689228689e+01
5.844961240310077244e+00,-2.770986534759298081e+01
5.945736434108527035e+00,-2.755990722792821046e+01
6.046511627906976827e+00,-2.741155941321447642e+01
6.147286821705426618e+00,-2.729144010556433386e+01
6.248062015503875521e+00,-2.722284495510007929e+01
6.348837209302325313e+00,-2.721742955557177268e+01
6.449612403100775104e+00,-2.727198477020291634e+01
6.550387596899224896e+00,-2.737121400368518209e+01
6.651162790697674687e+00,-2.749460092357439223e+01
6.751937984496123590e+00,-2.762351303885454357e+01
