time,R_energy
0.000000000000000000e+00,-1.910157696702038947e+03
1.007751937984496110e-01,-1.565159566860496341e+02
2.015503875968992220e-01,-1.009406800441015690e+02
3.023255813953488191e-01,-6.869119566666978471e+01
4.031007751937984440e-01,-5.312532684785861647e+01
5.038759689922480689e-01,-4.967246464388876603e+01
6.046511627906976383e-01,-5.047606129103678541e+01
7.054263565891473187e-01,-5.126567497442696464e+01
8.062015503875968880e-01,-5.037266623064315496e+01
9.069767441860464574e-01,-4.801460809119498663e+01
1.007751937984496138e+00,-4.564203966599180262e+01
1.108527131782945707e+00,-4.462991213061330598e+01
1.209302325581395277e+00,-4.507132121238612399e+01
1.310077519379844846e+00,-4.573828566981844546e+01
1.410852713178294637e+00,-4.527197685117818793e+01
1.511627906976744207e+00,-4.342356546909491044e+01
1.612403100775193776e+00,-4.114273680811461986e+01
1.713178294573643345e+00,-3.954678281922989669e+01
1.813953488372092915e+00,-3.887676440630360730e+01
1.914728682170542706e+00,-3.841185663128992189e+01
2.015503875968992276e+00,-3.732633427109835367e+01
2.116279069767441623e+00,-3.560814029519116275e+01
2.217054263565891414e+00,-3.415052479961288157e+01
2.317829457364341206e+00,-3.397255629130458487e+01
2.418604651162790553e+00,-3.532280483622707123e+01
2.519379844961240345e+00,-3.742305494925987119e+01
2.620155038759689692e+00,-3.903720234723986948e+01
2.720930232558139483e+00,-3.942722546966522401e+01
2.821705426356589275e+00,-3.889784594175085175e+01
2.922480620155038622e+00,-3.841453419916638978e+01
3.023255813953488413e+00,-3.864994234646207616e+01
3.124031007751937761e+00,-3.936966609925230642e+01
3.224806201550387552e+00,-3.970470941606783555e+01
3.325581395348837344e+00,-3.901176104726059179e+01
3.426356589147286691e+00,-3.751009540138796439e+01
3.527131782945736482e+00,-3.612053868160703018e+01
3.627906976744185830e+00,-3.564799483840604211e+01
3.728682170542635621e+00,-3.604548996735397282e+01
3.829457364341085412e+00,-3.646727914766336909e+01
3.930232558139534760e+00,-3.607541614878207525e+01
4.031007751937984551e+00,-3.479578797926138378e+01
4.131782945736434343e+00,-3.328766836804302187e+01
4.232558139534883246e+00,-3.222622517570991363e+01
4.333333333333333037e+00,-3.166794222755280330e+01
4.434108527131782829e+00,-3.110903083655372470e+01
4.534883720930232620e+00,-3.011742492814036964e+01
4.635658914728682412e+00,-2.887164437571734155e+01
4.736434108527131315e+00,-2.807287266514161672e+01
4.837209302325581106e+00,-2.833119070690171526e+01
4.937984496124030898e+00,-2.960203544244404128e+01
5.038759689922480689e+00,-3.116253980849723604e+01
5.139534883720930480e+00,-3.215345464649239915e+01
5.240310077519379384e+00,-3.224580449819640648e+01
5.341085271317829175e+00,-3.184577362396090905e+01
5.441860465116278966e+00,-3.163990511526958116e+01
5.542635658914728758e+00,-3.191983592124429592e+01
5.643410852713178549e+00,-3.233430008838188030e+01
5.744186046511627453e+00,-3.227569575306485206e+01
5.844961240310077244e+00,-3.150158256536991175e+01
5.945736434108527035e+00,-3.040032111025471195e+01
6.046511627906976827e+00,-2.965871638290494516e+01
6.147286821705426618e+00,-2.963480612744765352e+01
6.248062015503875521e+00,-3.002457631136860883e+01
6.348837209302325313e+00,-3.015434694987471431e+01
6.449612403100775104e+00,-2.961201569565670866e+01
6.550387596899224896e+00,-2.858512864958216326e+01
6.651162790697674687e+00,-2.759534139000575337e+01
6.751937984496123590e+00,-2.694952158336112191e+01
6.852713178294573382e+00,-2.648442758320974022e+01
6.953488372093023173e+00,-2.583518795665579759e+01
7.054263565891472965e+00,-2.491434293741231798e+01
7.155038759689922756e+00,-2.409735785109544182e+01
7.255813953488371659e+00,-2.392712520200698378e+01
7.356589147286821451e+00,-2.462154107454002983e+01
7.457364341085271242e+00,-2.583595527012766979e+01
7.558139534883721034e+00,-2.689626964642748419e+01
7.658914728682170825e+00,-2.731725445169061572e+01
7.759689922480619728e+00,-2.715995980525038433e+01
7.860465116279069520e+00,-2.689983191058677647e+01
