time,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0.000000000000000000e+00,2.999999999999999556e+00,1.000000000000000000e+00,3.000000000000000000e+00,5.000000000000000888e+00,3.000000000000000000e+01,3.000000000000000000e+01,2.999999999999999645e+01,1.700000000000000000e+01,7.999999999999999112e+00,2.000000000000000000e+00
1.007751937984496110e-01,3.392041801453571814e+00,9.635708187575233730e-01,2.313269250619710338e+00,4.554495726702136871e+00,2.722605173968109327e+01,3.103731797982568708e+01,2.911696081807653158e+01,1.949967659455518287e+01,8.495574436197745882e+00,2.969757188263353775e+00
2.015503875968992220e-01,3.868071406206516460e+00,1.022159341884487649e+00,1.880304058047665317e+00,4.134698283826215182e+00,2.778775514050409257e+01,3.179860258802461459e+01,2.979221457604163703e+01,1.988885565655193233e+01,8.829576640064757953e+00,4.761180603161887070e+00
3.023255813953488191e-01,4.319137516220004969e+00,1.162382328513526186e+00,1.578123423674049564e+00,3.699681115906041207e+00,2.791852058980546758e+01,3.192237954029895874e+01,2.992059962458189659e+01,1.993189064397670052e+01,9.076309851779811311e+00,6.542415031372120993e+00
4.031007751937984440e-01,4.664387359664579513e+00,1.391674866543505251e+00,1.363907514932570564e+00,3.261123654421359763e+00,2.792298677415071495e+01,3.192284652439088433e+01,2.992294420578021885e+01,1.991691077004852062e+01,9.275031883198259663e+00,7.733130393568572458e+00
5.038759689922480689e-01,4.852556534715590786e+00,1.722578976740233303e+00,1.219819241258858655e+00,2.840675130366295154e+00,2.789283050582129775e+01,3.189128618583773189e+01,2.989202153254071348e+01,1.987762037417256522e+01,9.439676127728905186e+00,8.323210416208093321e+00
6.046511627906976383e-01,4.862673148192069306e+00,2.160766025223122000e+00,1.137802169684615450e+00,2.454534452430638503e+00,2.783565994329468651e+01,3.183283910388896487e+01,2.983417012697965021e+01,1.980957248294486917e+01,9.574195731967382272e+00,8.530182796018864977e+00
7.054263565891473187e-01,4.700523346577258010e+00,2.691472600219257938e+00,1.115557895714204939e+00,2.111446701854378993e+00,2.774317350413394578e+01,3.173866864373791685e+01,2.974078968421236269e+01,1.970269899395500701e+01,9.680931447904587372e+00,8.517041668226402962e+00
8.062015503875968880e-01,4.394760635706912666e+00,3.269630483901927676e+00,1.155875167795565872e+00,1.815825362245886199e+00,2.760823338065954502e+01,3.160175641563490245e+01,2.960479926765207281e+01,1.955211907940280369e+01,9.763005100241903378e+00,8.363036819681644474e+00
9.069767441860464574e-01,3.991144702120891008e+00,3.823979038849168788e+00,1.266539726986216863e+00,1.570557070120568666e+00,2.743516461086129254e+01,3.142700532646400191e+01,2.943082686674294024e+01,1.936778168567994740e+01,9.824161717600400578e+00,8.109982146326290220e+00
1.007751937984496138e+00,3.541605172714100913e+00,4.277709106102908443e+00,1.459417687955858689e+00,1.377719839818094538e+00,2.724585444480709029e+01,3.123711991569413016e+01,2.924119405234017322e+01,1.917804363469281981e+01,9.868203512051506365e+00,7.799597701516957748e+00
1.108527131782945707e+00,3.091134921551756065e+00,4.572564254547717866e+00,1.747302816250621227e+00,1.238323321176542979e+00,2.707562356350253552e+01,3.106800692168651779e+01,2.907153839523791206e+01,1.902134074020447940e+01,9.898622313912060378e+00,7.485022200685392590e+00
1.209302325581395277e+00,2.669919783581611750e+00,4.681012094186716155e+00,2.137039992807666433e+00,1.152711611696842331e+00,2.695999667160648983e+01,3.095514118988138108e+01,2.895736707228830298e+01,1.893081317104205041e+01,9.918359571088762650e+00,7.222089166476625799e+00
1.310077519379844846e+00,2.293768864314130518e+00,4.605305914950720947e+00,2.619040565180736468e+00,1.121982226284183870e+00,2.692143637139897194e+01,3.092031175666154397e+01,2.892079049615066566e+01,1.892240674954556567e+01,9.929591232903689502e+00,7.055416785166619853e+00
1.410852713178294637e+00,1.969376605513907252e+00,4.371651813423776289e+00,3.157787323032705817e+00,1.149694944507871464e+00,2.696286279894982840e+01,3.096546139027739386e+01,2.896420907533453715e+01,1.899138840575175990e+01,9.933519964657863355e+00,7.009570438514320045e+00
1.511627906976744207e+00,1.699396457752186507e+00,4.023376831057900560e+00,3.692160659523332278e+00,1.243053584573399206e+00,2.706876238232226584e+01,3.107419080357158592e+01,2.907163307233084026e+01,1.911628224460770298e+01,9.930139259343095048e+00,7.086067712820621978e+00
1.612403100775193776e+00,1.484945740443710749e+00,3.611335321928950126e+00,4.150398438758919895e+00,1.412891205207085887e+00,2.721225542830915600e+01,3.121915073050993783e+01,2.921592573736760556e+01,1.926787241672309037e+01,9.917887702352171431e+00,7.264528151471026263e+00
1.713178294573643345e+00,1.326198516874176336e+00,3.182198038611810276e+00,4.471867835191651430e+00,1.671543698349819751e+00,2.736521438105007320e+01,3.137227091560235692e+01,2.936898429148942213e+01,1.941955536980483998e+01,9.893163263061991231e+00,7.508599880020444317e+00
1.813953488372092915e+00,1.222820248858846659e+00,2.769965239979791161e+00,4.621706302136412425e+00,2.027389133976237989e+00,2.750668091707450813e+01,3.151301604979535753e+01,2.951007345546158689e+01,1.955405251177420567e+01,9.849938845513609209e+00,7.776746222287431287e+00
1.914728682170542706e+00,1.175108391328071322e+00,2.394534612113940142e+00,4.593447823384831707e+00,2.475725984757994880e+00,2.762584435935109539e+01,3.163106539558107499e+01,2.962864457528306872e+01,1.966415019406136722e+01,9.780296141367928797e+00,8.033813511301625354e+00
2.015503875968992276e+00,1.185507321841535289e+00,2.065636766227130217e+00,4.405104885735532605e+00,2.989103071280504675e+00,2.772009764202323723e+01,3.172415948348655590e+01,2.972227865498847166e+01,1.974953582028708965e+01,9.677210058397283987e+00,8.257736521973072286e+00
2.116279069767441623e+00,1.259785350186791275e+00,1.787772473777945015e+00,4.093407160194785455e+00,3.514610902931911252e+00,2.779138224301127380e+01,3.179441611897112807e+01,2.979301247981865686e+01,1.981314835993334356e+01,9.540047299883378074e+00,8.439557521370012694e+00
2.217054263565891414e+00,1.407223939992737094e+00,1.563234737850212053e+00,3.705567096526642956e+00,3.984443332761921308e+00,2.784331375198347303e+01,3.184549982595682494e+01,2.984448930732634153e+01,1.985883248553868086e+01,9.380064448809305233e+00,8.579455258170366250e+00
2.317829457364341206e+00,1.639022660521772146e+00,1.393099727462282944e+00,3.288313860612740669e+00,4.335814430320263924e+00,2.787968569388422324e+01,3.188119959855920627e+01,2.988050057014827487e+01,1.989027872304614419e+01,9.220737294185784805e+00,8.682321803463894483e+00
2.418604651162790553e+00,1.963836319914205042e+00,1.277653209830944769e+00,2.878413476675500515e+00,4.527670256303242269e+00,2.790384592169316846e+01,3.190483611884665294e+01,2.990437983907656871e+01,1.991060179351188353e+01,9.090900990935832482e+00,8.754599076884579389e+00
2.519379844961240345e+00,2.379886230823706761e+00,1.217345301091285803e+00,2.499219780004570790e+00,4.546423207408881950e+00,2.791840731070648474e+01,3.191898492529128006e+01,2.991872018731197258e+01,1.992210665023835858e+01,9.014823402680743669e+00,8.802422004203084072e+00
2.620155038759689692e+00,2.865711703439946856e+00,1.214216437935212278e+00,2.163110968255358202e+00,4.403567037905059323e+00,2.792504448140667250e+01,3.192528062288224433e+01,2.992517326602365202e+01,1.992609611731841568e+01,9.004748378950502286e+00,8.830586698272163915e+00
2.720930232558139483e+00,3.375702877952992065e+00,1.273148261553007421e+00,1.876085760097991884e+00,4.130385597547970633e+00,2.792429833195921773e+01,3.192420091090569656e+01,2.992425013578063187e+01,1.992266875758383904e+01,9.058226243033688618e+00,8.841933895257763965e+00
2.821705426356589275e+00,3.847048382500889208e+00,1.402277157408048591e+00,1.641202086713411390e+00,3.770533081789426699e+00,2.791532915937440862e+01,3.191485002885911015e+01,2.991507802857669418e+01,1.991043190484984393e+01,9.160166786889805124e+00,8.836855027979762411e+00
2.922480620155038622e+00,4.217045891049097328e+00,1.611844506725647497e+00,1.460031900730772492e+00,3.369953491269675361e+00,2.789554547324676292e+01,3.189455116681831015e+01,2.989502117084123256e+01,1.988609106963974682e+01,9.288687271362370268e+00,8.812720630009504674e+00
3.023255813953488413e+00,4.440428126738358294e+00,1.910526465148025377e+00,1.333208880467166901e+00,2.967148869615896523e+00,2.786021362256851575e+01,3.185847108313445375e+01,2.985929294952110880e+01,1.984409932448892633e+01,9.422390611779903224e+00,8.763252641297587076e+00
3.124031007751937761e+00,4.497584624938946618e+00,2.298586660322845976e+00,1.261252106254943994e+00,2.588314752594810475e+00,2.780253074770730493e+01,3.179971645980370454e+01,2.980104198493779322e+01,1.977704372045984016e+01,9.545698171976898294e+00,8.678413263003903921e+00
3.224806201550387552e+00,4.393993111680144281e+00,2.759208200380630860e+00,1.245866804633112723e+00,2.248363284258500183e+00,2.771520807744565218e+01,3.171099364879679428e+01,2.971297563755398130e+01,1.967798797864807270e+01,9.650373181688900459e+00,8.546227344056365638e+00
3.325581395348837344e+00,4.155683649670715241e+00,3.252994471497937745e+00,1.291199928730425661e+00,1.954939381156162614e+00,2.759458165745123637e+01,3.158883690149331613e+01,2.959153302694496546e+01,1.954552744447910229e+01,9.734071410750011921e+00,8.358174796191516265e+00
3.426356589147286691e+00,3.822541551731061027e+00,3.722116316205626774e+00,1.404398657989334387e+00,1.712031739740111025e+00,2.744635623583384998e+01,3.143941245338027812e+01,2.944266198337349039e+01,1.938962712923347453e+01,9.797945277532486230e+00,8.117508773488259166e+00
3.527131782945736482e+00,3.439057423304990646e+00,4.105035980814959018e+00,1.594790778483508920e+00,1.521807296883751048e+00,2.728890498454534708e+01,3.128168750477858140e+01,2.928505027590268384e+01,1.923319341346386935e+01,9.844689399864137158e+00,7.845396706013557875e+00
3.627906976744185830e+00,3.044636082264179144e+00,4.353675825953189360e+00,1.870828572462261086e+00,1.385325323168610012e+00,2.714983902510397940e+01,3.114365772851163428e+01,2.914652259243324295e+01,1.910591841042425187e+01,9.877347125127680982e+00,7.578728238771176962e+00
3.728682170542635621e+00,2.667700918363980822e+00,4.443495228147645193e+00,2.234110060160975131e+00,1.303289056815429836e+00,2.705661361469037729e+01,3.105273499821614180e+01,2.905451247872452214e+01,1.903340900418898229e+01,9.898651798204154417e+00,7.359629391994459091e+00
3.829457364341085412e+00,2.325428573411395750e+00,4.374693086379871865e+00,2.671350255379246974e+00,1.277233181632745351e+00,2.702676426126539155e+01,3.102593520123717852e+01,2.902628491843832137e+01,1.902821471116373786e+01,9.910641311288445721e+00,7.223193923925972371e+00
