time,1->1,2->1,3->1,4->1,5->1,1->2,2->2,3->2,4->2,5->2,1->3,2->3,3->3,4->3,5->3,1->4,2->4,3->4,4->4,5->4,1->5,2->5,3->5,4->5,5->5
0.0,-1.999999998503199,-9.99999999606871,-9.99999999606871,-10.000000003174137,-9.99999999606871,0.7999999986907369,7.000000000090267,0.0,0.0,0.0,0.699999999298484,0.0,5.999999999950489,0.0,0.0,0.5999999999062311,0.0,0.0,5.00000000069889,0.0,0.4999999996257998,0.0,0.0,0.0,3.9999999996709334
0.10050251256281408,-4.430016687706484,-7.254393480593535,-7.254393480593535,-7.254393480593535,-7.254393480593535,1.4598848547819898,4.803514780604701,0.0,0.0,0.0,1.1700841966444386,0.0,4.078075432900619,0.0,0.0,0.9186726384058375,0.0,0.0,3.3526360851965364,0.0,0.7012453506760608,0.0,0.0,0.0,2.6271967379365435
0.20100502512562815,-6.4866762805593225,-4.157871384080636,-4.157871384080636,-4.157871384080636,-4.157871384080636,2.081283691168778,2.326297108723452,0.0,0.0,0.0,1.5758767073492663,0.0,1.9105099697824812,0.0,0.0,1.1688488603667224,0.0,0.0,1.4947228312855998,0.0,0.8428688986761301,0.0,0.0,0.0,1.0789356925666738
0.30150753768844224,-7.394925580328504,-2.0495475308024425,-2.0495475308024425,-2.0495475308024425,-2.0495475290260856,2.3963554580674895,0.6396380236584065,0.0,0.0,0.0,1.7604907638357759,0.0,0.434683270711389,0.0,0.0,1.2669556876954147,0.0,0.0,0.22972851781988268,0.0,0.886450819574669,0.0,0.0,0.0,0.024773764810415155
0.4020100502512563,-7.3671808680231265,-0.9705608210452965,-0.9705608210452965,-0.9705608210452965,-0.9705608210452965,2.4338560250525276,-0.22355134299267831,0.0,0.0,0.0,1.7622944772366367,0.0,-0.32060742505279904,0.0,0.0,1.2499920128972164,0.0,0.0,-0.4176635072239421,0.0,0.8619886382454922,0.0,0.0,0.0,-0.5147195892840628
0.5025125628140704,-6.876550480594545,-0.47332526120769103,-0.47332526120769103,-0.4733252607636018,-0.47332526120769103,2.3266303026403534,-0.6213397911736251,0.0,0.0,0.0,1.673019310866053,0.0,-0.6686723172943942,0.0,0.0,1.1784731417385785,0.0,0.0,-0.7160048431931187,0.0,0.80705655625124,0.0,0.0,0.0,-0.7633373693138878
0.6030150753768845,-6.217644304307157,-0.24496411210606084,-0.24496411210606084,-0.24496411210606084,-0.24496411210606084,2.163314079428602,-0.8040287102772936,0.0,0.0,0.0,1.5502015444646133,0.0,-0.8285251216211265,0.0,0.0,1.0881829455300362,0.0,0.0,-0.8530215327429147,0.0,0.7426449135650159,0.0,0.0,0.0,-0.8775179438647029
0.7035175879396985,-5.525202836920151,-0.13578130431124436,-0.13578130431124436,-0.13578130431124436,-0.13578130420022205,1.9856184230171436,-0.8913749565131468,0.0,0.0,0.0,1.4202388691764156,0.0,-0.9049530873550538,0.0,0.0,0.9951124426699209,0.0,0.0,-0.9185312175308269,0.0,0.677873200238821,0.0,0.0,0.0,-0.9321093479286446
0.8040201005025126,-4.854417864685878,-0.08062086132021307,-0.08062086132021307,-0.08062086120919076,-0.08062086120919076,1.8110163861884132,-0.9355033112612432,0.0,0.0,0.0,1.2939833746727913,0.0,-0.9435653971490154,0.0,0.0,0.905691255548291,0.0,0.0,-0.9516274832588323,0.0,0.6163071388787245,0.0,0.0,0.0,-0.9596895693686491
0.9045226130653267,-4.226165217002809,-0.0511030189553896,-0.051103018927634025,-0.051103018927634025,-0.0511030189553896,1.6463555039258893,-0.9591175849088529,0.0,0.0,0.0,1.1755708826388656,0.0,-0.9642278866461851,0.0,0.0,0.8222789695810917,0.0,0.0,-0.9693381886055619,0.0,0.5591844562946591,0.0,0.0,0.0,-0.9744484905649387
