time,x1,x2,x3,x4,x5
1.336683417085427195e+01,2.998588679524995637e+00,6.735211738741728182e-02,1.774860536075871173e-02,4.677108102281556622e-03,1.232510712792138276e-03
1.346733668341708601e+01,3.630235420874081687e+00,7.945116626744308519e-02,2.025296631670629038e-02,5.162703861891401388e-03,1.316030388918005374e-03
1.356783919597990007e+01,4.386349094771098578e+00,9.908944479631059954e-02,2.426436249137738782e-02,5.941698331512027496e-03,1.454964676044518106e-03
1.366834170854271413e+01,5.282944801620783615e+00,1.320593964224476002e-01,3.080789770293014193e-02,7.187122744808198405e-03,1.676672385846004597e-03
1.376884422110552819e+01,6.327953252137908713e+00,1.902871416463252641e-01,4.188091740932533419e-02,9.217713254691291269e-03,2.028758561263444438e-03
1.386934673366834225e+01,7.504798646643442872e+00,2.998833358481733935e-01,6.157582318076339212e-02,1.264353173943318261e-02,2.596131906112121752e-03
1.396984924623115631e+01,8.731588980791595844e+00,5.210274056792618680e-01,9.859932838067130001e-02,1.865896929726385337e-02,3.531030948691091503e-03
1.407035175879397038e+01,9.766224738775413527e+00,9.938693808352020431e-01,1.713279304952445015e-01,2.953434396354964742e-02,5.091276232553525530e-03
1.417085427135678444e+01,1.004592943991342402e+01,2.008969189052836501e+00,3.131920520431531463e-01,4.882569836310061973e-02,7.611782093016751516e-03
1.427135678391959850e+01,8.744333822852274452e+00,3.916669390938441353e+00,5.546965358187221362e-01,7.855869506335413921e-02,1.112585044445557093e-02
1.437185929648241256e+01,5.866378219999843324e+00,6.413654944522895640e+00,8.433630567324613692e-01,1.108980298351571747e-01,1.458254227631710330e-02
1.447236180904522662e+01,3.045447252364333224e+00,8.247596927057864846e+00,1.037833618479983455e+00,1.305955296471668914e-01,1.643346096919344468e-02
1.457286432160804068e+01,1.382093882122823025e+00,8.842944022245983859e+00,1.089325169294833140e+00,1.341894803903243560e-01,1.653025506885622345e-02
1.467336683417085474e+01,6.182447354142269758e-01,8.630456966597664703e+00,1.053073970810282312e+00,1.284944103631378287e-01,1.567868895422898368e-02
1.477386934673366881e+01,2.900986102993882709e-01,8.080717984381436736e+00,9.817299861929120741e-01,1.192708826395861565e-01,1.449028611798198508e-02
1.487437185929648287e+01,1.460447012444479331e-01,7.431670197919218346e+00,9.009859402233407755e-01,1.092319961321689820e-01,1.324286272819525864e-02
1.497487437185929693e+01,7.925635582437447202e-02,6.780015907677754861e+00,8.210853474252968187e-01,9.943657611239595240e-02,1.204215388421750639e-02
1.507537688442211099e+01,4.626241569481417959e-02,6.161841300265400001e+00,7.457652838979371701e-01,9.025974187236418533e-02,1.092411246606038444e-02
1.517587939698492505e+01,2.890866711779385007e-02,5.589134907998245083e+00,6.762013370175408156e-01,8.181025160944573049e-02,9.897820705751901246e-03
1.527638190954773911e+01,1.923453099986734138e-02,5.064328621498082050e+00,6.125621945820229897e-01,7.409327160396252110e-02,8.962052920897913347e-03
1.537688442211055317e+01,1.355284123777314442e-02,4.586044683336673700e+00,5.546207089685147862e-01,6.707399158310864418e-02,8.111709205815026413e-03
1.547738693467336724e+01,1.006072015922229029e-02,4.151434159601307350e+00,5.020014937182354364e-01,6.070327675588618743e-02,7.340394671823041728e-03
1.557788944723618130e+01,7.830506913649145154e-03,3.757163061021054684e+00,4.542847956225244954e-01,5.492835971649547705e-02,6.641485206954701563e-03
1.567839195979899536e+01,6.361999313235916498e-03,3.399839537892180630e+00,4.110511051124686732e-01,4.969737966004535851e-02,6.008572590726251120e-03
1.577889447236180942e+01,5.373871023002162357e-03,3.076199640239991595e+00,3.719002275582264372e-01,4.496127742548342715e-02,5.435643811422104406e-03
1.587939698492462348e+01,4.701918488506413515e-03,2.783184479349829488e+00,3.364589036902919661e-01,4.067450981136819937e-02,4.917142347283663846e-03
1.597989949748743754e+01,4.247249338327973960e-03,2.517966936950605028e+00,3.043831381855193197e-01,3.679522204333750268e-02,4.447975810649711266e-03
1.608040201005025338e+01,3.948848162598187980e-03,2.277954488601576344e+00,2.753580464520746784e-01,3.328516937950434101e-02,4.023499222176624146e-03
1.618090452261306567e+01,3.768525567263699989e-03,2.060780763473621935e+00,2.490965520506378261e-01,3.010952548041406426e-02,3.639487709939650747e-03
1.628140703517588150e+01,3.682402973572167747e-03,1.864292027877822555e+00,2.253375858425317180e-01,2.723664451387950575e-02,3.292105307054780071e-03
1.638190954773869379e+01,3.675973929920747091e-03,1.686531701376136505e+00,2.038441122795142391e-01,2.463781022861180267e-02,2.977873126031132817e-03
1.648241206030150963e+01,3.741190763887777392e-03,1.525724491252623549e+00,1.844011473245170396e-01,2.228698858665894775e-02,2.693638516467594321e-03
1.658291457286432191e+01,3.874740463752092065e-03,1.380260947772510294e+00,1.668138498781873702e-01,2.016059202100856790e-02,2.436545959540272355e-03
1.668341708542713775e+01,4.077048166315797723e-03,1.248682832727273873e+00,1.509057254838756523e-01,1.823725895552937015e-02,2.204010011898387827e-03
1.678391959798995003e+01,4.351745924302757342e-03,1.129669476935323491e+00,1.365169583948889764e-01,1.649764990810388340e-02,1.993690383197698184e-03
1.688442211055276587e+01,4.705460464699088088e-03,1.022025180443148162e+00,1.235028754278393315e-01,1.492426021902011277e-02,1.803469107369387071e-03
1.698492462311557816e+01,5.147834570966348423e-03,9.246676499871554489e-01,1.117325389723042156e-01,1.350124884812889219e-02,1.631429711488329619e-03
1.708542713567839400e+01,5.691738972331656168e-03,8.366174307801528265e-01,1.010874627595300390e-01,1.221428232144481686e-02,1.475838253450234474e-03
1.718592964824120628e+01,6.353655426872714847e-03,7.569882746602676349e-01,9.146044257741861583e-02,1.105039278526990035e-02,1.335126090716646933e-03
1.728643216080402212e+01,7.154229360968329676e-03,6.849783788165964005e-01,8.275449345499022447e-02,9.997849079733953440e-03,1.207874240928661844e-03
1.738693467336683440e+01,8.119002351167458123e-03,6.198624278171714908e-01,7.488188481154078868e-02,9.046039758657477628e-03,1.092799199230984342e-03
1.748743718592965024e+01,9.279347311348627725e-03,5.609843736494916078e-01,6.776326545057489992e-02,8.185367046715002343e-03,9.887400870176284509e-04
1.758793969849246253e+01,1.067363829443167093e-02,5.077508902719694017e-01,6.132687052960352631e-02,7.407150759451326845e-03,8.946470115038723326e-04
1.768844221105527836e+01,1.234869822296984047e-02,4.596254425005157906e-01,5.550780310149701358e-02,6.703541275457127954e-03,8.095705241569701224e-04
1.778894472361809065e+01,1.436157969505506664e-02,4.161229164854805540e-01,5.024738376873276458e-02,6.067440770084218948e-03,7.326520812335762670e-04
1.788944723618090649e+01,1.678174775468692717e-02,3.768047603351942776e-01,4.549256215053826963e-02,5.492431939471690422e-03,6.631154120465912200e-04
1.798994974874371877e+01,1.969374982023568837e-02,3.412745886426229447e-01,4.119538451079682306e-02,4.972713524358692884e-03,6.002587106359936250e-04
1.809045226130653461e+01,2.320047731687139778e-02,3.091742090705508206e-01,3.731251243466335299e-02,4.503042009537042666e-03,5.434475746838860529e-04
1.819095477386934689e+01,2.742714695157448188e-02,2.801800329003811818e-01,3.380478789589266841e-02,4.078678929894900308e-03,4.921086222133877995e-04
1.829145728643216273e+01,3.252615782687631740e-02,2.539998353246585294e-01,3.063684052305126748e-02,3.695343270245208828e-03,4.457237234154550636e-04
1.839195979899497502e+01,3.868301478546875422e-02,2.303698348569433452e-01,2.777673329921407502e-02,3.349168496946615826e-03,4.038247910279223109e-04
1.849246231155779085e+01,4.612354980827533535e-02,2.090520647684376010e-01,2.519564334357911675e-02,3.036663808033413826e-03,3.659890784573281946e-04
1.859296482412060314e+01,5.512272344882318542e-02,1.898320129585672478e-01,2.286757482506716552e-02,2.754679235027253630e-03,3.318349402497713062e-04
1.869346733668341898e+01,6.601534896761719617e-02,1.725165102245075632e-01,2.076910145652373710e-02,2.500374274647775095e-03,3.010180146597759535e-04
1.879396984924623126e+01,7.920915513481517622e-02,1.569318506696195381e-01,1.887913642849467152e-02,2.271189773680175761e-03,2.732277930701891826e-04
1.889447236180904710e+01,9.520069204593563372e-02,1.429221321800368816e-01,1.717872808103123802e-02,2.064822836770541757e-03,2.481845460026821750e-04
1.899497487437185939e+01,1.145946905603725946e-01,1.303478098038772237e-01,1.565088010712471778e-02,1.879204577174871035e-03,2.256365806165049677e-04
1.909547738693467522e+01,1.381276132927224953e-01,1.190844609314111735e-01,1.428039567014648993e-02,1.712480587626172930e-03,2.053578101715704621e-04
1.919597989949748751e+01,1.666962869013544346e-01,1.090217690703933762e-01,1.305374555690856121e-02,1.562994077110006156e-03,1.871456222853915084e-04
1.929648241206030335e+01,2.013926852425068637e-01,1.000627437833090938e-01,1.195896146443901735e-02,1.429271706346737147e-03,1.708190404593625368e-04
