time, Rtensor_laplacian
0.000000000000000000e+00,-7.221309668085364564e+00
1.010101010101010083e-01,-7.214809573904491735e+00
2.020202020202020166e-01,-7.214731034141907529e+00
3.030303030303030387e-01,-7.224388176474565881e+00
4.040404040404040331e-01,-7.233667140435124487e+00
5.050505050505050830e-01,-7.229842114963250133e+00
6.060606060606060774e-01,-7.217536741820312685e+00
7.070707070707070718e-01,-7.213973772096917259e+00
8.080808080808080662e-01,-7.221263347825843226e+00
9.090909090909090606e-01,-7.225548777365322195e+00
1.010101010101010166e+00,-7.222439248878976592e+00
1.111111111111111160e+00,-7.221368963126600704e+00
1.212121212121212155e+00,-7.226051890438525582e+00
1.313131313131313149e+00,-7.228361925526972875e+00
1.414141414141414144e+00,-7.222897186792719637e+00
1.515151515151515138e+00,-7.216049451397623216e+00
1.616161616161616132e+00,-7.215634576274762679e+00
1.717171717171717127e+00,-7.220593983853099473e+00
1.818181818181818121e+00,-7.225473026733616244e+00
1.919191919191919116e+00,-7.227929689033873117e+00
2.020202020202020332e+00,-7.228067911288103886e+00
2.121212121212121104e+00,-7.224973516334309842e+00
2.222222222222222321e+00,-7.218444784430330330e+00
2.323232323232323093e+00,-7.213826104043365106e+00
2.424242424242424310e+00,-7.217496753290392419e+00
2.525252525252525082e+00,-7.226912575684156792e+00
2.626262626262626299e+00,-7.231459818694064623e+00
2.727272727272727071e+00,-7.225080479233970898e+00
2.828282828282828287e+00,-7.217829386875787456e+00
2.929292929292929060e+00,-7.220311634910106413e+00
3.030303030303030276e+00,-7.225007930894345343e+00
3.131313131313131048e+00,-7.221553549113252757e+00
3.232323232323232265e+00,-7.216809350615012164e+00
3.333333333333333481e+00,-7.221369247286656190e+00
3.434343434343434254e+00,-7.230367016520580670e+00
3.535353535353535470e+00,-7.230936067200183892e+00
3.636363636363636243e+00,-7.221458657565051453e+00
3.737373737373737459e+00,-7.213930999508566089e+00
3.838383838383838231e+00,-7.215507910144674852e+00
3.939393939393939448e+00,-7.221382801087049330e+00
4.040404040404040664e+00,-7.225792374057526501e+00
4.141414141414140992e+00,-7.227856601940454873e+00
4.242424242424242209e+00,-7.227608026532671204e+00
4.343434343434343425e+00,-7.223925062223674587e+00
4.444444444444444642e+00,-7.218130232751071240e+00
4.545454545454544970e+00,-7.215636870930812741e+00
4.646464646464646187e+00,-7.219611314231451971e+00
4.747474747474747403e+00,-7.225841136602813464e+00
4.848484848484848619e+00,-7.226854006516583162e+00
4.949494949494949836e+00,-7.222784188172222564e+00
5.050505050505050164e+00,-7.222426598238546269e+00
5.151515151515151381e+00,-7.226250769827954556e+00
5.252525252525252597e+00,-7.223873777191261780e+00
5.353535353535353813e+00,-7.215384045498982601e+00
5.454545454545454142e+00,-7.214652872342593781e+00
5.555555555555555358e+00,-7.225081248309825455e+00
5.656565656565656575e+00,-7.234083674942247022e+00
5.757575757575757791e+00,-7.229772677768731448e+00
5.858585858585858119e+00,-7.218187105324044062e+00
5.959595959595959336e+00,-7.213964916623970325e+00
6.060606060606060552e+00,-7.218320573602315271e+00
6.161616161616161769e+00,-7.222638963502628684e+00
6.262626262626262097e+00,-7.224299151268938957e+00
6.363636363636363313e+00,-7.225937252493127794e+00
6.464646464646464530e+00,-7.227047927043674491e+00
6.565656565656565746e+00,-7.224744323607598773e+00
6.666666666666666963e+00,-7.219889874252282347e+00
6.767676767676767291e+00,-7.217318266502857682e+00
6.868686868686868507e+00,-7.219267882300020034e+00
6.969696969696969724e+00,-7.222465620777459350e+00
7.070707070707070940e+00,-7.223375192119935839e+00
7.171717171717171269e+00,-7.224307969155922216e+00
7.272727272727272485e+00,-7.227855907983704142e+00
7.373737373737373701e+00,-7.227920941908379859e+00
7.474747474747474918e+00,-7.219239458407012755e+00
7.575757575757575246e+00,-7.211688482223973296e+00
7.676767676767676463e+00,-7.217027078726052203e+00
7.777777777777777679e+00,-7.229363706043510973e+00
7.878787878787878896e+00,-7.233774071246635629e+00
7.979797979797979224e+00,-7.225143590538724681e+00
8.080808080808081328e+00,-7.216639057761065068e+00
8.181818181818181657e+00,-7.218135128241375931e+00
8.282828282828281985e+00,-7.222089370812613041e+00
8.383838383838384090e+00,-7.221365803501953451e+00
8.484848484848484418e+00,-7.220777265953890911e+00
8.585858585858586522e+00,-7.224573379458267830e+00
8.686868686868686851e+00,-7.228451552794915358e+00
8.787878787878787179e+00,-7.226972235054073934e+00
8.888888888888889284e+00,-7.221301595139133944e+00
8.989898989898989612e+00,-7.217235654731258165e+00
9.090909090909089940e+00,-7.217354154388809562e+00
9.191919191919192045e+00,-7.219721205572275480e+00
9.292929292929292373e+00,-7.222888538065979525e+00
9.393939393939394478e+00,-7.227341853356471724e+00
9.494949494949494806e+00,-7.230277646700127292e+00
9.595959595959595134e+00,-7.225672085745541651e+00
9.696969696969697239e+00,-7.215593442842712868e+00
9.797979797979797567e+00,-7.212648081374208431e+00
9.898989898989899672e+00,-7.221242238050306739e+00
1.000000000000000000e+01,-7.230387611177551577e+00
