time,1->1,2->1,1->2,2->2
0.0,1.4999999997655777,-0.500000000069889,0.29999999995311555,-1.1999999998124622
0.10040160642570281,1.5556798340643496,-0.5829377942578873,0.2665920995070792,-1.1502373231664365
0.20080321285140562,1.60298132412251,-0.6831493810643963,0.23821120531675177,-1.0901103716376426
0.3012048192771084,1.6428829479053775,-0.8040945314036207,0.21427023133568923,-1.0175432811898588
0.40160642570281124,1.6761900814010744,-0.9499308823990305,0.19428595121606662,-0.9300414702817505
0.5020080321285141,1.7035414403565596,-1.1256344025767362,0.17787513578726433,-0.8246193582972516
0.6024096385542168,1.7254073938488546,-1.3371321907484912,0.16475556396944313,-0.697720685893799
0.7028112449799196,1.7420768152476285,-1.5914418378670803,0.15475391096364532,-0.5451348970009207
0.8032128514056225,1.7536266447848448,-1.8968045960576774,0.14782401330792894,-0.3619172418978245
0.9036144578313253,1.7598643005101167,-2.2627861095969592,0.14408141985056133,-0.14232833384086874
1.0040160642570282,1.760224323632542,-2.7002946989540533,0.14386540531097225,0.12017681935011515
1.104417670682731,1.7535855363348674,-3.2214198046887077,0.14784867774508825,0.43285188344732717
1.2048192771084336,1.737944229418531,-3.8389034333619065,0.15723346324936216,0.8033420603736907
1.3052208835341366,1.7098176563479228,-4.564878230084446,0.1741094061147308,1.2389269375967515
1.4056224899598393,1.6631293107138845,-5.408151739771938,0.20212241347294935,1.744891045873942
1.5060240963855422,1.58707946695813,-6.3686036106958,0.24775232043694473,2.3211621682506234
1.606425702811245,1.4620486794569842,-7.425918489900596,0.3227707914277289,2.9555510949741404
1.7068273092369477,1.2519391283660752,-8.517721795442412,0.4488365243915382,3.6106330787433194
1.8072289156626506,0.8915651434904248,-9.500935142625622,0.6650609165603782,4.200561086520338
1.9076305220883534,0.2743142220040795,-10.100840007964962,1.0354114703403638,4.560504004658128
2.0080321285140563,-0.7259219465538536,-9.91004627515224,1.6355531720080307,4.44602776639158
2.108433734939759,-2.1196778305920816,-8.612984998990214,2.47180669532554,3.667790998918008
2.208835341365462,-3.593222089648407,-6.45550020550445,3.3559332557331345,2.3733001270898058
2.3092369477911645,-4.629669362543609,-4.249317804294606,3.9778016134306426,1.0495906845875425
2.4096385542168672,-4.987276948753561,-2.607726091952145,4.192366168331851,0.06463565638270552
2.5100401606425704,-4.801930646891606,-1.5897199183712019,4.08115838901324,-0.5461680476770425
2.610441767068273,-4.315947780497709,-1.0042143969712924,3.789568669532173,-0.8974713612275309
2.710843373493976,-3.7087818096637193,-0.6709006399319151,3.4252690852554224,-1.0974596147406146
2.8112449799196786,-3.080824375611968,-0.4771665045311124,3.0484946265119106,-1.2137000968692746
2.9116465863453813,-2.4809305356754408,-0.36104879908016585,2.688558319974277,-1.283370719917798
3.0120481927710845,-1.9300536593380713,-0.2894641353279326,2.3580321943938998,-1.3263215201675393
3.112449799196787,-1.4350530065376788,-0.24458789393833058,2.061031802114144,-1.353247265356572
3.21285140562249,-0.9959243963408859,-0.216587569268345,1.7975546366955086,-1.3700474585931488
3.3132530120481927,-0.6094725325811456,-0.1999016811804477,1.5656835188337936,-1.380058991529154
3.4136546184738954,-0.27116883621891574,-0.19132990204673295,1.362701302909386,-1.3852020588345226
3.5140562248995986,0.0239091663255947,-0.18903413370914557,1.185654499913369,-1.3865795205347808
3.6144578313253013,0.28060864244727757,-0.19200399341279262,1.0316348140193554,-1.3847976045866517
3.714859437751004,0.5034765438727273,-0.19976525406084633,0.8979140737608304,-1.3801408478286703
3.8152610441767068,0.6966632599691991,-0.21221990897934973,0.7820020440085784,-1.3726680547776482
3.9156626506024095,0.863894130398446,-0.22956058765011278,0.6816635216289058,-1.3622636476640082
4.016064257028113,1.00847626260947,-0.2522292067430598,0.5949142423133935,-1.348662475919582
4.116465863453815,1.1333229028576142,-0.2809037787931956,0.5200062580534848,-1.331457732955954
4.216867469879518,1.2409855602024678,-0.31650479315192825,0.4554086643349109,-1.3100971238966252
4.317269076305221,1.3336884060466403,-0.3602166878113877,0.3997869564287271,-1.2838699872119719
4.417670682730924,1.413361965907356,-0.4135223470314031,0.3519828206677289,-1.2518865917243716
4.518072289156627,1.481674381409448,-0.47824991367129144,0.31099537101120234,-1.2130500517404386
4.618473895582329,1.540059324733889,-0.556632103521082,0.275964404883311,-1.166020737963791
4.718875502008032,1.589739973884008,-0.6513786994233328,0.246156015459853,-1.109172780400236
4.8192771084337345,1.6317485651562436,-0.765763096932659,0.22095086071871606,-1.0405421420056626
4.919678714859438,1.666940925293403,-0.9037236328168774,0.19983544463642033,-0.9577658202086781
5.020080321285141,1.696005043072546,-1.0699797501345643,0.18239697419097922,-0.8580121499957016
5.120481927710843,1.7194620829386054,-1.2701615181853754,0.16832275051559265,-0.7379030888543525
5.220883534136546,1.7376570768945498,-1.5109480022701405,0.15740575393108358,-0.5934311986810492
5.3212851405622486,1.7507345129175178,-1.8002042763143322,0.14955929233950727,-0.4198774346264589
5.421686746987952,1.7585900957683975,-2.147095387705633,0.14484594271224616,-0.21174276743085585
5.522088353413655,1.7607838156408206,-2.562137039419099,0.1435297116055001,0.037282224366747
5.622489959839357,1.7563854921576194,-3.057101283232555,0.14616870486205968,0.33426076961884377
5.72289156626506,1.743700385858915,-3.644625145682312,0.15377976880781574,0.6867750867445288
5.823293172690763,1.7197715358463483,-4.3372209610481605,0.16813707770513275,1.1023325762193892
5.923694779116466,1.6794563215682956,-5.1451004949854,0.19232620673825807,1.5870602974032977
