time,R_energy
0.000000000000000000e+00,-1.736484603193520115e+01
1.004016064257028107e-01,-2.468331580345338949e+01
2.008032128514056214e-01,-3.513429890328748684e+01
3.012048192771084043e-01,-4.983641399819246942e+01
4.016064257028112428e-01,-7.013822945391780195e+01
5.020080321285140812e-01,-9.743379328181160304e+01
6.024096385542168086e-01,-1.326204016320367600e+02
7.028112449799196471e-01,-1.748729881668431574e+02
8.032128514056224855e-01,-2.195787029032168221e+02
9.036144578313253239e-01,-2.572312114645778820e+02
1.004016064257028162e+00,-2.822500298592486843e+02
1.104417670682730890e+00,-3.251684180121403642e+02
1.204819277108433617e+00,-4.624736067148369330e+02
1.305220883534136567e+00,-6.974705083250869393e+02
1.405622489959839294e+00,-8.997628134801904025e+02
1.506024096385542244e+00,-9.841934412731235398e+02
1.606425702811244971e+00,-9.877953243941022947e+02
1.706827309236947698e+00,-9.640157289091922621e+02
1.807228915662650648e+00,-9.403044982692697431e+02
1.907630522088353375e+00,-9.247594533878549328e+02
2.008032128514056325e+00,-8.857657348979045082e+02
2.108433734939759052e+00,-7.454234102606046690e+02
2.208835341365461780e+00,-4.991027626125954839e+02
2.309236947791164507e+00,-2.759933349557194333e+02
2.409638554216867234e+00,-1.605490662342480448e+02
2.510040160642570406e+00,-1.166661629222284233e+02
2.610441767068273133e+00,-9.546487439272065956e+01
2.710843373493975861e+00,-7.876226565796764589e+01
2.811244979919678588e+00,-6.356481242854264480e+01
2.911646586345381316e+00,-5.019889856226922831e+01
3.012048192771084487e+00,-3.901454314961680581e+01
3.112449799196787215e+00,-2.999316869770046168e+01
3.212851405622489942e+00,-2.289685682960518420e+01
3.313253012048192669e+00,-1.741460884846792467e+01
3.413654618473895397e+00,-1.324228436462598424e+01
3.514056224899598568e+00,-1.011692402676231417e+01
3.614457831325301296e+00,-7.827493320867866089e+00
3.714859437751004023e+00,-6.215404421401443891e+00
3.815261044176706751e+00,-5.171883512955997020e+00
3.915662650602409478e+00,-4.635810063781097057e+00
4.016064257028112650e+00,-4.594003098902450510e+00
4.116465863453814933e+00,-5.085262328974661017e+00
4.216867469879518104e+00,-6.209321442381209089e+00
4.317269076305221276e+00,-8.141960674798712105e+00
4.417670682730923559e+00,-1.115762918091355971e+01
4.518072289156626731e+00,-1.566071650275432958e+01
4.618473895582329014e+00,-2.222543921981996107e+01
4.718875502008032186e+00,-3.164075515301574271e+01
4.819277108433734469e+00,-4.494773985913048620e+01
4.919678714859437640e+00,-6.343607985007061956e+01
5.020080321285140812e+00,-8.852150747573335821e+01
5.120481927710843095e+00,-1.213389042742831521e+02
5.220883534136546267e+00,-1.617570741810366997e+02
5.321285140562248550e+00,-2.065275391406922552e+02
5.421686746987951722e+00,-2.474170588511377389e+02
5.522088353413654893e+00,-2.754800304133920577e+02
5.622489959839357176e+00,-3.062200582111851190e+02
5.722891566265060348e+00,-4.084378704261456505e+02
5.823293172690762631e+00,-6.239920448056757323e+02
5.923694779116465803e+00,-8.510308611029072381e+02
6.024096385542168974e+00,-9.704983030878248655e+02
6.124497991967871258e+00,-9.914488096293900981e+02
6.224899598393574429e+00,-9.719253183053607472e+02
6.325301204819276712e+00,-9.464294389245751518e+02
6.425702811244979884e+00,-9.292278839696464274e+02
6.526104417670683056e+00,-9.042117554588012354e+02
6.626506024096385339e+00,-8.011672127423549910e+02
6.726907630522088510e+00,-5.768853479359413541e+02
6.827309236947790794e+00,-3.319599291309575051e+02
6.927710843373493965e+00,-1.845167552805208118e+02
7.028112449799197137e+00,-1.257707896228879036e+02
7.128514056224899420e+00,-1.009316192784575179e+02
7.228915662650602592e+00,-8.355353080419828871e+01
7.329317269076304875e+00,-6.791410036774260561e+01
7.429718875502008046e+00,-5.395037591360605944e+01
7.530120481927711218e+00,-4.210506472052547622e+01
7.630522088353413501e+00,-3.245939757777109946e+01
7.730923694779116673e+00,-2.482236389742254445e+01
7.831325301204818956e+00,-1.889357731040818678e+01
7.931726907630522128e+00,-1.436171680022957275e+01
8.032128514056225299e+00,-1.094972995991289544e+01
8.132530120481927582e+00,-8.430816723645648381e+00
8.232931726907629866e+00,-6.631030020866957919e+00
8.333333333333333925e+00,-5.427089876057318740e+00
8.433734939759036209e+00,-4.743826100599852325e+00
8.534136546184738492e+00,-4.553583835115029288e+00
8.634538152610442552e+00,-4.879028030150515782e+00
8.734939759036144835e+00,-5.800513432588562779e+00
8.835341365461847118e+00,-7.469228426935792697e+00
8.935742971887549402e+00,-1.012744651037814769e+01
9.036144578313253461e+00,-1.413715029182016103e+01
9.136546184738955745e+00,-2.001750400796879603e+01
9.236947791164658028e+00,-2.848902778242116796e+01
9.337349397590362088e+00,-4.051543307712417885e+01
9.437751004016064371e+00,-5.731776456948037435e+01
9.538152610441766655e+00,-8.029952835077565965e+01
