time,R_energy_pc
1.244979919678714886e+01,-4.656480220640107603e+01
1.255020080321285114e+01,-4.613688469068014086e+01
1.265060240963855342e+01,-4.575213531417858093e+01
1.275100401606425748e+01,-4.541801601511353681e+01
1.285140562248995977e+01,-4.513811926747487036e+01
1.295180722891566205e+01,-4.491287503086638822e+01
1.305220883534136611e+01,-4.474022609808211826e+01
1.315261044176706839e+01,-4.461623383205465387e+01
1.325301204819277068e+01,-4.453623372217758458e+01
1.335341365461847296e+01,-4.450119212152400650e+01
1.345381526104417702e+01,-4.452121526304848942e+01
1.355421686746987930e+01,-4.461345847297287293e+01
1.365461847389558159e+01,-4.480078001335331095e+01
1.375502008032128565e+01,-4.510509501682386713e+01
1.385542168674698793e+01,-4.554327138974258560e+01
1.395582329317269021e+01,-4.612776176418449126e+01
1.405622489959839427e+01,-4.686490621906134635e+01
1.415662650602409656e+01,-4.775255324761938880e+01
1.425702811244979884e+01,-4.877693039083365534e+01
1.435742971887550112e+01,-4.990944148703959371e+01
1.445783132530120518e+01,-5.110412258112427253e+01
1.455823293172690747e+01,-5.229426130747624768e+01
1.465863453815260975e+01,-5.339024344448166204e+01
1.475903614457831381e+01,-5.428110978469798908e+01
1.485943775100401609e+01,-5.484241581631581397e+01
1.495983935742971838e+01,-5.495520748143027845e+01
1.506024096385542244e+01,-5.453472047780629595e+01
1.516064257028112472e+01,-5.357150568755109532e+01
1.526104417670682700e+01,-5.217378025875306946e+01
1.536144578313252929e+01,-5.058023928819471138e+01
1.546184738955823335e+01,-4.910965148720159590e+01
1.556224899598393563e+01,-4.804602580041365911e+01
1.566265060240963791e+01,-4.752761202672217422e+01
1.576305220883534197e+01,-4.750916174705329809e+01
1.586345381526104426e+01,-4.781345166122298451e+01
1.596385542168674654e+01,-4.823389888915821189e+01
1.606425702811245060e+01,-4.861501517296348851e+01
1.616465863453815288e+01,-4.886841356093319177e+01
1.626506024096385516e+01,-4.895739020232478822e+01
1.636546184738955745e+01,-4.888031598812216316e+01
1.646586345381525973e+01,-4.865507302625457697e+01
1.656626506024096201e+01,-4.831334427684505783e+01
1.666666666666666785e+01,-4.789320596463225144e+01
1.676706827309237013e+01,-4.743001501401597864e+01
1.686746987951807242e+01,-4.695377613083593360e+01
