time,R_spec_pc
1.265060240963855342e+01,3.999999999440888132e+00
1.275100401606425748e+01,3.999999999440888132e+00
1.285140562248995977e+01,3.999999999440888132e+00
1.295180722891566205e+01,3.999999999440888132e+00
1.305220883534136611e+01,3.999999999440888132e+00
1.315261044176706839e+01,4.000000001217244971e+00
1.325301204819277068e+01,3.999999999440888132e+00
1.335341365461847296e+01,4.000000001217244971e+00
1.345381526104417702e+01,3.999999999440888132e+00
1.355421686746987930e+01,4.000000001217244971e+00
1.365461847389558159e+01,3.999999999440888132e+00
1.375502008032128565e+01,3.999999999440888132e+00
1.385542168674698793e+01,4.000000001217244971e+00
1.395582329317269021e+01,3.999999999440888132e+00
1.405622489959839427e+01,4.000000001217244971e+00
1.415662650602409656e+01,3.999999999440888132e+00
1.425702811244979884e+01,3.999999999440888132e+00
1.435742971887550112e+01,3.999999999440888132e+00
1.445783132530120518e+01,3.999999999440888132e+00
1.455823293172690747e+01,4.000000001217244971e+00
1.465863453815260975e+01,3.999999999440888132e+00
1.475903614457831381e+01,3.999999999440888132e+00
1.485943775100401609e+01,4.000000001217244971e+00
1.495983935742971838e+01,3.999999999440888132e+00
1.506024096385542244e+01,4.000000001217244971e+00
1.516064257028112472e+01,3.999999999440887688e+00
1.526104417670682700e+01,3.999999999440888132e+00
1.536144578313252929e+01,3.999999999440888132e+00
1.546184738955823335e+01,3.999999999440888132e+00
1.556224899598393563e+01,3.999999999440887244e+00
1.566265060240963791e+01,3.999999999440887244e+00
1.576305220883534197e+01,4.000000002993601811e+00
1.586345381526104426e+01,4.000000002993601811e+00
1.596385542168674654e+01,4.000000002993601811e+00
1.606425702811245060e+01,4.000000002993601811e+00
1.616465863453815288e+01,4.000000002993601811e+00
1.626506024096385516e+01,4.000000002993601811e+00
1.636546184738955745e+01,4.000000002993601811e+00
1.646586345381525973e+01,4.000000002993601811e+00
1.656626506024096201e+01,4.000000002993601811e+00
1.666666666666666785e+01,3.999999999440888132e+00
1.676706827309237013e+01,3.999999999440888132e+00
1.686746987951807242e+01,3.999999999440888132e+00
1.696787148594377470e+01,3.999999999440888132e+00
1.706827309236947698e+01,3.999999999440888132e+00
1.716867469879517927e+01,3.999999999440888132e+00
1.726907630522088510e+01,3.999999999440888132e+00
1.736947791164658739e+01,3.999999999440888132e+00
1.746987951807228967e+01,3.999999999440888132e+00
1.757028112449799195e+01,3.999999999440888132e+00
1.767068273092369424e+01,3.999999999440888132e+00
1.777108433734939652e+01,3.999999999440888132e+00
1.787148594377509880e+01,3.999999999440888132e+00
1.797188755020080464e+01,3.999999999440888132e+00
1.807228915662650692e+01,4.000000001217244971e+00
1.817269076305220921e+01,3.999999999440888132e+00
1.827309236947791149e+01,3.999999999440888132e+00
1.837349397590361377e+01,3.999999999440888132e+00
1.847389558232931606e+01,4.000000001217244971e+00
1.857429718875501834e+01,4.000000001217244971e+00
1.867469879518072418e+01,3.999999999440888132e+00
1.877510040160642646e+01,3.999999999440888132e+00
1.887550200803212874e+01,3.999999999440888132e+00
1.897590361445783103e+01,3.999999999440888132e+00
1.907630522088353331e+01,3.999999999440888132e+00
1.917670682730923559e+01,3.999999999440888132e+00
1.927710843373493788e+01,3.999999999440888132e+00
1.937751004016064371e+01,3.999999999440888576e+00
1.947791164658634600e+01,3.999999999440888132e+00
1.957831325301204828e+01,3.999999999440888132e+00
1.967871485943775056e+01,3.999999999440888132e+00
1.977911646586345285e+01,3.999999999440888132e+00
1.987951807228915513e+01,4.000000001217244971e+00
1.997991967871486096e+01,3.999999999440888132e+00
2.008032128514056325e+01,3.999999999440887244e+00
2.018072289156626553e+01,3.999999999440887244e+00
2.028112449799196781e+01,4.000000002993601811e+00
2.038152610441767010e+01,4.000000002993602699e+00
2.048192771084337238e+01,4.000000002993601811e+00
2.058232931726907466e+01,4.000000002993601811e+00
2.068273092369478050e+01,4.000000002993601811e+00
2.078313253012048278e+01,4.000000002993601811e+00
2.088353413654618507e+01,4.000000002993601811e+00
2.098393574297188735e+01,4.000000002993601811e+00
2.108433734939758963e+01,4.000000002993601811e+00
2.118473895582329192e+01,3.999999999440888132e+00
2.128514056224899420e+01,3.999999999440888132e+00
2.138554216867470004e+01,3.999999999440888132e+00
2.148594377510040232e+01,3.999999999440888132e+00
2.158634538152610460e+01,3.999999999440888132e+00
2.168674698795180689e+01,3.999999999440888132e+00
2.178714859437750917e+01,3.999999999440888132e+00
2.188755020080321145e+01,3.999999999440888132e+00
2.198795180722891729e+01,3.999999999440888132e+00
2.208835341365461957e+01,3.999999999440888132e+00
2.218875502008032186e+01,4.000000001217244971e+00
2.228915662650602414e+01,4.000000001217244971e+00
2.238955823293172642e+01,4.000000001217244971e+00
2.248995983935742871e+01,3.999999999440888132e+00
2.259036144578313099e+01,3.999999999440888132e+00
2.269076305220883683e+01,4.000000001217244971e+00
2.279116465863453911e+01,3.999999999440888132e+00
2.289156626506024139e+01,3.999999999440888132e+00
2.299196787148594368e+01,4.000000001217244971e+00
2.309236947791164596e+01,3.999999999440888132e+00
2.319277108433734824e+01,3.999999999440888132e+00
2.329317269076305053e+01,4.000000001217244971e+00
2.339357429718875636e+01,3.999999999440888132e+00
2.349397590361445864e+01,4.000000001217244971e+00
2.359437751004016093e+01,3.999999999440888132e+00
2.369477911646586321e+01,4.000000001217244971e+00
2.379518072289156549e+01,3.999999999440888132e+00
2.389558232931726778e+01,3.999999999440888132e+00
2.399598393574297006e+01,3.999999999440888132e+00
2.409638554216867590e+01,3.999999999440888132e+00
2.419678714859437818e+01,4.000000001217244971e+00
2.429718875502008046e+01,3.999999999440888132e+00
2.439759036144578275e+01,4.000000001217244971e+00
2.449799196787148503e+01,3.999999999440888132e+00
2.459839357429718731e+01,3.999999999440888132e+00
2.469879518072289315e+01,3.999999999440888132e+00
2.479919678714859543e+01,4.000000002993601811e+00
2.489959839357429772e+01,4.000000002993602699e+00
2.500000000000000000e+01,4.000000002993601811e+00
