time,x1,x2
2.248995983935742871e+01,7.851757386709615760e-01,1.280102720849481956e+00
2.259036144578313099e+01,9.035649848810937135e-01,1.129424790211434271e+00
2.269076305220883683e+01,1.047142735079607201e+00,1.000397645777462596e+00
2.279116465863453911e+01,1.220798676393191284e+00,8.903530981922190835e-01
2.289156626506024139e+01,1.430552056422992546e+00,7.969805760925910976e-01
2.299196787148594368e+01,1.683594590150459647e+00,7.183777268592022036e-01
2.309236947791164596e+01,1.988625346699456564e+00,6.529656905948604262e-01
2.319277108433734824e+01,2.355777848248449935e+00,5.995517702611915523e-01
2.329317269076305053e+01,2.797543568341493092e+00,5.572437334358631977e-01
2.339357429718875636e+01,3.328120505027591047e+00,5.255439811881847945e-01
2.349397590361445864e+01,3.964686725847351045e+00,5.044705645448347431e-01
2.359437751004016093e+01,4.726548758137866457e+00,4.945048450154293507e-01
2.369477911646586321e+01,5.635701030753993201e+00,4.972548867832665143e-01
2.379518072289156549e+01,6.716506808157258313e+00,5.151158412565233213e-01
2.389558232931726778e+01,7.993191274905016463e+00,5.530055503090257618e-01
2.399598393574297006e+01,9.488706731580364817e+00,6.188392645539391168e-01
2.409638554216867590e+01,1.121544654581601641e+01,7.270603319189400393e-01
2.419678714859437818e+01,1.316219695791540545e+01,9.035240994324093000e-01
2.429718875502008046e+01,1.527365822656130412e+01,1.192817068259562463e+00
2.439759036144578275e+01,1.738857304782926505e+01,1.679426290614060902e+00
2.449799196787148503e+01,1.916801913367001120e+01,2.509306038740809264e+00
2.459839357429718731e+01,2.000906320117169201e+01,3.903032105624564263e+00
2.469879518072289315e+01,1.910565431510466539e+01,6.080640498171455022e+00
2.479919678714859543e+01,1.605111569683348804e+01,8.926440310926789579e+00
2.489959839357429772e+01,1.166696768258812966e+01,1.167304998523355231e+01
2.500000000000000000e+01,7.549027043401027370e+00,1.338879913004562638e+01
