time, Rtensor_laplacian
0.000000000000000000e+00,-1.081885289474756817e+01
1.007751937984496110e-01,-1.121643259939601300e+01
2.015503875968992220e-01,-1.139678561056049411e+01
3.023255813953488191e-01,-1.153613745348227049e+01
4.031007751937984440e-01,-1.167013005821407567e+01
5.038759689922480689e-01,-1.177915451207669406e+01
6.046511627906976383e-01,-1.185503536164252836e+01
7.054263565891473187e-01,-1.190835268498482691e+01
8.062015503875968880e-01,-1.195110844179103005e+01
9.069767441860464574e-01,-1.198515675379496059e+01
1.007751937984496138e+00,-1.200505022657217324e+01
1.108527131782945707e+00,-1.200810277439443574e+01
1.209302325581395277e+00,-1.200038894697254044e+01
1.310077519379844846e+00,-1.199446606017829886e+01
1.410852713178294637e+00,-1.200293967324386557e+01
1.511627906976744207e+00,-1.203210924647506097e+01
1.612403100775193776e+00,-1.207747944955810837e+01
1.713178294573643345e+00,-1.212441006951676314e+01
1.813953488372092915e+00,-1.215683038769685709e+01
1.914728682170542706e+00,-1.216780132648572454e+01
2.015503875968992276e+00,-1.216164353761457839e+01
2.116279069767441623e+00,-1.214764922160463456e+01
2.217054263565891414e+00,-1.213259957440674697e+01
2.317829457364341206e+00,-1.211736900537919759e+01
2.418604651162790553e+00,-1.209956070358550839e+01
2.519379844961240345e+00,-1.207947145720271465e+01
2.620155038759689692e+00,-1.206315981449863983e+01
2.720930232558139483e+00,-1.206010842740903399e+01
2.821705426356589275e+00,-1.207840620110833285e+01
2.922480620155038622e+00,-1.212090223940526101e+01
3.023255813953488413e+00,-1.218459646626834036e+01
3.124031007751937761e+00,-1.226436692483380142e+01
3.224806201550387552e+00,-1.235793678409800833e+01
3.325581395348837344e+00,-1.246604246909036640e+01
3.426356589147286691e+00,-1.258698849366052919e+01
3.527131782945736482e+00,-1.271163227904099102e+01
3.627906976744185830e+00,-1.282486227420493208e+01
3.728682170542635621e+00,-1.291353089413549249e+01
3.829457364341085412e+00,-1.297414516185170186e+01
3.930232558139534760e+00,-1.301376503251208128e+01
4.031007751937984551e+00,-1.304443690352736240e+01
4.131782945736434343e+00,-1.307604306859505172e+01
4.232558139534883246e+00,-1.311147223750660729e+01
4.333333333333333037e+00,-1.314614320202440823e+01
4.434108527131782829e+00,-1.317234162791724295e+01
4.534883720930232620e+00,-1.318532777498045760e+01
4.635658914728682412e+00,-1.318609743407928825e+01
4.736434108527131315e+00,-1.317927711288116477e+01
4.837209302325581106e+00,-1.316916015914198468e+01
4.937984496124030898e+00,-1.315759302117049323e+01
5.038759689922480689e+00,-1.314528057496923807e+01
5.139534883720930480e+00,-1.313486684295159890e+01
5.240310077519379384e+00,-1.313256261910202305e+01
5.341085271317829175e+00,-1.314710794847346875e+01
5.441860465116278966e+00,-1.318753362603748869e+01
5.542635658914728758e+00,-1.326146443986869450e+01
5.643410852713178549e+00,-1.337462043661571442e+01
5.744186046511627453e+00,-1.353080818679887543e+01
5.844961240310077244e+00,-1.373040513669791629e+01
5.945736434108527035e+00,-1.396634950859965940e+01
6.046511627906976827e+00,-1.422071571440712923e+01
6.147286821705426618e+00,-1.446716655877199820e+01
6.248062015503875521e+00,-1.468046682112642820e+01
6.348837209302325313e+00,-1.484685095404182320e+01
6.449612403100775104e+00,-1.496747021568078218e+01
6.550387596899224896e+00,-1.505365125740015131e+01
6.651162790697674687e+00,-1.511888662106033721e+01
6.751937984496123590e+00,-1.517255507180154872e+01
6.852713178294573382e+00,-1.521763165566684073e+01
6.953488372093023173e+00,-1.525251032497720516e+01
7.054263565891472965e+00,-1.527510407116482050e+01
7.155038759689922756e+00,-1.528592201679679974e+01
7.255813953488371659e+00,-1.528812523574810456e+01
7.356589147286821451e+00,-1.528556198956565737e+01
7.457364341085271242e+00,-1.528125369231870323e+01
7.558139534883721034e+00,-1.527789485156049842e+01
7.658914728682170825e+00,-1.527985807386447092e+01
7.759689922480619728e+00,-1.529493082209984678e+01
7.860465116279069520e+00,-1.533477621460799334e+01
7.961240310077519311e+00,-1.541446233440851188e+01
8.062015503875969102e+00,-1.555131749302462474e+01
8.162790697674418894e+00,-1.576241665027994010e+01
8.263565891472868685e+00,-1.605981279468353762e+01
8.364341085271318477e+00,-1.644365799355582070e+01
8.465116279069766492e+00,-1.689561388579199175e+01
8.565891472868216283e+00,-1.737775533773857362e+01
8.666666666666666075e+00,-1.784164118790758025e+01
8.767441860465115866e+00,-1.824509541308054850e+01
8.868217054263565657e+00,-1.856619002077076175e+01
8.968992248062015449e+00,-1.880561203117363078e+01
9.069767441860465240e+00,-1.897864278279227435e+01
9.170542635658915032e+00,-1.910440511884833015e+01
9.271317829457364823e+00,-1.919831622161245122e+01
9.372093023255814614e+00,-1.926946764364627995e+01
9.472868217054262630e+00,-1.932204126271290789e+01
9.573643410852712421e+00,-1.935851667461262338e+01
9.674418604651162212e+00,-1.938208378371681562e+01
9.775193798449612004e+00,-1.939704050880975572e+01
9.875968992248061795e+00,-1.940800658809060764e+01
9.976744186046511587e+00,-1.941962639116770006e+01
1.007751937984496138e+01,-1.943772374116948498e+01
1.017829457364341117e+01,-1.947146143029671705e+01
1.027906976744186096e+01,-1.953554899863120653e+01
1.037984496124031075e+01,-1.965184249908306668e+01
1.048062015503875877e+01,-1.984961787692280311e+01
1.058139534883720856e+01,-2.016273785525856255e+01
1.068217054263565835e+01,-2.062169330933525657e+01
1.078294573643410814e+01,-2.124080078196265475e+01
1.088372093023255793e+01,-2.200479409413102871e+01
1.098449612403100772e+01,-2.286253186887003253e+01
1.108527131782945752e+01,-2.373564097711464171e+01
1.118604651162790731e+01,-2.454234619703666098e+01
1.128682170542635710e+01,-2.522424068296489352e+01
1.138759689922480689e+01,-2.575971011996087157e+01
1.148837209302325491e+01,-2.615889555966639435e+01
1.158914728682170470e+01,-2.644862138641540739e+01
1.168992248062015449e+01,-2.665822322057616489e+01
1.179069767441860428e+01,-2.681151495288462883e+01
1.189147286821705407e+01,-2.692482392076033904e+01
1.199224806201550386e+01,-2.700882301281950504e+01
1.209302325581395365e+01,-2.707147151488701198e+01
1.219379844961240345e+01,-2.712000436018648841e+01
1.229457364341085324e+01,-2.716168385616104786e+01
1.239534883720930303e+01,-2.720419473765947416e+01
1.249612403100775104e+01,-2.725691531753065888e+01
1.259689922480620083e+01,-2.733352006589398542e+01
1.269767441860465063e+01,-2.745551391135952457e+01
1.279844961240310042e+01,-2.765588823654647399e+01
1.289922480620155021e+01,-2.798125178665360124e+01
1.300000000000000000e+01,-2.848908673298587146e+01
