time,R_energy
0.000000000000000000e+00,-1.552485661799497763e+01
1.010101010101010083e-01,-1.189036044305222006e+01
2.020202020202020166e-01,-1.096256822026539623e+01
3.030303030303030387e-01,-1.086582825410039099e+01
4.040404040404040331e-01,-1.087673550019582258e+01
5.050505050505050830e-01,-1.060874464130654715e+01
6.060606060606060774e-01,-1.001032272274714074e+01
7.070707070707070718e-01,-9.306839978801706437e+00
8.080808080808080662e-01,-8.769339044280688000e+00
9.090909090909090606e-01,-8.540781439137441922e+00
1.010101010101010166e+00,-8.640824352660956720e+00
1.111111111111111160e+00,-9.024710437344786840e+00
1.212121212121212155e+00,-9.582086171069629899e+00
1.313131313131313149e+00,-1.012289216410354342e+01
1.414141414141414144e+00,-1.044826911986729456e+01
1.515151515151515138e+00,-1.049606287032895580e+01
1.616161616161616132e+00,-1.043144676408999949e+01
1.717171717171717127e+00,-1.056876815338439890e+01
1.818181818181818121e+00,-1.113745246064739547e+01
1.919191919191919116e+00,-1.204400239867021050e+01
2.020202020202020332e+00,-1.285887466990002714e+01
2.121212121212121104e+00,-1.312536565968686908e+01
2.222222222222222321e+00,-1.274312811815214452e+01
2.323232323232323093e+00,-1.204084206498436593e+01
2.424242424242424310e+00,-1.147798523745873922e+01
2.525252525252525082e+00,-1.128147484157732450e+01
2.626262626262626299e+00,-1.131457242815645081e+01
2.727272727272727071e+00,-1.123634953158132177e+01
2.828282828282828287e+00,-1.080411916414336382e+01
2.929292929292929060e+00,-1.006910671015739922e+01
3.030303030303030276e+00,-9.300524566244108726e+00
3.131313131313131048e+00,-8.753176550397622435e+00
3.232323232323232265e+00,-8.537165530170657490e+00
3.333333333333333481e+00,-8.653175354049565726e+00
3.434343434343434254e+00,-9.049719822898591559e+00
3.535353535353535470e+00,-9.611877044249373725e+00
3.636363636363636243e+00,-1.014621098803747934e+01
3.737373737373737459e+00,-1.045698101788661205e+01
3.838383838383838231e+00,-1.049287634375903089e+01
3.939393939393939448e+00,-1.043071074599515846e+01
4.040404040404040664e+00,-1.058720776611447079e+01
4.141414141414140992e+00,-1.117969168544334302e+01
4.242424242424242209e+00,-1.209423440488790469e+01
4.343434343434343425e+00,-1.288973058228708268e+01
4.444444444444444642e+00,-1.312005812494430046e+01
4.545454545454544970e+00,-1.270968921924818495e+01
4.646464646464646187e+00,-1.200397642038010559e+01
4.747474747474747403e+00,-1.145805741047180604e+01
4.848484848484848619e+00,-1.128008798763198151e+01
4.949494949494949836e+00,-1.131631800460379189e+01
5.050505050505050164e+00,-1.122323813779688884e+01
5.151515151515151381e+00,-1.077091412693780192e+01
5.252525252525252597e+00,-1.002646309984450390e+01
5.353535353535353813e+00,-9.264289579948204789e+00
5.454545454545454142e+00,-8.733064414069021453e+00
5.555555555555555358e+00,-8.535250594502398869e+00
5.656565656565656575e+00,-8.667840298527821119e+00
5.757575757575757791e+00,-9.076789259139779631e+00
5.858585858585858119e+00,-9.642879272608059438e+00
5.959595959595959336e+00,-1.016965122986372272e+01
6.060606060606060552e+00,-1.046522648215291085e+01
6.161616161616161769e+00,-1.048952470264269010e+01
6.262626262626262097e+00,-1.043068236052609521e+01
6.363636363636363313e+00,-1.060699487442193600e+01
6.464646464646464530e+00,-1.122293490183464826e+01
6.565656565656565746e+00,-1.214412705808942228e+01
6.666666666666666963e+00,-1.291888449915964188e+01
6.767676767676767291e+00,-1.311282740930738377e+01
6.868686868686868507e+00,-1.267538996844550248e+01
6.969696969696969724e+00,-1.196762779886693728e+01
7.070707070707070940e+00,-1.143926062336497651e+01
7.171717171717171269e+00,-1.127935404653891638e+01
7.272727272727272485e+00,-1.131767065431949781e+01
7.373737373737373701e+00,-1.120903791451587850e+01
7.474747474747474918e+00,-1.073683499945887299e+01
7.575757575757575246e+00,-9.983782598250597218e+00
7.676767676767676463e+00,-9.228747240142279651e+00
7.777777777777777679e+00,-8.713916937967322696e+00
7.878787878787878896e+00,-8.534275437448659574e+00
7.979797979797979224e+00,-8.683298832936127809e+00
8.080808080808081328e+00,-9.104322679116020112e+00
8.181818181818181657e+00,-9.673771410765898082e+00
8.282828282828281985e+00,-1.019240066716429638e+01
8.383838383838384090e+00,-1.047264615213741124e+01
8.484848484848484418e+00,-1.048590060663027046e+01
8.585858585858586522e+00,-1.043133990570890468e+01
8.686868686868686851e+00,-1.062810437818908227e+01
8.787878787878787179e+00,-1.126712017565434110e+01
8.888888888888889284e+00,-1.219360063396671379e+01
8.989898989898989612e+00,-1.294629599944478215e+01
9.090909090909089940e+00,-1.310370653860530687e+01
9.191919191919192045e+00,-1.139162437601458322e+01
9.292929292929292373e+00,-9.831505943943337655e+00
9.393939393939394478e+00,-8.627031216108855816e+00
9.494949494949494806e+00,-7.706462566167346040e+00
9.595959595959595134e+00,-6.750648215160399701e+00
9.696969696969697239e+00,-5.423814990483053045e+00
9.797979797979797567e+00,-3.652414227224657139e+00
9.898989898989899672e+00,-1.709514588576913630e+00
1.000000000000000000e+01,-0.000000000000000000e+00
