time,R_loc
0.000000000000000000e+00,5.500009985226483877e-01
1.010101010101010083e-01,-2.069359926082370293e+00
2.020202020202020166e-01,2.456835491028362128e-01
3.030303030303030387e-01,1.483772965055728255e-01
4.040404040404040331e-01,3.368954904205737066e-02
5.050505050505050830e-01,-8.482339330995136706e-02
6.060606060606060774e-01,-1.472644312011586465e-01
7.070707070707070718e-01,-1.322336666035860142e-01
8.080808080808080662e-01,-6.488145671490737343e-02
9.090909090909090606e-01,-4.871386425033819023e-04
1.010101010101010166e+00,7.899283250947575219e-03
1.111111111111111160e+00,-4.033305239556073118e-02
1.212121212121212155e+00,-8.922702382821295908e-02
1.313131313131313149e+00,-9.204952254058931804e-02
1.414141414141414144e+00,-4.824405442340229389e-02
1.515151515151515138e+00,4.320772614480550278e-03
1.616161616161616132e+00,1.727929329844563044e-02
1.717171717171717127e+00,-2.311125630139881926e-02
1.818181818181818121e+00,-7.552861984419137475e-02
1.919191919191919116e+00,-9.160446772464725385e-02
2.020202020202020332e+00,-6.046435684824807977e-02
2.121212121212121104e+00,-9.943876845711033252e-03
2.222222222222222321e+00,1.518930020404690717e-02
2.323232323232323093e+00,-8.741086956002896979e-03
2.424242424242424310e+00,-5.587882116413699085e-02
2.525252525252525082e+00,-7.988626807538667940e-02
2.626262626262626299e+00,-6.105965377623157053e-02
2.727272727272727071e+00,-1.719250760453960858e-02
2.828282828282828287e+00,1.253526940393052957e-02
2.929292929292929060e+00,-5.375538291102488486e-05
3.030303030303030276e+00,-4.127222890879994610e-02
3.131313131313131048e+00,-6.978094949585607332e-02
3.232323232323232265e+00,-6.062091616537340633e-02
3.333333333333333481e+00,-2.338231010951419275e-02
3.434343434343434254e+00,8.427222818066182342e-03
3.535353535353535470e+00,4.932636423451146335e-03
3.636363636363636243e+00,-2.951784041630287070e-02
3.737373737373737459e+00,-5.976000779181500633e-02
3.838383838383838231e+00,-5.808521887713746779e-02
3.939393939393939448e+00,-2.737309245348878983e-02
4.040404040404040664e+00,4.389329144392516147e-03
4.141414141414140992e+00,7.461172014100292404e-03
4.242424242424242209e+00,-2.054676026994795013e-02
4.343434343434343425e+00,-5.074863502129395298e-02
4.444444444444444642e+00,-5.462511177219137037e-02
4.545454545454544970e+00,-2.983476333054665627e-02
4.646464646464646187e+00,6.957491721910763482e-04
4.747474747474747403e+00,8.399314232995391816e-03
4.848484848484848619e+00,-1.380262604974230589e-02
4.949494949494949836e+00,-4.282952812257367903e-02
5.050505050505050164e+00,-5.066728005660431355e-02
5.151515151515151381e+00,-3.105737726668171550e-02
5.252525252525252597e+00,-2.432705575443727675e-03
5.353535353535353813e+00,8.380234775294898020e-03
5.454545454545454142e+00,-8.825690353471971061e-03
5.555555555555555358e+00,-3.604116276739259550e-02
5.656565656565656575e+00,-4.657967527978508493e-02
5.757575757575757791e+00,-3.137182849013564478e-02
5.858585858585858119e+00,-4.962537712829784287e-03
5.959595959595959336e+00,7.820343089360276556e-03
6.060606060606060552e+00,-5.208236600170265684e-03
6.161616161616161769e+00,-3.031086913610037126e-02
6.262626262626262097e+00,-4.258058066591480229e-02
6.363636363636363313e+00,-3.103559568134670044e-02
6.464646464646464530e+00,-6.923996690598566150e-03
6.565656565656565746e+00,6.992793161837207450e-03
6.666666666666666963e+00,-2.618201645670864552e-03
6.767676767676767291e+00,-2.552840874096051760e-02
6.868686868686868507e+00,-3.880321276964743271e-02
6.969696969696969724e+00,-3.025349637762472788e-02
7.070707070707070940e+00,-8.380744254325556142e-03
7.171717171717171269e+00,6.069379182621958968e-03
7.272727272727272485e+00,-7.933761159406027552e-04
7.373737373737373701e+00,-2.156882581594954384e-02
7.474747474747474918e+00,-3.531785431950634768e-02
7.575757575757575246e+00,-2.918186638791980814e-02
7.676767676767676463e+00,-9.409474829174979682e-03
7.777777777777777679e+00,5.152651702530125499e-03
7.878787878787878896e+00,4.678761950787646562e-04
7.979797979797979224e+00,-1.830930467855951260e-02
8.080808080808081328e+00,-3.215351070384744880e-02
8.181818181818181657e+00,-2.793604348781592028e-02
8.282828282828281985e+00,-1.008373049739724747e-02
8.383838383838384090e+00,4.301356015505406957e-03
8.484848484848484418e+00,1.318353487965912008e-03
8.585858585858586522e+00,-1.563674393743386126e-02
8.686868686868686851e+00,-2.931328875878486118e-02
8.787878787878787179e+00,-2.659989076332286428e-02
8.888888888888889284e+00,-1.047169361147631816e-02
8.989898989898989612e+00,3.544924606757648977e-03
9.090909090909089940e+00,1.872148886487456920e-03
9.191919191919192045e+00,-1.345193759063928463e-02
9.292929292929292373e+00,-2.678458174836309547e-02
9.393939393939394478e+00,-2.523282442091068223e-02
9.494949494949494806e+00,-1.063253960693505418e-02
9.595959595959595134e+00,2.894682055286146305e-03
9.696969696969697239e+00,2.213379499347967183e-03
9.797979797979797567e+00,-1.166979700239301199e-02
9.898989898989899672e+00,-2.454535844192662353e-02
1.000000000000000000e+01,-2.387498759400719095e-02
