time,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,2.999999999999999556e+00,5.000000000000000000e+00,3.000000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+01,1.700000000000000000e+01,7.999999999999999112e+00,1.999999999999999556e+00
1.010101010101010083e-01,3.393102673475501874e+00,9.636092414048605947e-01,2.312041898974397380e+00,4.553522053417284887e+00,2.722780281126540203e+01,3.104068445312590541e+01,2.911957676935655570e+01,1.950175108131192303e+01,8.496506485196000824e+00,2.973276922093669672e+00
2.020202020202020166e-01,3.870305388389440271e+00,1.022622592184233348e+00,1.878641924159434318e+00,4.132707111218134166e+00,2.778907003369369022e+01,3.179994500257661016e+01,2.979356167175911807e+01,1.988940328219288389e+01,8.830885074339523300e+00,4.770166085497313802e+00
3.030303030303030387e-01,4.321997111151145710e+00,1.163662227213204670e+00,1.576349510764433859e+00,3.696601336172823160e+00,2.791878113923695892e+01,3.192259119247605526e+01,2.992083528226836719e+01,1.993189731185558955e+01,9.077839410557688282e+00,6.553103044550269374e+00
4.040404040404040331e-01,4.666922567218210638e+00,1.394272778394074042e+00,1.362258054636498628e+00,3.257088289048106322e+00,2.792282608074484784e+01,3.192266729171972628e+01,2.992277333988615950e+01,1.991665249996543707e+01,9.276714379001074207e+00,7.741104067198321559e+00
5.050505050505050830e-01,4.853712944985240085e+00,1.727071735475823822e+00,1.218515277467518976e+00,2.835953692083531763e+00,2.789233043380374255e+01,3.189077252777111937e+01,2.989151414869939671e+01,1.987701178846965888e+01,9.441413143728816237e+00,8.327415784037041746e+00
6.060606060606060774e-01,4.861551024943918442e+00,2.167618193501397172e+00,1.137078290520860291e+00,2.449425613217607545e+00,2.783463299959487713e+01,3.183179170698463878e+01,2.983313232386838365e+01,1.980836756236088902e+01,9.575873953827992224e+00,8.531253458436429682e+00
7.070707070707070718e-01,4.696581015625351796e+00,2.700691443784055235e+00,1.115699111539567356e+00,2.106233144661949996e+00,2.774132128052819013e+01,3.173678556300693998e+01,2.973892106482255215e+01,1.970059036003529584e+01,9.682458887713403684e+00,8.515521659459722059e+00
8.080808080808080662e-01,4.387969094716504870e+00,3.280432448988817917e+00,1.157263511987244753e+00,1.810783033207242987e+00,2.760531511875763755e+01,3.159880172594349546e+01,2.960186154357923627e+01,1.954892936190939068e+01,9.764324920938742380e+00,8.359109855221975138e+00
9.090909090909090606e-01,3.982007810564285766e+00,3.834780966140457714e+00,1.269695399788187240e+00,1.565967595252891087e+00,2.743125255336773805e+01,3.142306711739677638e+01,2.942690060724890699e+01,1.936372980681202449e+01,9.825248503194714544e+00,8.103892275225991426e+00
1.010101010101010166e+00,3.530966972559809847e+00,4.286559704115198599e+00,1.465001765950833201e+00,1.373860340891770448e+00,2.724151966023978844e+01,3.123279080848408995e+01,2.923686181891318725e+01,1.917386387022373739e+01,9.869055002566598844e+00,7.792089617411837921e+00
1.111111111111111160e+00,3.079874734926383972e+00,4.577722277818811136e+00,1.756020163874176587e+00,1.235454690050641346e+00,2.707184420410065329e+01,3.106427957781350102e+01,2.906778625345954836e+01,1.901808187197631028e+01,9.899250742903502598e+00,7.477410503923350937e+00
1.212121212121212155e+00,2.658738961337601570e+00,4.681325119679839553e+00,2.149368010439625110e+00,1.151096484231426853e+00,2.695780968610720052e+01,3.095304960796719129e+01,2.895523062924282343e+01,1.892943687966440791e+01,9.918781344661969257e+00,7.215952889519595459e+00
1.313131313131313149e+00,2.283158843958843054e+00,4.600362244083072483e+00,2.634785215043929707e+00,1.121936789675092028e+00,2.692155357952334782e+01,3.092054697410154418e+01,2.892097066437321118e+01,1.892343394390591271e+01,9.929814336551496368e+00,7.052186577506263987e+00
1.414141414141414144e+00,1.959698276274817408e+00,4.361826763635334281e+00,3.175679959359994697e+00,1.151655356111740858e+00,2.696542705929022432e+01,3.096813612277537331e+01,2.896683263142200104e+01,1.899473137861339467e+01,9.933528880686079532e+00,7.010191427449514734e+00
1.515151515151515138e+00,1.690957819374240723e+00,4.009748697563592756e+00,3.709876328522150324e+00,1.247630036132961084e+00,2.707331764178304567e+01,3.107882150730660697e+01,2.907622917533071316e+01,1.912130558078960263e+01,9.929875054831700965e+00,7.090763454285952783e+00
1.616161616161616132e+00,1.478026560709175152e+00,3.595381091104355775e+00,4.165148193357635087e+00,1.420870117426648038e+00,2.721794970970541883e+01,3.122487259841201990e+01,2.922163533256010481e+01,1.927366811124912616e+01,9.917219308714761539e+00,7.272710766857270137e+00
1.717171717171717127e+00,1.321050398787661617e+00,3.165366898649455862e+00,4.481202692153654965e+00,1.683770123029475263e+00,2.737114291612772377e+01,3.137818426051813248e+01,2.937490514045012802e+01,1.942528952051400637e+01,9.891850343614397190e+00,7.519033382833750778e+00
1.818181818181818121e+00,1.219691876671907815e+00,2.753378040981880215e+00,4.624050864968444863e+00,2.044444110189706620e+00,2.751217033583533578e+01,3.151846352617405245e+01,2.951554068442148449e+01,1.955918251994677348e+01,9.847605851731772830e+00,7.787958007830042995e+00
1.919191919191919116e+00,1.174309781138499265e+00,2.378937531174406317e+00,4.588281491562800518e+00,2.497389620033993562e+00,2.763054273093264612e+01,3.163571158169557762e+01,2.963331511068714619e+01,1.966844030597071580e+01,9.776475643264859627e+00,8.044541264875626041e+00
2.020202020202020332e+00,1.187491115784255147e+00,2.051525150636383188e+00,4.392972910119703478e+00,3.013829269883030459e+00,2.772390646114215329e+01,3.172791683041904420e+01,2.972605991288277494e+01,1.975295651477457781e+01,9.671536717090519986e+00,8.267174419627044912e+00
2.121212121212121104e+00,1.265211534113146241e+00,1.775526791938090598e+00,4.075793426703227418e+00,3.539471037505407480e+00,2.779434318204260990e+01,3.179733126056141757e+01,2.979594886427146250e+01,1.981577034983195063e+01,9.532598706679323186e+00,8.447354058719326986e+00
2.222222222222222321e+00,1.416963923613267395e+00,1.553181750431764652e+00,3.684518363232295535e+00,4.005803740544028102e+00,2.784552646875576087e+01,3.184767396978609000e+01,2.984668133122210065e+01,1.986076206254207221e+01,9.371637632685553498e+00,8.585578730531208791e+00
2.323232323232323093e+00,1.654030936035932653e+00,1.385521915720528741e+00,3.265885378504493897e+00,4.350387643858228515e+00,2.788126394086461701e+01,3.188274631657739633e+01,2.988206189324288786e+01,1.989162608483171368e+01,9.212775128551298209e+00,8.686914475855962436e+00
2.424242424242424310e+00,1.984797275969432562e+00,1.272814265636845743e+00,2.856232601708034391e+00,4.533288538068328322e+00,2.790489387170739022e+01,3.190585849695959197e+01,2.990541406411921699e+01,1.991146130704842321e+01,9.085047629404288116e+00,8.757868236583311372e+00
2.525252525252525082e+00,2.406611854137975737e+00,1.215561952522181910e+00,2.478371398078140331e+00,4.542311181216406091e+00,2.791900052269739163e+01,3.191955657519084255e+01,2.991930189865849243e+01,1.992253830171057061e+01,9.012379580163637272e+00,8.804565067396024958e+00
2.626262626262626299e+00,2.896508178252654719e+00,1.215955002921458528e+00,2.144277800705042925e+00,4.390323515321178149e+00,2.792521053178592538e+01,3.192542702175340352e+01,2.992532881740860162e+01,1.992610555433341091e+01,9.006279148628571818e+00,8.831736241390371944e+00
2.727272727272727071e+00,3.407205153225834948e+00,1.279104317827989279e+00,1.859742762887934608e+00,4.109801917635758528e+00,2.792399365889817275e+01,3.192387482760483408e+01,2.992393396435809905e+01,1.992218222029172026e+01,9.063422497636222985e+00,8.842109459665486781e+00
2.828282828282828287e+00,3.874900142149619864e+00,1.413387947471254735e+00,1.627728342588485200e+00,3.745157017901297181e+00,2.791440715863936362e+01,3.191389946798862809e+01,2.991414087261369303e+01,1.990926031730494827e+01,9.167993674111706071e+00,8.835908741949005218e+00
2.929292929292929060e+00,4.237131766232971053e+00,1.629159307729121986e+00,1.449742154194830102e+00,3.342430563308160796e+00,2.789371342329555858e+01,3.189267704038303464e+01,2.989316683154332921e+01,1.988388419954025110e+01,9.297776135982081414e+00,8.810268302444061561e+00
3.030303030303030276e+00,4.449899521610644726e+00,1.934836657844449359e+00,1.326382847873097903e+00,2.939649250472466946e+00,2.785699488107568556e+01,3.185518870176829154e+01,2.985604049129239357e+01,1.984031698810573374e+01,9.431487240575592068e+00,8.758605963802162719e+00
3.131313131313131048e+00,4.495280780892051631e+00,2.329776912985933368e+00,1.258210974362143464e+00,2.562323072552363357e+00,2.779729223903882129e+01,3.179438685565042988e+01,2.979575515625732507e+01,1.977102232391265346e+01,9.553943127183934791e+00,8.670588384191153963e+00
3.232323232323232265e+00,4.380436301819739420e+00,2.795527147876939900e+00,1.247082187060053915e+00,2.224805974214700388e+00,2.770735903664829181e+01,3.170303072144289303e+01,2.970506602616925207e+01,1.966921698390220641e+01,9.657341193484493047e+00,8.534179790662816956e+00
3.333333333333333481e+00,4.132859015666649150e+00,3.290764991816018892e+00,1.297388095081390746e+00,1.934424418476813123e+00,2.758400427393774379e+01,3.157814795517264272e+01,2.958089602279998331e+01,1.953414889910493102e+01,9.739659792460187759e+00,8.341377125846765495e+00
3.434343434343434254e+00,3.793413850052925529e+00,3.756364553574793597e+00,1.416543283039793710e+00,1.695013979200413745e+00,2.743389103607282919e+01,3.142688342454521333e+01,2.943016233686379834e+01,1.937687553004282393e+01,9.802234960095173477e+00,8.096685518667445791e+00
3.535353535353535470e+00,3.406825372899467297e+00,4.130849163116097955e+00,1.614016439820381343e+00,1.508649863574008654e+00,2.727646949914170094e+01,3.126928446287800867e+01,2.927263121807030188e+01,1.922131453569787141e+01,9.847841312474514552e+00,7.822866345222359463e+00
3.636363636363636243e+00,3.012026129726976809e+00,4.367473221430850927e+00,1.898022906336618298e+00,1.376336376231836800e+00,2.713992189182171089e+01,3.113388974025305345e+01,2.913668373110966314e+01,1.909745009707159014e+01,9.879537547474848580e+00,7.557949342407344062e+00
